z_index,relative_to_top_px,relative_to_bottom_px,V_sv_raw,B_sv_raw,T_raw,T_mov5,region
1,-196,-215,10776274.4524265,2979488.29047048,7796786.16195604,7796786.16195604,above_vessel
2,-195,-214,38735439.3248989,2251416.06041448,36484023.2644844,11706760.5475826,above_vessel
3,-194,-213,9024663.40171849,3940405.90171737,5084257.50000112,7796786.16195604,above_vessel
4,-193,-212,20280176.0520779,4663441.11886879,15616734.9332091,13249383.1362021,above_vessel
5,-192,-211,3940244.76253284,2129721.45314389,1810523.30938894,9481592.21882445,above_vessel
6,-191,-210,16233982.035821,2984598.89961888,13249383.1362021,13249383.1362021,above_vessel
7,-190,-209,12150193.857788,2668601.63896353,9481592.21882445,10580629.8587264,above_vessel
8,-189,-208,18096127.3840227,2163171.71612259,15932955.6679002,10580629.8587264,above_vessel
9,-188,-207,14997455.8121085,4416825.95338207,10580629.8587264,9481592.21882445,above_vessel
10,-187,-206,650909.256827129,2969602.09663806,-2318692.83981093,493552.328443647,above_vessel
11,-186,-205,1381247.92123063,887695.592786983,493552.328443647,493552.328443647,above_vessel
12,-185,-204,1181728.61858493,2070985.13057436,-889256.51198943,493552.328443647,above_vessel
13,-184,-203,6894591.48790935,1493378.22642697,5401213.26148238,2417550.71219932,above_vessel
14,-183,-202,6539068.87343,2404692.63508875,4134376.23834125,2417550.71219932,above_vessel
15,-182,-201,4001763.62054688,1584212.90834755,2417550.71219932,4134376.23834125,above_vessel
16,-181,-200,4489605.20277895,2505757.87333969,1983847.32943925,2417550.71219932,above_vessel
17,-180,-199,18083191.4806108,6071833.3360631,12011358.1445477,2417550.71219932,above_vessel
18,-179,-198,770217.336797748,7406405.77137411,-6636188.43457636,10487748.3295383,above_vessel
19,-178,-197,12913900.1792367,1499397.32966568,11414502.849571,10487748.3295383,above_vessel
20,-177,-196,11506283.062787,1018534.73324862,10487748.3295383,8689442.30004948,above_vessel
21,-176,-195,10893336.5407882,3212355.62175462,7680980.91903356,8689442.30004948,above_vessel
22,-175,-194,11983777.2608574,3294334.96080796,8689442.30004948,7680980.91903356,above_vessel
23,-174,-193,11424933.2667738,5986226.84869185,5438706.41808197,5438706.41808197,above_vessel
24,-173,-192,113796.221306949,4269429.71805495,-4155633.49674801,42787.2717646896,above_vessel
25,-172,-191,356762.600795087,4724379.64016352,-4367617.03936843,42787.2717646896,above_vessel
26,-171,-190,2269792.66189892,2227005.39013423,42787.2717646896,-4155633.49674801,above_vessel
27,-170,-189,8264516.66479692,2888497.07050394,5376019.59429298,-4367617.03936843,above_vessel
28,-169,-188,1209755.9627379,7692976.07375655,-6483220.11101865,42787.2717646896,above_vessel
29,-168,-187,866695.261421498,5717060.65066713,-4850365.38924564,-1861185.83527208,above_vessel
30,-167,-186,18247393.0914625,1902671.53593069,16344721.5555318,-1861185.83527208,above_vessel
31,-166,-185,75081.5511943451,1936267.38646642,-1861185.83527208,2427450.72958029,above_vessel
32,-165,-184,6230114.32998428,1769696.97053381,4460417.35945047,4460417.35945047,above_vessel
33,-164,-183,5567776.48993211,3140325.76035182,2427450.72958029,4460417.35945047,above_vessel
34,-163,-182,11303001.111413,1346232.87326851,9956768.23814453,4460417.35945047,above_vessel
35,-162,-181,16051309.778125,1920321.36893604,14130988.409189,2427450.72958029,above_vessel
36,-161,-180,911926.262881169,1571837.10884183,-659910.845960659,1739555.23637735,above_vessel
37,-160,-179,1380270.41986074,2975778.26664808,-1595507.84678734,-659910.845960659,above_vessel
38,-159,-178,4234901.57581074,2495346.3394334,1739555.23637735,-717019.08848174,above_vessel
39,-158,-177,908304.047730473,1625323.13621221,-717019.08848174,-1595507.84678734,above_vessel
40,-157,-176,276163.121941529,4680255.36187223,-4404092.2399307,-717019.08848174,above_vessel
41,-156,-175,1490803.38920744,3111141.7987009,-1620338.40949346,-717019.08848174,above_vessel
42,-155,-174,2473930.46362115,1783198.32768008,690732.135941075,-1378281.01449766,above_vessel
43,-154,-173,9477102.7840764,1695356.03510575,7781746.74897065,-1378281.01449766,above_vessel
44,-153,-172,1252449.71310714,2630730.7276048,-1378281.01449766,-1378281.01449766,above_vessel
45,-152,-171,928752.914147389,3945900.47841399,-3017147.5642666,-1378281.01449766,above_vessel
46,-151,-170,1178929.84709732,3839749.1427368,-2660819.29563948,-1378281.01449766,above_vessel
47,-150,-169,2390033.40757744,2081710.79188547,308322.615691964,308322.615691964,above_vessel
48,-149,-168,4510665.43962257,2994338.31436518,1516327.1252574,1516327.1252574,above_vessel
49,-148,-167,16157420.1394214,3398964.27732513,12758455.8620962,2370540.07940537,above_vessel
50,-147,-166,5245742.78260082,2875202.70319545,2370540.07940537,2370540.07940537,above_vessel
51,-146,-165,13652202.5229183,8365086.42734927,5287116.09556907,2370540.07940537,above_vessel
52,-145,-164,1371562.32569808,3496367.12816699,-2124804.80246892,1553563.13538827,above_vessel
53,-144,-163,4580527.61297327,3026964.477585,1553563.13538827,1553563.13538827,above_vessel
54,-143,-162,1127179.08411015,5649420.82546076,-4522241.7413506,1553563.13538827,above_vessel
55,-142,-161,10272228.1805553,3339544.29122878,6932683.88932651,1553563.13538827,above_vessel
56,-141,-160,14930892.5975186,2139280.67221522,12791611.9253034,6932683.88932651,above_vessel
57,-140,-159,2066221.18524839,2734646.72569815,-668425.540449769,6932683.88932651,above_vessel
58,-139,-158,15639480.8525523,3050980.42299593,12588500.4295564,-668425.540449769,above_vessel
59,-138,-157,2597274.89859502,3382571.48046826,-785296.581873239,-668425.540449769,above_vessel
60,-137,-156,1782331.7918796,4686412.50468404,-2904080.71280444,1847760.93846335,above_vessel
61,-136,-155,4918749.01551198,3070988.07704862,1847760.93846335,-785296.581873239,above_vessel
62,-135,-154,29504274.8677142,9796029.30442522,19708245.563289,1847760.93846335,above_vessel
63,-134,-153,1556579.33849273,4362758.72599293,-2806179.3875002,1847760.93846335,above_vessel
64,-133,-152,6764051.02811113,4766475.87655758,1997575.15155356,206351.31856586,above_vessel
65,-132,-151,3532019.34293159,5394413.22130795,-1862393.87837636,-806031.227635673,above_vessel
66,-131,-150,4334349.42248523,4127998.10391937,206351.31856586,-806031.227635673,above_vessel
67,-130,-149,435905.757775291,1241936.98541096,-806031.227635673,-806031.227635673,above_vessel
68,-129,-148,488945.653530988,5057958.94091069,-4569013.2873797,206351.31856586,above_vessel
69,-128,-147,9352091.85995053,1585269.47688744,7766822.38306309,-806031.227635673,above_vessel
70,-127,-146,5331715.70544199,3157908.57480782,2173807.13063417,-1591584.28551382,above_vessel
71,-126,-145,11603.160269273,3987739.60436897,-3976136.44409969,-1591584.28551382,above_vessel
72,-125,-144,1193515.44397941,2785099.72949323,-1591584.28551382,-1591584.28551382,above_vessel
73,-124,-143,1149675.99090441,3967723.3899622,-2818047.39905778,-1591584.28551382,above_vessel
74,-123,-142,16461539.9327816,3176667.36667676,13284872.5661048,-323420.247807981,above_vessel
75,-122,-141,7383236.1425177,4388151.46351817,2995084.67899953,1433814.89961617,above_vessel
76,-121,-140,2553355.31761094,2876775.56541892,-323420.247807981,1433814.89961617,above_vessel
77,-120,-139,5319277.89279341,3885462.99317724,1433814.89961617,1433814.89961617,above_vessel
78,-119,-138,44717.8907281619,3561440.76860325,-3516722.87787509,-323420.247807981,above_vessel
79,-118,-137,13550299.9934464,4422471.85452868,9127828.13891771,-1486021.66808977,above_vessel
80,-117,-136,2452958.33033232,3938979.99842209,-1486021.66808977,-1950782.58767942,above_vessel
81,-116,-135,4565691.35306574,6755968.66165545,-2190277.30858971,-1486021.66808977,above_vessel
82,-115,-134,407980.426177507,2358763.01385692,-1950782.58767942,-1486021.66808977,above_vessel
83,-114,-133,19509439.0863767,1246825.47668657,18262613.6096902,-1950782.58767942,above_vessel
84,-113,-132,3786751.68249304,2505424.72648404,1281326.956009,-1950782.58767942,above_vessel
85,-112,-131,2518100.85910334,5751613.91603004,-3233513.0569267,-1590892.16388283,above_vessel
86,-111,-130,5043.10650615044,3636550.95007938,-3631507.84357323,-1590892.16388283,above_vessel
87,-110,-129,1942423.3905156,3533315.55439843,-1590892.16388283,-1924960.91838889,above_vessel
88,-109,-128,13692749.2628371,680448.868610075,13012300.394227,-1590892.16388283,above_vessel
89,-108,-127,436903.9109685,2361864.82935739,-1924960.91838889,2669083.56546204,above_vessel
90,-107,-126,5986667.86846306,3317584.30300102,2669083.56546204,2669083.56546204,above_vessel
91,-106,-125,5212372.15758877,1638813.85933891,3573558.29824986,-1924960.91838889,above_vessel
92,-105,-124,173551.835239897,4021812.65736523,-3848260.82212533,-2073611.50018125,above_vessel
93,-104,-123,757172.522916685,2830784.02309794,-2073611.50018125,-2073611.50018125,above_vessel
94,-103,-122,2308150.16225253,4704256.42147186,-2396106.25921934,-2073611.50018125,above_vessel
