bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,109531642.887741,0.36645302341995,0.916990592099458
5,9,7,20221031.3029325,0.0676522132076815,0.169288937684812
10,14,12,33753311.4328054,0.112926298728704,0.28258015875657
15,19,17,7831009.99267877,0.0261997100800372,0.0655606206626799
20,24,22,17319008.6661373,0.0579431013816436,0.144993424663718
25,29,27,-6289109.52003517,-0.0210410721274229,-0.0526519470584959
30,34,32,12509654.2103044,0.0418527512821342,0.104729874571711
35,39,37,24496743.9800887,0.0819571920841946,0.20508487935156
40,44,42,-4342203.62923428,-0.0145274334090727,-0.036352598865598
45,49,47,-6002254.05927562,-0.0200813581296369,-0.0502504149361442
50,54,52,5869930.87169197,0.0196386528904916,0.0491426152635401
55,59,57,11645042.619783,0.0389600754938671,0.0974914120286007
60,64,62,-841173.320576195,-0.00281425986517223,-0.00704223912795675
65,69,67,-9993277.75952074,-0.033433871275034,-0.0836629621187115
70,74,72,4474382.72755395,0.0149696565779684,0.0374591922338318
75,79,77,26461520.2749171,0.0885306186721775,0.221533837209192
80,84,82,-8135551.90901927,-0.0272185965228843,-0.0681102224473477
85,89,87,8408898.8873593,0.0281331160536291,0.0703986625812506
90,94,92,-3265565.57260537,-0.0109253942121896,-0.0273390668578948
95,99,97,5395008.81244274,0.0180497364832112,0.0451666038678342
100,104,102,2328770.54294511,0.00779121890089964,0.0194962900467736
105,109,107,6613724.70784396,0.0221271164328341,0.0553696007467395
110,114,112,3573568.21039538,0.0119558589698044,0.0299176415395942
115,119,117,23761899.0743821,0.0794986684070055,0.198932813634114
