source_file,bscan_index,x_vessel,z_top,z_bottom,x_background_center,vessel_diameter_um,vessel_diameter_mm,axial_spacing_um,lateral_spacing_um,bscan_axial_extent_mm,bscan_lateral_extent_mm,vessel_axial_span_px,S_peak,z_peak,S_median,qc_status
C:\Users\zby\Desktop\2026血管三维重建项目\手动在拖尾的OCTA数据上进行标注\原始数据\128\10.oct,1,237,215,234,325,128,0.128,6.7,12.7,2.3517,6.35,19,272672892.109138,226,63168966.1100194,PASS
