bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,68772984.0927502,0.195072136823248,0.400456577698352
5,9,7,41890041.2192192,0.118819620233819,0.2439205273348
10,14,12,30003904.637789,0.0851050142428159,0.1747090245878
15,19,17,112623157.560061,0.319451602847324,0.655790712603947
20,24,22,20442191.931192,0.0579835543560333,0.119032354483525
25,29,27,10886924.2475418,0.0308803755488732,0.0633932129504817
30,34,32,10296886.3214811,0.0292067538417186,0.0599574951072098
35,39,37,23282376.5595172,0.0660396375946598,0.13557039818331
40,44,42,-10600320.1601247,-0.0300674331923319,-0.0617243528084433
45,49,47,16838220.4637457,0.0477610167639953,0.0980468745161344
50,54,52,-5416622.08154113,-0.0153640569440058,-0.0315403202300182
55,59,57,-15106507.4623396,-0.0428490740875905,-0.0879633239584972
60,64,62,10565624.1144773,0.0299690190860801,0.0615223220272737
65,69,67,-2354471.30674577,-0.00667837458203794,-0.0137097951212469
70,74,72,26355857.8533225,0.0747574585730296,0.153466899502451
75,79,77,27603477.9658908,0.0782962888930015,0.160731637060922
80,84,82,7119056.59210062,0.020192952216728,0.0414533857578247
85,89,87,-11655069.2104524,-0.0330591915662633,-0.0678660260337204
90,94,92,-5177488.63485555,-0.0146857633808247,-0.0301478757558367
95,99,97,-7155455.09384536,-0.0202961952794826,-0.0416653297302192
100,104,102,23298423.4547562,0.0660851540454136,0.135663837268946
105,109,107,7662716.49098262,0.0217350242902183,0.0446190500867783
110,114,112,-761512.897943094,-0.00216000439969106,-0.00443419538945953
115,119,117,9612105.51010228,0.0272643972914915,0.0559701011644311
