scan_id,flow_mm_s,stride_frames,phase,n_selected,first_selected_frame,last_selected_frame,metric,metric_label,full_median,subsample_median,error,abs_error,error_pct,abs_error_pct
flow01,1.0,10,1,48,1,491,source_mean,Sbar_V,126523022.78553356,133645352.41208102,7122329.626547456,7122329.626547456,5.629275581425495,5.629275581425495
flow01,1.0,10,1,48,1,491,q_tail,Q_T,1363099623102.999,1346636580629.5405,-16463042473.458496,16463042473.458496,-1.2077651695025455,1.2077651695025455
flow01,1.0,10,1,48,1,491,ri_tail,RI_tail,0.1200366113631912,0.1200366113631912,0.0,0.0,0.0,0.0
flow01,1.0,10,2,49,2,482,q_vessel,Q_V,2254206200871.9404,2186816645727.057,-67389555144.883545,67389555144.883545,-2.989502695841084,2.989502695841084
flow01,1.0,10,2,49,2,482,source_mean,Sbar_V,126523022.78553356,127162519.55343156,639496.7678979933,639496.7678979933,0.5054390527659068,0.5054390527659068
flow01,1.0,10,2,49,2,482,q_tail,Q_T,1363099623102.999,1361279855458.052,-1819767644.9470215,1819767644.9470215,-0.1335021750504523,0.1335021750504523
flow01,1.0,10,2,49,2,482,ri_tail,RI_tail,0.1200366113631912,0.1260561625818858,0.006019551218694588,0.006019551218694588,5.01476270475631,5.01476270475631
flow01,1.0,10,3,49,3,493,q_vessel,Q_V,2254206200871.9404,2218020176941.91,-36186023930.03027,36186023930.03027,-1.6052668081577144,1.6052668081577144
flow01,1.0,10,3,49,3,493,source_mean,Sbar_V,126523022.78553356,121790498.63506868,-4732524.1504648775,4732524.1504648775,-3.740445055985484,3.740445055985484
flow01,1.0,10,3,49,3,493,q_tail,Q_T,1363099623102.999,1368349236623.292,5249613520.292969,5249613520.292969,0.385123246409723,0.385123246409723
flow01,1.0,10,3,49,3,493,ri_tail,RI_tail,0.1200366113631912,0.1182332482434743,-0.0018033631197169053,0.0018033631197169053,-1.5023442425082487,1.5023442425082487
flow01,1.0,10,4,50,4,494,q_vessel,Q_V,2254206200871.9404,2320101095567.4995,65894894695.55908,65894894695.55908,2.9231972953525966,2.9231972953525966
flow01,1.0,10,4,50,4,494,source_mean,Sbar_V,126523022.78553356,129686504.44522727,3163481.659693703,3163481.659693703,2.5003209613921826,2.5003209613921826
flow01,1.0,10,4,50,4,494,q_tail,Q_T,1363099623102.999,1384501096687.951,21401473584.951904,21401473584.951904,1.5700593868724706,1.5700593868724706
flow01,1.0,10,4,50,4,494,ri_tail,RI_tail,0.1200366113631912,0.12352502169014765,0.0034884103269564454,0.0034884103269564454,2.9061219634080357,2.9061219634080357
flow01,1.0,10,5,49,5,495,q_vessel,Q_V,2254206200871.9404,2313259765203.856,59053564331.91553,59053564331.91553,2.6197055224616657,2.6197055224616657
flow01,1.0,10,5,49,5,495,source_mean,Sbar_V,126523022.78553356,133484577.07215182,6961554.2866182625,6961554.2866182625,5.502203577935885,5.502203577935885
flow01,1.0,10,5,49,5,495,q_tail,Q_T,1363099623102.999,1395005847001.374,31906223898.375,31906223898.375,2.340711079190438,2.340711079190438
flow01,1.0,10,5,49,5,495,ri_tail,RI_tail,0.1200366113631912,0.1144568710203488,-0.005579740342842407,0.005579740342842407,-4.648365427411103,4.648365427411103
flow01,1.0,10,6,49,6,486,q_vessel,Q_V,2254206200871.9404,2230621221717.9966,-23584979153.943848,23584979153.943848,-1.0462653835669975,1.0462653835669975
flow01,1.0,10,6,49,6,486,source_mean,Sbar_V,126523022.78553356,121494245.57075162,-5028777.21478194,5028777.21478194,-3.974594586873024,3.974594586873024
flow01,1.0,10,6,49,6,486,q_tail,Q_T,1363099623102.999,1408179269552.163,45079646449.16406,45079646449.16406,3.307142463039016,3.307142463039016
flow01,1.0,10,6,49,6,486,ri_tail,RI_tail,0.1200366113631912,0.1191871879490195,-0.0008494234141716989,0.0008494234141716989,-0.7076369488652289,0.7076369488652289
flow01,1.0,10,7,47,7,487,q_vessel,Q_V,2254206200871.9404,2151426859656.164,-102779341215.77637,102779341215.77637,-4.559447187041749,4.559447187041749
flow01,1.0,10,7,47,7,487,source_mean,Sbar_V,126523022.78553356,124663094.61078577,-1859928.1747477949,1859928.1747477949,-1.4700314091456057,1.4700314091456057
flow01,1.0,10,7,47,7,487,q_tail,Q_T,1363099623102.999,1344895829042.1782,-18203794060.8208,18203794060.8208,-1.3354705519895282,1.3354705519895282
flow01,1.0,10,7,47,7,487,ri_tail,RI_tail,0.1200366113631912,0.1245633088851949,0.0045266975220037,0.0045266975220037,3.7710973932006513,3.7710973932006513
flow01,1.0,10,8,47,8,478,q_vessel,Q_V,2254206200871.9404,2306369829459.195,52163628587.254395,52163628587.254395,2.3140575412789297,2.3140575412789297
flow01,1.0,10,8,47,8,478,source_mean,Sbar_V,126523022.78553356,128716654.76795226,2193631.982418701,2193631.982418701,1.7337808836080997,1.7337808836080997
flow01,1.0,10,8,47,8,478,q_tail,Q_T,1363099623102.999,1395857755865.422,32758132762.423096,32758132762.423096,2.4032089956749854,2.4032089956749854
flow01,1.0,10,8,47,8,478,ri_tail,RI_tail,0.1200366113631912,0.1182201068606322,-0.0018165045025590049,0.0018165045025590049,-1.513292054757245,1.513292054757245
flow01,1.0,10,9,48,9,489,q_vessel,Q_V,2254206200871.9404,2323747194599.256,69540993727.31543,69540993727.31543,3.084943768694122,3.084943768694122
flow01,1.0,10,9,48,9,489,source_mean,Sbar_V,126523022.78553356,128948177.36685771,2425154.581324145,2425154.581324145,1.916769397325396,1.916769397325396
flow01,1.0,10,9,48,9,489,q_tail,Q_T,1363099623102.999,1348753236870.4812,-14346386232.517822,14346386232.517822,-1.0524825911006634,1.0524825911006634
flow01,1.0,10,9,48,9,489,ri_tail,RI_tail,0.1200366113631912,0.11997284802338201,-6.376333980918913e-05,6.376333980918913e-05,-0.053119909905039134,0.053119909905039134
flow01,1.0,20,0,25,0,480,q_vessel,Q_V,2254206200871.9404,2172492208550.844,-81713992321.09644,81713992321.09644,-3.6249564165642423,3.6249564165642423
flow01,1.0,20,0,25,0,480,source_mean,Sbar_V,126523022.78553356,120614767.16189818,-5908255.623635381,5908255.623635381,-4.669707926319732,4.669707926319732
flow01,1.0,20,0,25,0,480,q_tail,Q_T,1363099623102.999,1379193953369.415,16094330266.416016,16094330266.416016,1.1807156273565993,1.1807156273565993
flow01,1.0,20,0,25,0,480,ri_tail,RI_tail,0.1200366113631912,0.1264202462616108,0.006383634898419602,0.006383634898419602,5.318073232761318,5.318073232761318
flow01,1.0,20,1,24,1,481,q_vessel,Q_V,2254206200871.9404,2330337933918.0605,76131733046.12012,76131733046.12012,3.3773189434343633,3.3773189434343633
flow01,1.0,20,1,24,1,481,source_mean,Sbar_V,126523022.78553356,133769277.39822105,7246254.612687483,7246254.612687483,5.727222171233177,5.727222171233177
flow01,1.0,20,1,24,1,481,q_tail,Q_T,1363099623102.999,1405323950054.5996,42224326951.600586,42224326951.600586,3.097669916119551,3.097669916119551
flow01,1.0,20,1,24,1,481,ri_tail,RI_tail,0.1200366113631912,0.1221952958916856,0.002158684528494395,0.002158684528494395,1.7983551051461522,1.7983551051461522
flow01,1.0,20,2,25,2,482,q_vessel,Q_V,2254206200871.9404,2273353278181.551,19147077309.61035,19147077309.61035,0.8493933386486182,0.8493933386486182
flow01,1.0,20,2,25,2,482,source_mean,Sbar_V,126523022.78553356,132103617.22672594,5580594.441192374,5580594.441192374,4.410734361486067,4.410734361486067
flow01,1.0,20,2,25,2,482,q_tail,Q_T,1363099623102.999,1371237560941.0337,8137937838.034668,8137937838.034668,0.59701709985872,0.59701709985872
flow01,1.0,20,2,25,2,482,ri_tail,RI_tail,0.1200366113631912,0.1188326056551204,-0.0012040057080708044,0.0012040057080708044,-1.0030320702971864,1.0030320702971864
flow01,1.0,20,3,25,3,483,q_vessel,Q_V,2254206200871.9404,2273966645332.2007,19760444460.260254,19760444460.260254,0.8766032341059481,0.8766032341059481
flow01,1.0,20,3,25,3,483,source_mean,Sbar_V,126523022.78553356,121790498.63506868,-4732524.1504648775,4732524.1504648775,-3.740445055985484,3.740445055985484
flow01,1.0,20,3,25,3,483,q_tail,Q_T,1363099623102.999,1430673811366.9983,67574188263.99927,67574188263.99927,4.95739175029419,4.95739175029419
flow01,1.0,20,3,25,3,483,ri_tail,RI_tail,0.1200366113631912,0.1173747408342945,-0.002661870528896701,0.002661870528896701,-2.217548878352421,2.217548878352421
flow01,1.0,20,4,25,4,484,q_vessel,Q_V,2254206200871.9404,2746561724762.2056,492355523890.26514,492355523890.26514,21.84163647938769,21.84163647938769
flow01,1.0,20,4,25,4,484,source_mean,Sbar_V,126523022.78553356,139915521.01156333,13392498.226029769,13392498.226029769,10.585028662120333,10.585028662120333
flow01,1.0,20,4,25,4,484,q_tail,Q_T,1363099623102.999,1415953516408.975,52853893305.976074,52853893305.976074,3.8774783889718902,3.8774783889718902
flow01,1.0,20,4,25,4,484,ri_tail,RI_tail,0.1200366113631912,0.111802507141848,-0.0082341042213432,0.0082341042213432,-6.859660671717494,6.859660671717494
flow01,1.0,20,5,24,5,485,q_vessel,Q_V,2254206200871.9404,2458672436213.4014,204466235341.46094,204466235341.46094,9.070431767172504,9.070431767172504
flow01,1.0,20,5,24,5,485,source_mean,Sbar_V,126523022.78553356,144166815.5609603,17643792.77542673,17643792.77542673,13.945124284087287,13.945124284087287
flow01,1.0,20,5,24,5,485,q_tail,Q_T,1363099623102.999,1394764131386.069,31664508283.07007,31664508283.07007,2.3229782876021985,2.3229782876021985
flow01,1.0,20,5,24,5,485,ri_tail,RI_tail,0.1200366113631912,0.10663428034827391,-0.013402331014917293,0.013402331014917293,-11.165202734994125,11.165202734994125
flow01,1.0,20,6,25,6,486,q_vessel,Q_V,2254206200871.9404,2259492073624.9893,5285872753.048828,5285872753.048828,0.23448931827994354,0.23448931827994354
flow01,1.0,20,6,25,6,486,source_mean,Sbar_V,126523022.78553356,121497684.72283208,-5025338.062701479,5025338.062701479,-3.9718763842844793,3.9718763842844793
flow01,1.0,20,6,25,6,486,q_tail,Q_T,1363099623102.999,1423938933014.806,60839309911.806885,60839309911.806885,4.463306194253839,4.463306194253839
flow01,1.0,20,6,25,6,486,ri_tail,RI_tail,0.1200366113631912,0.1217589033286793,0.001722291965488093,0.001722291965488093,1.4348055530133266,1.4348055530133266
flow01,1.0,20,7,25,7,487,q_vessel,Q_V,2254206200871.9404,2198818647161.9297,-55387553710.01074,55387553710.01074,-2.4570757408344677,2.4570757408344677
flow01,1.0,20,7,25,7,487,source_mean,Sbar_V,126523022.78553356,122977337.9389788,-3545684.846554756,3545684.846554756,-2.8024028896029223,2.8024028896029223
flow01,1.0,20,7,25,7,487,q_tail,Q_T,1363099623102.999,1380572118313.0842,17472495210.085205,17472495210.085205,1.2818208525588406,1.2818208525588406
flow01,1.0,20,7,25,7,487,ri_tail,RI_tail,0.1200366113631912,0.1248408513941849,0.004804240030993695,0.004804240030993695,4.002312274925563,4.002312274925563
flow01,1.0,20,8,23,8,468,q_vessel,Q_V,2254206200871.9404,2286580810141.197,32374609269.256348,32374609269.256348,1.4361866832206236,1.4361866832206236
flow01,1.0,20,8,23,8,468,source_mean,Sbar_V,126523022.78553356,120288373.11474995,-6234649.670783609,6234649.670783609,-4.927679985445676,4.927679985445676
flow01,1.0,20,8,23,8,468,q_tail,Q_T,1363099623102.999,1411200667433.3572,48101044330.358154,48101044330.358154,3.528798887117257,3.528798887117257
flow01,1.0,20,8,23,8,468,ri_tail,RI_tail,0.1200366113631912,0.1217470342409778,0.0017104228777865965,0.0017104228777865965,1.4249176633380802,1.4249176633380802
flow01,1.0,20,9,24,9,489,q_vessel,Q_V,2254206200871.9404,2245055271950.3643,-9150928921.576172,9150928921.576172,-0.40594906171567346,0.40594906171567346
flow01,1.0,20,9,24,9,489,source_mean,Sbar_V,126523022.78553356,129467488.36245598,2944465.5769224167,2944465.5769224167,2.3272172226816905,2.3272172226816905
flow01,1.0,20,9,24,9,489,q_tail,Q_T,1363099623102.999,1384622339336.5327,21522716233.53369,21522716233.53369,1.5789540154474377,1.5789540154474377
flow01,1.0,20,9,24,9,489,ri_tail,RI_tail,0.1200366113631912,0.12247441793605116,0.0024378065728599546,0.0024378065728599546,2.030885864883303,2.030885864883303
flow01,1.0,20,10,25,10,490,q_vessel,Q_V,2254206200871.9404,2289558711505.561,35352510633.620605,35352510633.620605,1.5682908963672464,1.5682908963672464
flow01,1.0,20,10,25,10,490,source_mean,Sbar_V,126523022.78553356,124554842.85590112,-1968179.9296324402,1968179.9296324402,-1.5555903473541408,1.5555903473541408
flow01,1.0,20,10,25,10,490,q_tail,Q_T,1363099623102.999,1284272930892.378,-78826692210.6211,78826692210.6211,-5.78290030123974,5.78290030123974
flow01,1.0,20,10,25,10,490,ri_tail,RI_tail,0.1200366113631912,0.1149353053388413,-0.005101306024349897,0.005101306024349897,-4.24979176471004,4.24979176471004
flow01,1.0,20,11,24,11,491,q_vessel,Q_V,2254206200871.9404,2317319380897.017,63113180025.07666,63113180025.07666,2.7997962209785467,2.7997962209785467
flow01,1.0,20,11,24,11,491,source_mean,Sbar_V,126523022.78553356,130914788.31562614,4391765.530092582,4391765.530092582,3.471119669292891,3.471119669292891
flow01,1.0,20,11,24,11,491,q_tail,Q_T,1363099623102.999,1332958780191.2852,-30140842911.713867,30140842911.713867,-2.2111988295543936,2.2111988295543936
flow01,1.0,20,11,24,11,491,ri_tail,RI_tail,0.1200366113631912,0.1181839163550038,-0.0018526950081873966,0.0018526950081873966,-1.5434416109779645,1.5434416109779645
flow01,1.0,20,12,24,12,472,q_vessel,Q_V,2254206200871.9404,2141355691328.713,-112850509543.22754,112850509543.22754,-5.0062194620694545,5.0062194620694545
flow01,1.0,20,12,24,12,472,source_mean,Sbar_V,126523022.78553356,120973278.10056216,-5549744.684971407,5549744.684971407,-4.386351640032074,4.386351640032074
flow01,1.0,20,12,24,12,472,q_tail,Q_T,1363099623102.999,1346285983288.317,-16813639814.682129,16813639814.682129,-1.2334857650688127,1.2334857650688127
flow01,1.0,20,12,24,12,472,ri_tail,RI_tail,0.1200366113631912,0.13242778391439955,0.012391172551208349,0.012391172551208349,10.322827686060503,10.322827686060503
flow01,1.0,20,13,24,13,493,q_vessel,Q_V,2254206200871.9404,2181705452527.809,-72500748344.13135,72500748344.13135,-3.2162429646448327,3.2162429646448327
flow01,1.0,20,13,24,13,493,source_mean,Sbar_V,126523022.78553356,121737070.43303016,-4785952.352503404,4785952.352503404,-3.782673103389229,3.782673103389229
flow01,1.0,20,13,24,13,493,q_tail,Q_T,1363099623102.999,1273934594018.0107,-89165029084.98828,89165029084.98828,-6.541343535992656,6.541343535992656
flow01,1.0,20,13,24,13,493,ri_tail,RI_tail,0.1200366113631912,0.120288060250373,0.0002514488871818016,0.0002514488871818016,0.20947682904926412,0.20947682904926412
flow01,1.0,20,14,25,14,494,q_vessel,Q_V,2254206200871.9404,1968304150231.3884,-285902050640.552,285902050640.552,-12.683047829873033,12.683047829873033
flow01,1.0,20,14,25,14,494,source_mean,Sbar_V,126523022.78553356,118585394.20010862,-7937628.585424945,7937628.585424945,-6.2736634097652315,6.2736634097652315
flow01,1.0,20,14,25,14,494,q_tail,Q_T,1363099623102.999,1351377590323.8538,-11722032779.145264,11722032779.145264,-0.8599542234822788,0.8599542234822788
flow01,1.0,20,14,25,14,494,ri_tail,RI_tail,0.1200366113631912,0.13647219021887,0.016435578855678798,0.016435578855678798,13.692138314326582,13.692138314326582
flow01,1.0,20,15,25,15,495,q_vessel,Q_V,2254206200871.9404,2164152125205.8088,-90054075666.13159,90054075666.13159,-3.9949351408623643,3.9949351408623643
flow01,1.0,20,15,25,15,495,source_mean,Sbar_V,126523022.78553356,117913594.89185914,-8609427.893674418,8609427.893674418,-6.804633420960922,6.804633420960922
flow01,1.0,20,15,25,15,495,q_tail,Q_T,1363099623102.999,1395005847001.374,31906223898.375,31906223898.375,2.340711079190438,2.340711079190438
flow01,1.0,20,15,25,15,495,ri_tail,RI_tail,0.1200366113631912,0.1193542635940511,-0.0006823477691400986,0.0006823477691400986,-0.5684497099601882,0.5684497099601882
flow01,1.0,20,16,24,16,476,q_vessel,Q_V,2254206200871.9404,2224939535684.9966,-29266665186.943848,29266665186.943848,-1.298313578217615,1.298313578217615
flow01,1.0,20,16,24,16,476,source_mean,Sbar_V,126523022.78553356,119048472.88625789,-7474549.899275675,7474549.899275675,-5.907659914153033,5.907659914153033
flow01,1.0,20,16,24,16,476,q_tail,Q_T,1363099623102.999,1327463716421.0103,-35635906681.98877,35635906681.98877,-2.614328848603609,2.614328848603609
flow01,1.0,20,16,24,16,476,ri_tail,RI_tail,0.1200366113631912,0.11882399076300751,-0.001212620600183692,0.001212620600183692,-1.0102089574277484,1.0102089574277484
flow01,1.0,20,17,22,17,477,q_vessel,Q_V,2254206200871.9404,2048481971882.9734,-205724228988.96704,205724228988.96704,-9.126238270012374,9.126238270012374
flow01,1.0,20,17,22,17,477,source_mean,Sbar_V,126523022.78553356,128620568.6091289,2097545.823595345,2097545.823595345,1.6578372674124688,1.6578372674124688
flow01,1.0,20,17,22,17,477,q_tail,Q_T,1363099623102.999,1292012940870.1155,-71086682232.88354,71086682232.88354,-5.215076068399152,5.215076068399152
flow01,1.0,20,17,22,17,477,ri_tail,RI_tail,0.1200366113631912,0.12357530916371325,0.003538697800522045,0.003538697800522045,2.948015409911158,2.948015409911158
flow01,1.0,20,18,24,18,478,q_vessel,Q_V,2254206200871.9404,2343083030166.5635,88876829294.62305,88876829294.62305,3.942710709439312,3.942710709439312
flow01,1.0,20,18,24,18,478,source_mean,Sbar_V,126523022.78553356,134429440.51391414,7906417.728380576,7906417.728380576,6.248995285057782,6.248995285057782
flow01,1.0,20,18,24,18,478,q_tail,Q_T,1363099623102.999,1362532195975.8545,-567427127.1445312,567427127.1445312,-0.041627707727834584,0.041627707727834584
flow01,1.0,20,18,24,18,478,ri_tail,RI_tail,0.1200366113631912,0.1164662892271579,-0.0035703221360332965,0.0035703221360332965,-2.9743609849420682,2.9743609849420682
flow01,1.0,20,19,24,19,479,q_vessel,Q_V,2254206200871.9404,2431297456278.968,177091255407.02734,177091255407.02734,7.856036210819019,7.856036210819019
flow01,1.0,20,19,24,19,479,source_mean,Sbar_V,126523022.78553356,125806242.99979013,-716779.7857434303,716779.7857434303,-0.5665212306525652,0.5665212306525652
flow01,1.0,20,19,24,19,479,q_tail,Q_T,1363099623102.999,1332459573072.5417,-30640050030.457275,30640050030.457275,-2.2478217667397917,2.2478217667397917
flow01,1.0,20,19,24,19,479,ri_tail,RI_tail,0.1200366113631912,0.11230132172588515,-0.007735289637306048,0.007735289637306048,-6.444108634407891,6.444108634407891
flow01,1.0,25,0,20,0,475,q_vessel,Q_V,2254206200871.9404,2247890437570.9756,-6315763300.964844,6315763300.964844,-0.2801768222677175,0.2801768222677175
flow01,1.0,25,0,20,0,475,source_mean,Sbar_V,126523022.78553356,122731750.2620313,-3791272.5235022604,3791272.5235022604,-2.99650801888346,2.99650801888346
flow01,1.0,25,0,20,0,475,q_tail,Q_T,1363099623102.999,1370149883841.2056,7050260738.206543,7050260738.206543,0.5172227046880937,0.5172227046880937
flow01,1.0,25,0,20,0,475,ri_tail,RI_tail,0.1200366113631912,0.11887826740417885,-0.0011583439590123479,0.0011583439590123479,-0.9649922185053867,0.9649922185053867
flow01,1.0,25,1,20,1,476,q_vessel,Q_V,2254206200871.9404,2045812921944.987,-208393278926.95337,208393278926.95337,-9.244641366275436,9.244641366275436
flow01,1.0,25,1,20,1,476,source_mean,Sbar_V,126523022.78553356,117926624.0854488,-8596398.70008476,8596398.70008476,-6.794335537379888,6.794335537379888
flow01,1.0,25,1,20,1,476,q_tail,Q_T,1363099623102.999,1300706067636.9912,-62393555466.00781,62393555466.00781,-4.577329082079367,4.577329082079367
flow01,1.0,25,1,20,1,476,ri_tail,RI_tail,0.1200366113631912,0.125369462374424,0.005332851011232806,0.005332851011232806,4.442687069112071,4.442687069112071
flow01,1.0,25,2,20,2,477,q_vessel,Q_V,2254206200871.9404,2337991836437.054,83785635565.11377,83785635565.11377,3.7168576473929043,3.7168576473929043
flow01,1.0,25,2,20,2,477,source_mean,Sbar_V,126523022.78553356,123166945.51055276,-3356077.2749807984,3356077.2749807984,-2.652542755534392,2.652542755534392
flow01,1.0,25,2,20,2,477,q_tail,Q_T,1363099623102.999,1443624789721.1528,80525166618.15381,80525166618.15381,5.9075041364067005,5.9075041364067005
flow01,1.0,25,2,20,2,477,ri_tail,RI_tail,0.1200366113631912,0.12651961986233265,0.006483008499141449,0.006483008499141449,5.400859309103623,5.400859309103623
flow01,1.0,25,3,19,3,478,q_vessel,Q_V,2254206200871.9404,2305227437449.488,51021236577.54736,51021236577.54736,2.263379302115842,2.263379302115842
flow01,1.0,25,3,19,3,478,source_mean,Sbar_V,126523022.78553356,128959821.6390024,2436798.8534688354,2436798.8534688354,1.9259726805605968,1.9259726805605968
flow01,1.0,25,3,19,3,478,q_tail,Q_T,1363099623102.999,1384248224046.074,21148600943.07495,21148600943.07495,1.5515080911644352,1.5515080911644352
flow01,1.0,25,3,19,3,478,ri_tail,RI_tail,0.1200366113631912,0.1185538592511186,-0.001482752112072605,0.001482752112072605,-1.2352498918736436,1.2352498918736436
flow01,1.0,25,4,19,4,479,q_vessel,Q_V,2254206200871.9404,2381644225177.029,127438024305.08838,127438024305.08838,5.653343702798555,5.653343702798555
flow01,1.0,25,4,19,4,479,source_mean,Sbar_V,126523022.78553356,133276884.8860036,6753862.100470036,6753862.100470036,5.338049907263409,5.338049907263409
flow01,1.0,25,4,19,4,479,q_tail,Q_T,1363099623102.999,1253189122189.595,-109910500913.40405,109910500913.40405,-8.063277184627243,8.063277184627243
flow01,1.0,25,4,19,4,479,ri_tail,RI_tail,0.1200366113631912,0.123466218432751,0.0034296070695598035,0.0034296070695598035,2.857134194819065,2.857134194819065
flow01,1.0,25,5,20,5,480,q_vessel,Q_V,2254206200871.9404,2472019170905.8916,217812970033.95117,217812970033.95117,9.662513125449651,9.662513125449651
