scan_id,flow_mm_s,stride_frames,phase,n_selected,first_selected_frame,last_selected_frame,metric,metric_label,full_median,subsample_median,error,abs_error,error_pct,abs_error_pct
flow03,3.0,20,2,24,2,482,q_tail,Q_T,1321717384937.328,1285438049413.4336,-36279335523.89429,36279335523.89429,-2.7448633071898763,2.7448633071898763
flow03,3.0,20,2,24,2,482,ri_tail,RI_tail,0.11468684369855794,0.10529967175171355,-0.009387171946844394,0.009387171946844394,-8.185046901733182,8.185046901733182
flow03,3.0,20,3,24,3,483,q_vessel,Q_V,2290347428561.3306,2210218020093.0244,-80129408468.30615,80129408468.30615,-3.498570019075185,3.498570019075185
flow03,3.0,20,3,24,3,483,source_mean,Sbar_V,131772029.85389292,138691747.63956392,6919717.785670996,6919717.785670996,5.251279648149525,5.251279648149525
flow03,3.0,20,3,24,3,483,q_tail,Q_T,1321717384937.328,1347185992194.901,25468607257.572998,25468607257.572998,1.926932909245243,1.926932909245243
flow03,3.0,20,3,24,3,483,ri_tail,RI_tail,0.11468684369855794,0.11579617112728904,0.0011093274287310995,0.0011093274287310995,0.9672665084818687,0.9672665084818687
flow03,3.0,20,4,24,4,484,q_vessel,Q_V,2290347428561.3306,2570408277879.6953,280060849318.36475,280060849318.36475,12.227876252568523,12.227876252568523
flow03,3.0,20,4,24,4,484,source_mean,Sbar_V,131772029.85389292,131786969.19562101,14939.34172809124,14939.34172809124,0.011337263108609455,0.011337263108609455
flow03,3.0,20,4,24,4,484,q_tail,Q_T,1321717384937.328,1379772900597.1113,58055515659.78345,58055515659.78345,4.392430357760353,4.392430357760353
flow03,3.0,20,4,24,4,484,ri_tail,RI_tail,0.11468684369855794,0.1059955107250592,-0.00869133297349875,0.00869133297349875,-7.578317349410177,7.578317349410177
flow03,3.0,20,5,24,5,485,q_vessel,Q_V,2290347428561.3306,2363372644492.6133,73025215931.28271,73025215931.28271,3.1883903298091814,3.1883903298091814
flow03,3.0,20,5,24,5,485,source_mean,Sbar_V,131772029.85389292,127303611.40198702,-4468418.451905906,4468418.451905906,-3.3910219466607816,3.3910219466607816
flow03,3.0,20,5,24,5,485,q_tail,Q_T,1321717384937.328,1366165361416.4287,44447976479.10083,44447976479.10083,3.3628956527047897,3.3628956527047897
flow03,3.0,20,5,24,5,485,ri_tail,RI_tail,0.11468684369855794,0.11827272706198655,0.0035858833634286047,0.0035858833634286047,3.126673686175996,3.126673686175996
flow03,3.0,20,6,23,6,486,q_vessel,Q_V,2290347428561.3306,2502566215495.2656,212218786933.93506,212218786933.93506,9.265790171722513,9.265790171722513
flow03,3.0,20,6,23,6,486,source_mean,Sbar_V,131772029.85389292,137448773.2194643,5676743.36557138,5676743.36557138,4.30800327798371,4.30800327798371
flow03,3.0,20,6,23,6,486,q_tail,Q_T,1321717384937.328,1408823173469.474,87105788532.14624,87105788532.14624,6.590349005379585,6.590349005379585
flow03,3.0,20,6,23,6,486,ri_tail,RI_tail,0.11468684369855794,0.1052985938674389,-0.00938824983111905,0.00938824983111905,-8.185986751710647,8.185986751710647
flow03,3.0,20,7,23,7,487,q_vessel,Q_V,2290347428561.3306,2492697006915.5083,202349578354.17773,202349578354.17773,8.834885739640058,8.834885739640058
flow03,3.0,20,7,23,7,487,source_mean,Sbar_V,131772029.85389292,136034084.78629047,4262054.932397544,4262054.932397544,3.234415480374139,3.234415480374139
flow03,3.0,20,7,23,7,487,q_tail,Q_T,1321717384937.328,1374757369717.4998,53039984780.171875,53039984780.171875,4.012959607298113,4.012959607298113
flow03,3.0,20,7,23,7,487,ri_tail,RI_tail,0.11468684369855794,0.1129894764938057,-0.0016973672047522481,0.0016973672047522481,-1.4800016723919927,1.4800016723919927
flow03,3.0,20,8,23,8,488,q_vessel,Q_V,2290347428561.3306,2394261064517.618,103913635956.2876,103913635956.2876,4.537025023385224,4.537025023385224
flow03,3.0,20,8,23,8,488,source_mean,Sbar_V,131772029.85389292,123432261.74916738,-8339768.10472554,8339768.10472554,-6.3289365079771205,6.3289365079771205
flow03,3.0,20,8,23,8,488,q_tail,Q_T,1321717384937.328,1409229911735.995,87512526798.66724,87512526798.66724,6.621122472624269,6.621122472624269
flow03,3.0,20,8,23,8,488,ri_tail,RI_tail,0.11468684369855794,0.1262506408537366,0.011563797155178662,0.011563797155178662,10.082932603475305,10.082932603475305
flow03,3.0,20,9,23,9,489,q_vessel,Q_V,2290347428561.3306,2424464418075.6704,134116989514.33984,134116989514.33984,5.855748688686271,5.855748688686271
flow03,3.0,20,9,23,9,489,source_mean,Sbar_V,131772029.85389292,140963543.6417244,9191513.787831485,9191513.787831485,6.975314714376726,6.975314714376726
flow03,3.0,20,9,23,9,489,q_tail,Q_T,1321717384937.328,1374923524567.698,53206139630.37012,53206139630.37012,4.0255307402870395,4.0255307402870395
flow03,3.0,20,9,23,9,489,ri_tail,RI_tail,0.11468684369855794,0.1110925333755787,-0.003594310322979244,0.003594310322979244,-3.134021485870256,3.134021485870256
flow03,3.0,20,10,23,10,490,q_vessel,Q_V,2290347428561.3306,2478502756662.3086,188155328100.97803,188155328100.97803,8.215143508562228,8.215143508562228
flow03,3.0,20,10,23,10,490,source_mean,Sbar_V,131772029.85389292,131195579.46217269,-576450.3917202353,576450.3917202353,-0.43746035661695115,0.43746035661695115
flow03,3.0,20,10,23,10,490,q_tail,Q_T,1321717384937.328,1346854710436.2986,25137325498.970703,25137325498.970703,1.9018684164589879,1.9018684164589879
flow03,3.0,20,10,23,10,490,ri_tail,RI_tail,0.11468684369855794,0.1093548549445297,-0.0053319887540282385,0.0053319887540282385,-4.649172112577096,4.649172112577096
flow03,3.0,20,11,23,11,491,q_vessel,Q_V,2290347428561.3306,2405968570728.7925,115621142167.46191,115621142167.46191,5.048192284088913,5.048192284088913
flow03,3.0,20,11,23,11,491,source_mean,Sbar_V,131772029.85389292,135061989.29717967,3289959.4432867467,3289959.4432867467,2.4967054441937413,2.4967054441937413
flow03,3.0,20,11,23,11,491,q_tail,Q_T,1321717384937.328,1308129465646.8706,-13587919290.457275,13587919290.457275,-1.0280502810441263,1.0280502810441263
flow03,3.0,20,11,23,11,491,ri_tail,RI_tail,0.11468684369855794,0.1102100985971897,-0.0044767451013682374,0.0044767451013682374,-3.9034513087960474,3.9034513087960474
flow03,3.0,20,12,22,12,492,q_vessel,Q_V,2290347428561.3306,2381216252573.144,90868824011.81348,90868824011.81348,3.9674689908898335,3.9674689908898335
flow03,3.0,20,12,22,12,492,source_mean,Sbar_V,131772029.85389292,139848529.53527808,8076499.6813851595,8076499.6813851595,6.129145684664853,6.129145684664853
flow03,3.0,20,12,22,12,492,q_tail,Q_T,1321717384937.328,1300899229189.5378,-20818155747.79004,20818155747.79004,-1.5750837497516292,1.5750837497516292
flow03,3.0,20,12,22,12,492,ri_tail,RI_tail,0.11468684369855794,0.11466253000030299,-2.4313698254951888e-05,2.4313698254951888e-05,-0.02120007619954895,0.02120007619954895
flow03,3.0,20,13,25,13,493,q_vessel,Q_V,2290347428561.3306,2229997825624.332,-60349602936.998535,60349602936.998535,-2.6349540765920745,2.6349540765920745
flow03,3.0,20,13,25,13,493,source_mean,Sbar_V,131772029.85389292,136898511.19024828,5126481.336355358,5126481.336355358,3.8904169132398834,3.8904169132398834
flow03,3.0,20,13,25,13,493,q_tail,Q_T,1321717384937.328,1287681334238.365,-34036050698.96289,34036050698.96289,-2.575138307693273,2.575138307693273
flow03,3.0,20,13,25,13,493,ri_tail,RI_tail,0.11468684369855794,0.1142657551253547,-0.00042108857320324877,0.00042108857320324877,-0.3671637998077921,0.3671637998077921
flow03,3.0,20,14,24,34,494,q_vessel,Q_V,2290347428561.3306,2054047910505.7793,-236299518055.55127,236299518055.55127,-10.317190968882024,10.317190968882024
flow03,3.0,20,14,24,34,494,source_mean,Sbar_V,131772029.85389292,119747538.67884275,-12024491.17505017,12024491.17505017,-9.12522269588073,9.12522269588073
flow03,3.0,20,14,24,34,494,q_tail,Q_T,1321717384937.328,1272945393321.941,-48771991615.38696,48771991615.38696,-3.69004691707975,3.69004691707975
flow03,3.0,20,14,24,34,494,ri_tail,RI_tail,0.11468684369855794,0.12435186846471871,0.009665024766160768,0.009665024766160768,8.42731777636522,8.42731777636522
flow03,3.0,20,15,23,35,495,q_vessel,Q_V,2290347428561.3306,2173114526060.9104,-117232902500.42017,117232902500.42017,-5.118564154874066,5.118564154874066
flow03,3.0,20,15,23,35,495,source_mean,Sbar_V,131772029.85389292,122609299.23104548,-9162730.622847438,9162730.622847438,-6.953471562217682,6.953471562217682
flow03,3.0,20,15,23,35,495,q_tail,Q_T,1321717384937.328,1145033555201.6697,-176683829735.6582,176683829735.6582,-13.367746520489026,13.367746520489026
flow03,3.0,20,15,23,35,495,ri_tail,RI_tail,0.11468684369855794,0.1156955975945365,0.0010087538959785564,0.0010087538959785564,0.8795724631065422,0.8795724631065422
flow03,3.0,20,16,23,36,496,q_vessel,Q_V,2290347428561.3306,2172074632986.48,-118272795574.85059,118272795574.85059,-5.163967444412703,5.163967444412703
flow03,3.0,20,16,23,36,496,source_mean,Sbar_V,131772029.85389292,125403585.63037217,-6368444.223520756,6368444.223520756,-4.8329256448291815,4.8329256448291815
flow03,3.0,20,16,23,36,496,q_tail,Q_T,1321717384937.328,1227616677279.267,-94100707658.06079,94100707658.06079,-7.119578567283714,7.119578567283714
flow03,3.0,20,16,23,36,496,ri_tail,RI_tail,0.11468684369855794,0.1185672003859979,0.0038803566874399537,0.0038803566874399537,3.3834366369337485,3.3834366369337485
flow03,3.0,20,17,23,37,497,q_vessel,Q_V,2290347428561.3306,2243728332568.384,-46619095992.94678,46619095992.94678,-2.0354595731456477,2.0354595731456477
flow03,3.0,20,17,23,37,497,source_mean,Sbar_V,131772029.85389292,131380011.7973962,-392018.0564967245,392018.0564967245,-0.29749716759420713,0.29749716759420713
flow03,3.0,20,17,23,37,497,q_tail,Q_T,1321717384937.328,1225770875050.5254,-95946509886.80249,95946509886.80249,-7.259230375588349,7.259230375588349
flow03,3.0,20,17,23,37,497,ri_tail,RI_tail,0.11468684369855794,0.1059469413537759,-0.008739902344782044,0.008739902344782044,-7.62066690731671,7.62066690731671
flow03,3.0,20,18,23,38,498,q_vessel,Q_V,2290347428561.3306,2219847646332.9326,-70499782228.39795,70499782228.39795,-3.078126110879257,3.078126110879257
flow03,3.0,20,18,23,38,498,source_mean,Sbar_V,131772029.85389292,123025785.50798392,-8746244.345909,8746244.345909,-6.637405795149941,6.637405795149941
flow03,3.0,20,18,23,38,498,q_tail,Q_T,1321717384937.328,1253485268784.8994,-68232116152.42847,68232116152.42847,-5.16238319401873,5.16238319401873
flow03,3.0,20,18,23,38,498,ri_tail,RI_tail,0.11468684369855794,0.1188076448229486,0.004120801124390658,0.004120801124390658,3.593089661811377,3.593089661811377
flow03,3.0,20,19,23,39,499,q_vessel,Q_V,2290347428561.3306,2247018765989.0986,-43328662572.23193,43328662572.23193,-1.8917943204559406,1.8917943204559406
flow03,3.0,20,19,23,39,499,source_mean,Sbar_V,131772029.85389292,118841750.80060944,-12930279.053283483,12930279.053283483,-9.81261278863231,9.81261278863231
flow03,3.0,20,19,23,39,499,q_tail,Q_T,1321717384937.328,1210535351217.09,-111182033720.2378,111182033720.2378,-8.41193699858232,8.41193699858232
flow03,3.0,20,19,23,39,499,ri_tail,RI_tail,0.11468684369855794,0.1150144950702491,0.0003276513716911622,0.0003276513716911622,0.2856922042011712,0.2856922042011712
flow03,3.0,25,0,19,0,475,q_vessel,Q_V,2290347428561.3306,2096064048485.028,-194283380076.3025,194283380076.3025,-8.482703438505858,8.482703438505858
flow03,3.0,25,0,19,0,475,source_mean,Sbar_V,131772029.85389292,129094935.79899968,-2677094.0548932403,2677094.0548932403,-2.0316102422202698,2.0316102422202698
flow03,3.0,25,0,19,0,475,q_tail,Q_T,1321717384937.328,1321141545291.5146,-575839645.8132324,575839645.8132324,-0.04356753208936093,0.04356753208936093
flow03,3.0,25,0,19,0,475,ri_tail,RI_tail,0.11468684369855794,0.1229860220955495,0.008299178396991555,0.008299178396991555,7.236382246951582,7.236382246951582
flow03,3.0,25,1,19,1,476,q_vessel,Q_V,2290347428561.3306,2505076842357.854,214729413796.52344,214729413796.52344,9.375407901822326,9.375407901822326
flow03,3.0,25,1,19,1,476,source_mean,Sbar_V,131772029.85389292,146540297.67348826,14768267.819595337,14768267.819595337,11.207437447818172,11.207437447818172
flow03,3.0,25,1,19,1,476,q_tail,Q_T,1321717384937.328,1294735210327.5452,-26982174609.782715,26982174609.782715,-2.0414481126812243,2.0414481126812243
flow03,3.0,25,1,19,1,476,ri_tail,RI_tail,0.11468684369855794,0.1071611209006383,-0.007525722797919646,0.007525722797919646,-6.5619756854589175,6.5619756854589175
flow03,3.0,25,2,18,2,477,q_vessel,Q_V,2290347428561.3306,2416100093334.107,125752664772.77637,125752664772.77637,5.490549739511233,5.490549739511233
flow03,3.0,25,2,18,2,477,source_mean,Sbar_V,131772029.85389292,134747369.89199215,2975340.0380992293,2975340.0380992293,2.2579450596596615,2.2579450596596615
flow03,3.0,25,2,18,2,477,q_tail,Q_T,1321717384937.328,1242288978885.4395,-79428406051.88843,79428406051.88843,-6.0094848533489404,6.0094848533489404
flow03,3.0,25,2,18,2,477,ri_tail,RI_tail,0.11468684369855794,0.11149265933169461,-0.003194184366863334,0.003194184366863334,-2.7851358219072666,2.7851358219072666
flow03,3.0,25,3,19,3,478,q_vessel,Q_V,2290347428561.3306,2244614339783.021,-45733088778.30957,45733088778.30957,-1.9967751707886765,1.9967751707886765
flow03,3.0,25,3,19,3,478,source_mean,Sbar_V,131772029.85389292,125540970.88413136,-6231058.969761565,6231058.969761565,-4.7286658456050805,4.7286658456050805
flow03,3.0,25,3,19,3,478,q_tail,Q_T,1321717384937.328,1329035366832.463,7317981895.13501,7317981895.13501,0.5536722130262369,0.5536722130262369
flow03,3.0,25,3,19,3,478,ri_tail,RI_tail,0.11468684369855794,0.1188076448229486,0.004120801124390658,0.004120801124390658,3.593089661811377,3.593089661811377
flow03,3.0,25,4,19,4,479,q_vessel,Q_V,2290347428561.3306,2520409642329.764,230062213768.4336,230062213768.4336,10.044860919329865,10.044860919329865
flow03,3.0,25,4,19,4,479,source_mean,Sbar_V,131772029.85389292,136029429.96021175,4257400.106318831,4257400.106318831,3.230882996216557,3.230882996216557
flow03,3.0,25,4,19,4,479,q_tail,Q_T,1321717384937.328,1353082422078.021,31365037140.693115,31365037140.693115,2.3730517202949826,2.3730517202949826
flow03,3.0,25,4,19,4,479,ri_tail,RI_tail,0.11468684369855794,0.1251278795259387,0.010441035827380762,0.010441035827380762,9.103952546487289,9.103952546487289
flow03,3.0,25,5,18,5,480,q_vessel,Q_V,2290347428561.3306,2215532443399.5693,-74814985161.76123,74814985161.76123,-3.266534335742934,3.266534335742934
flow03,3.0,25,5,18,5,480,source_mean,Sbar_V,131772029.85389292,124789104.97472197,-6982924.879170954,6982924.879170954,-5.299246651139494,5.299246651139494
flow03,3.0,25,5,18,5,480,q_tail,Q_T,1321717384937.328,1349923010293.3857,28205625356.05786,28205625356.05786,2.134013343358973,2.134013343358973
flow03,3.0,25,5,18,5,480,ri_tail,RI_tail,0.11468684369855794,0.12490387709041564,0.0102170333918577,0.0102170333918577,8.908635953668822,8.908635953668822
flow03,3.0,25,6,18,6,481,q_vessel,Q_V,2290347428561.3306,2152984371009.4314,-137363057551.89917,137363057551.89917,-5.9974768822817,5.9974768822817
flow03,3.0,25,6,18,6,481,source_mean,Sbar_V,131772029.85389292,133586167.14566308,1814137.2917701602,1814137.2917701602,1.3767240997817607,1.3767240997817607
flow03,3.0,25,6,18,6,481,q_tail,Q_T,1321717384937.328,1139718710210.8213,-181998674726.5066,181998674726.5066,-13.76986311904617,13.76986311904617
flow03,3.0,25,6,18,6,481,ri_tail,RI_tail,0.11468684369855794,0.10870916255885625,-0.005977681139701693,0.005977681139701693,-5.212176869574845,5.212176869574845
flow03,3.0,25,7,18,7,482,q_vessel,Q_V,2290347428561.3306,2073339660288.0205,-217007768273.31006,217007768273.31006,-9.474884271580681,9.474884271580681
flow03,3.0,25,7,18,7,482,source_mean,Sbar_V,131772029.85389292,129752701.37129146,-2019328.4826014638,2019328.4826014638,-1.5324409017911225,1.5324409017911225
flow03,3.0,25,7,18,7,482,q_tail,Q_T,1321717384937.328,1071486286711.8237,-250231098225.50415,250231098225.50415,-18.932269566641843,18.932269566641843
flow03,3.0,25,7,18,7,482,ri_tail,RI_tail,0.11468684369855794,0.1004298721269376,-0.014256971571620342,0.014256971571620342,-12.431218012323418,12.431218012323418
flow03,3.0,25,8,19,8,483,q_vessel,Q_V,2290347428561.3306,2238795317669.5435,-51552110891.78711,51552110891.78711,-2.2508423939930062,2.2508423939930062
flow03,3.0,25,8,19,8,483,source_mean,Sbar_V,131772029.85389292,122822314.00218536,-8949715.851707563,8949715.851707563,-6.791817551593376,6.791817551593376
flow03,3.0,25,8,19,8,483,q_tail,Q_T,1321717384937.328,1306283983799.7317,-15433401137.596191,15433401137.596191,-1.1676778495523836,1.1676778495523836
flow03,3.0,25,8,19,8,483,ri_tail,RI_tail,0.11468684369855794,0.1103088498401968,-0.004377993858361143,0.004377993858361143,-3.8173461900026036,3.8173461900026036
flow03,3.0,25,9,19,9,484,q_vessel,Q_V,2290347428561.3306,2157339090725.9907,-133008337835.33984,133008337835.33984,-5.807343295461873,5.807343295461873
flow03,3.0,25,9,19,9,484,source_mean,Sbar_V,131772029.85389292,126471349.57369636,-5300680.280196562,5300680.280196562,-4.022614120822064,4.022614120822064
flow03,3.0,25,9,19,9,484,q_tail,Q_T,1321717384937.328,1190879529251.0532,-130837855686.27466,130837855686.27466,-9.899079574600481,9.899079574600481
flow03,3.0,25,9,19,9,484,ri_tail,RI_tail,0.11468684369855794,0.1082343755200265,-0.0064524681785314425,0.0064524681785314425,-5.6261624877314285,5.6261624877314285
flow03,3.0,25,10,19,10,485,q_vessel,Q_V,2290347428561.3306,2378063566518.808,87716137957.47754,87716137957.47754,3.8298179945815454,3.8298179945815454
flow03,3.0,25,10,19,10,485,source_mean,Sbar_V,131772029.85389292,127878157.93219544,-3893871.9216974825,3893871.9216974825,-2.955006404633029,2.955006404633029
flow03,3.0,25,10,19,10,485,q_tail,Q_T,1321717384937.328,1324798671843.6675,3081286906.3395996,3081286906.3395996,0.23312751587100486,0.23312751587100486
flow03,3.0,25,10,19,10,485,ri_tail,RI_tail,0.11468684369855794,0.1137993164291195,-0.0008875272694384428,0.0008875272694384428,-0.7738701675069313,0.7738701675069313
flow03,3.0,25,11,19,11,486,q_vessel,Q_V,2290347428561.3306,2236055908594.0645,-54291519967.26611,54291519967.26611,-2.3704490982561994,2.3704490982561994
flow03,3.0,25,11,19,11,486,source_mean,Sbar_V,131772029.85389292,138083889.11054105,6311859.256648123,6311859.256648123,4.789984083607598,4.789984083607598
flow03,3.0,25,11,19,11,486,q_tail,Q_T,1321717384937.328,1260104345940.0706,-61613038997.257324,61613038997.257324,-4.661589512207168,4.661589512207168
flow03,3.0,25,11,19,11,486,ri_tail,RI_tail,0.11468684369855794,0.1029042334702553,-0.01178261022830264,0.01178261022830264,-10.2737243857473,10.2737243857473
flow03,3.0,25,12,19,12,487,q_vessel,Q_V,2290347428561.3306,2276523775224.727,-13823653336.603516,13823653336.603516,-0.6035614144918952,0.6035614144918952
flow03,3.0,25,12,19,12,487,source_mean,Sbar_V,131772029.85389292,134075433.23100314,2303403.377110213,2303403.377110213,1.7480214728908678,1.7480214728908678
flow03,3.0,25,12,19,12,487,q_tail,Q_T,1321717384937.328,1307374282749.0051,-14343102188.322754,14343102188.322754,-1.0851867692580033,1.0851867692580033
flow03,3.0,25,12,19,12,487,ri_tail,RI_tail,0.11468684369855794,0.1166718149656869,0.00198497126712896,0.00198497126712896,1.7307750419448666,1.7307750419448666
flow03,3.0,25,13,20,13,488,q_vessel,Q_V,2290347428561.3306,2376204467440.1772,85857038878.84668,85857038878.84668,3.748646943611403,3.748646943611403
flow03,3.0,25,13,20,13,488,source_mean,Sbar_V,131772029.85389292,137448357.4346919,5676327.580798984,5676327.580798984,4.3076877445788915,4.3076877445788915
flow03,3.0,25,13,20,13,488,q_tail,Q_T,1321717384937.328,1310157803144.875,-11559581792.45288,11559581792.45288,-0.8745880113395803,0.8745880113395803
flow03,3.0,25,13,20,13,488,ri_tail,RI_tail,0.11468684369855794,0.10394718156101865,-0.010739662137539296,0.010739662137539296,-9.36433665030258,9.36433665030258
flow03,3.0,25,14,19,39,489,q_vessel,Q_V,2290347428561.3306,2424464418075.6704,134116989514.33984,134116989514.33984,5.855748688686271,5.855748688686271
flow03,3.0,25,14,19,39,489,source_mean,Sbar_V,131772029.85389292,137976815.5629204,6204785.709027469,6204785.709027469,4.708727425620789,4.708727425620789
flow03,3.0,25,14,19,39,489,q_tail,Q_T,1321717384937.328,1364128978901.1392,42411593963.81128,42411593963.81128,3.208824703915226,3.208824703915226
flow03,3.0,25,14,19,39,489,ri_tail,RI_tail,0.11468684369855794,0.1121940921846581,-0.0024927515138998407,0.0024927515138998407,-2.173528744458057,2.173528744458057
flow03,3.0,25,15,19,40,490,q_vessel,Q_V,2290347428561.3306,2216354669611.004,-73992758950.32666,73992758950.32666,-3.230634707538883,3.230634707538883
flow03,3.0,25,15,19,40,490,source_mean,Sbar_V,131772029.85389292,141707486.62737188,9935456.773478955,9935456.773478955,7.539882920901543,7.539882920901543
flow03,3.0,25,15,19,40,490,q_tail,Q_T,1321717384937.328,1324558855680.662,2841470743.3342285,2841470743.3342285,0.21498323134101494,0.21498323134101494
flow03,3.0,25,15,19,40,490,ri_tail,RI_tail,0.11468684369855794,0.1024985484489847,-0.012188295249573239,0.012188295249573239,-10.627457218727601,10.627457218727601
flow03,3.0,25,16,19,41,491,q_vessel,Q_V,2290347428561.3306,2090123313529.6729,-200224115031.6577,200224115031.6577,-8.742084826729865,8.742084826729865
flow03,3.0,25,16,19,41,491,source_mean,Sbar_V,131772029.85389292,113168056.34319931,-18603973.51069361,18603973.51069361,-14.118302291708982,14.118302291708982
flow03,3.0,25,16,19,41,491,q_tail,Q_T,1321717384937.328,1367913848534.453,46196463597.125,46196463597.125,3.4951846834726705,3.4951846834726705
flow03,3.0,25,16,19,41,491,ri_tail,RI_tail,0.11468684369855794,0.1276199391923473,0.012933095493789348,0.012933095493789348,11.276878041724299,11.276878041724299
flow03,3.0,25,17,19,42,492,q_vessel,Q_V,2290347428561.3306,2350335484836.4893,59988056275.15869,59988056275.15869,2.619168407687382,2.619168407687382
flow03,3.0,25,17,19,42,492,source_mean,Sbar_V,131772029.85389292,124984005.90080072,-6788023.953092203,6788023.953092203,-5.151338990997311,5.151338990997311
flow03,3.0,25,17,19,42,492,q_tail,Q_T,1321717384937.328,1410340551292.8008,88623166355.4729,88623166355.4729,6.705152505781344,6.705152505781344
flow03,3.0,25,17,19,42,492,ri_tail,RI_tail,0.11468684369855794,0.1325972475297102,0.01791040383115225,0.01791040383115225,15.616790255583128,15.616790255583128
flow03,3.0,25,18,19,43,493,q_vessel,Q_V,2290347428561.3306,2133753358205.8489,-156594070355.4817,156594070355.4817,-6.8371317121020985,6.8371317121020985
flow03,3.0,25,18,19,43,493,source_mean,Sbar_V,131772029.85389292,124156455.38497365,-7615574.468919277,7615574.468919277,-5.77935581425233,5.77935581425233
flow03,3.0,25,18,19,43,493,q_tail,Q_T,1321717384937.328,1349346702577.9175,27629317640.5896,27629317640.5896,2.090410397522289,2.090410397522289
flow03,3.0,25,18,19,43,493,ri_tail,RI_tail,0.11468684369855794,0.1281890236449192,0.013502179946361242,0.013502179946361242,11.773085308590646,11.773085308590646
flow03,3.0,25,19,19,44,494,q_vessel,Q_V,2290347428561.3306,2418319745756.5654,127972317195.23486,127972317195.23486,5.5874630896335225,5.5874630896335225
flow03,3.0,25,19,19,44,494,source_mean,Sbar_V,131772029.85389292,130877133.77431773,-894896.0795751959,894896.0795751959,-0.6791244549905202,0.6791244549905202
flow03,3.0,25,19,19,44,494,q_tail,Q_T,1321717384937.328,1395416822293.0835,73699437355.75562,73699437355.75562,5.5760360116054795,5.5760360116054795
flow03,3.0,25,19,19,44,494,ri_tail,RI_tail,0.11468684369855794,0.1150144950702491,0.0003276513716911622,0.0003276513716911622,0.2856922042011712,0.2856922042011712
flow03,3.0,25,20,19,20,495,q_vessel,Q_V,2290347428561.3306,2347996984458.9297,57649555897.59912,57649555897.59912,2.517065977794093,2.517065977794093
flow03,3.0,25,20,19,20,495,source_mean,Sbar_V,131772029.85389292,122609299.23104548,-9162730.622847438,9162730.622847438,-6.953471562217682,6.953471562217682
flow03,3.0,25,20,19,20,495,q_tail,Q_T,1321717384937.328,1327376950198.4995,5659565261.171631,5659565261.171631,0.42819783757629787,0.42819783757629787
flow03,3.0,25,20,19,20,495,ri_tail,RI_tail,0.11468684369855794,0.1156955975945365,0.0010087538959785564,0.0010087538959785564,0.8795724631065422,0.8795724631065422
flow03,3.0,25,21,18,21,496,q_vessel,Q_V,2290347428561.3306,2248216314135.5674,-42131114425.76318,42131114425.76318,-1.839507574282196,1.839507574282196
flow03,3.0,25,21,18,21,496,source_mean,Sbar_V,131772029.85389292,131218171.13400225,-553858.719890669,553858.719890669,-0.42031584434479774,0.42031584434479774
flow03,3.0,25,21,18,21,496,q_tail,Q_T,1321717384937.328,1490134781587.104,168417396649.77612,168417396649.77612,12.742315306517815,12.742315306517815
flow03,3.0,25,21,18,21,496,ri_tail,RI_tail,0.11468684369855794,0.1252732171628244,0.010586373464266469,0.010586373464266469,9.230678186672934,9.230678186672934
flow03,3.0,25,22,18,22,497,q_vessel,Q_V,2290347428561.3306,2525426939895.486,235079511334.15527,235079511334.15527,10.26392364768079,10.26392364768079
flow03,3.0,25,22,18,22,497,source_mean,Sbar_V,131772029.85389292,145843115.28893197,14071085.435039043,14071085.435039043,10.678355225035903,10.678355225035903
flow03,3.0,25,22,18,22,497,q_tail,Q_T,1321717384937.328,1413137995439.5234,91420610502.19556,91420610502.19556,6.916804722707831,6.916804722707831
flow03,3.0,25,22,18,22,497,ri_tail,RI_tail,0.11468684369855794,0.11214755428464575,-0.0025392894139121963,0.0025392894139121963,-2.214106982128173,2.214106982128173
flow03,3.0,25,23,18,23,498,q_vessel,Q_V,2290347428561.3306,2352387188856.234,62039760294.90332,62039760294.90332,2.708748878936383,2.708748878936383
flow03,3.0,25,23,18,23,498,source_mean,Sbar_V,131772029.85389292,129755935.6945568,-2016094.15933612,2016094.15933612,-1.5299864178851448,1.5299864178851448
flow03,3.0,25,23,18,23,498,q_tail,Q_T,1321717384937.328,1258236708185.0767,-63480676752.25122,63480676752.25122,-4.8028933776384655,4.8028933776384655
flow03,3.0,25,23,18,23,498,ri_tail,RI_tail,0.11468684369855794,0.11910875114179825,0.004421907443240308,0.004421907443240308,3.8556361833993944,3.8556361833993944
flow03,3.0,25,24,18,24,499,q_vessel,Q_V,2290347428561.3306,2196244177856.5522,-94103250704.77832,94103250704.77832,-4.1086889059398635,4.1086889059398635
flow03,3.0,25,24,18,24,499,source_mean,Sbar_V,131772029.85389292,125767062.9374671,-6004966.916425824,6004966.916425824,-4.5570876635079935,4.5570876635079935
flow03,3.0,25,24,18,24,499,q_tail,Q_T,1321717384937.328,1217831382337.198,-103886002600.12988,103886002600.12988,-7.859925562305883,7.859925562305883
flow03,3.0,25,24,18,24,499,ri_tail,RI_tail,0.11468684369855794,0.1136261227622395,-0.0010607209363184406,0.0010607209363184406,-0.9248845831928478,0.9248845831928478
flow03,3.0,50,0,9,0,450,q_vessel,Q_V,2290347428561.3306,2055534371586.6008,-234813056974.72974,234813056974.72974,-10.252289851161414,10.252289851161414
