scan_id,flow_mm_s,n_valid_frames,apparent_width_median_um,apparent_width_q1_um,apparent_width_q3_um,apparent_width_iqr_um,apparent_width_min_um,apparent_width_max_um,fixed_width_um,apparent_minus_fixed_median_um
flow01,1,486,177.79999999999998,165.09999999999999,190.5,25.400000000000006,101.59999999999999,241.30000000000001,128,49.799999999999983
flow03,3,468,177.79999999999998,165.09999999999999,190.5,25.400000000000006,76.199999999999989,241.30000000000035,128,49.799999999999983
flow05,5,491,177.79999999999998,165.09999999999999,190.5,25.400000000000006,88.899999999999991,254,128,49.799999999999983
flow07,7,493,165.09999999999999,152.39999999999998,177.79999999999998,25.400000000000006,76.199999999999989,228.59999999999999,128,37.099999999999994
flow10,10,484,177.79999999999998,165.09999999999999,190.5,25.400000000000006,88.899999999999991,241.30000000000001,128,49.799999999999983
