bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,119165401.13257,0.399211801739665,0.628870953118566
5,9,7,106585107.842531,0.357067005490099,0.562481036610697
10,14,12,45558452.4337655,0.152623762498991,0.240425384653014
15,19,17,12174138.5583442,0.0407841516271838,0.0642465182495902
20,24,22,23335366.0649737,0.0781749857132535,0.123147606261359
25,29,27,5663957.93398249,0.0189746254392024,0.0298903758180989
30,34,32,-5194292.28672969,-0.017401215141641,-0.0274118117346672
35,39,37,31013.276872009,0.000103896483545188,0.000163666205127217
40,44,42,7029392.58371396,0.0235489198358675,0.037096177010699
45,49,47,-3746485.91759723,-0.0125509701569534,-0.0197713106946501
50,54,52,-6537804.51664029,-0.0219020680139039,-0.034501921854889
55,59,57,-3980341.34599844,-0.0133344009685091,-0.0210054347336152
60,64,62,25547683.1803862,0.0855863911486348,0.134822655896128
65,69,67,884238.665516855,0.00296225672446782,0.0046663881217439
70,74,72,43018323.7489584,0.144114167102385,0.227020376723898
75,79,77,-10925673.2325122,-0.036601712031479,-0.0576579986631204
80,84,82,561854.067783523,0.00188224746933961,0.00296506955678761
85,89,87,-5065054.43013625,-0.0169682599625933,-0.026729785464605
90,94,92,876033.752130153,0.00293476973390602,0.00462308837489867
95,99,97,-3097894.76742996,-0.0103781478512354,-0.0163485039830258
100,104,102,-8951259.10135671,-0.0299872969815775,-0.0472384332128335
105,109,107,-4691155.94742061,-0.0157156758607148,-0.0247566129417064
110,114,112,-7899443.77375192,-0.0264636475997961,-0.0416876936417085
115,119,117,-15888684.0920587,-0.0532281194321381,-0.0838492701220952
120,124,122,-16188084.7420579,-0.054231130975692,-0.0854292956189242
125,129,127,-11400467.2616422,-0.038192302740047,-0.0601636267296247
