scan_id,diameter_um,flow_mm_s,grid_scope,mode,predictor,tail_variable,tail_depth_um,metric_family,lag,rho,n_pairs
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,15,-0.013122369006838054,463
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,16,-0.0060810897560542266,462
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,17,-0.0038891852888173002,461
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,18,-0.023361081180644064,460
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,19,-0.012790699839380559,459
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,20,-0.033726175631936764,458
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,21,-0.046785025315098656,457
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,22,-0.029138029774525547,456
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,23,-0.0026335418603952413,455
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,24,-0.051117979678211738,455
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,25,0.014599123413155866,453
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,26,-0.067887392472505179,452
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,27,-0.0042465655762186022,451
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,28,0.02177185731417812,451
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,29,-0.0058318447426057895,449
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,30,0.041048917794064312,448
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,31,-0.030017830912896681,447
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,32,0.016094510415206324,447
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,33,0.077278508726420683,445
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,34,0.018358019320717681,445
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,35,0.054398080910870096,444
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,36,0.064369142389395589,442
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,37,0.045308651132842888,441
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,38,0.068112552347541946,440
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,39,-0.025466897345157245,440
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,40,0.013856314404056193,438
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,41,0.093266525985372842,437
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,42,0.072676869910166766,436
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,43,-0.026015292553662115,436
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,44,-0.041148513352587172,435
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,45,-0.011758704847060359,434
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,46,-0.042995850850816981,433
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,47,-0.046945546871698218,432
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,48,-0.12193795458416433,431
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,49,-0.040372317506477476,431
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,50,-0.083933146134418685,429
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-50,-0.014279614025924299,429
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-49,-0.057519457473435683,431
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-48,-0.068011933364767088,431
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-47,-0.047990557196482417,432
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-46,0.039438551338347332,433
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-45,-0.03079615696899685,434
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-44,-0.046493551916559989,435
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-43,-0.052885756980589768,436
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-42,-0.0036176571089948832,436
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-41,-0.0560193364928901,437
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-40,-0.049920635258016981,438
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-39,-0.081581877930143279,440
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-38,-0.037991098035498327,440
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-37,-0.050080631120356468,441
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-36,-0.035895486034778115,442
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-35,0.01757457269127214,444
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-34,-0.0092636948409150974,445
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-33,0.061797707101182042,445
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-32,0.038134327628293649,447
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-31,-0.041186723344880084,447
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-30,-0.046273712911370599,448
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-29,-0.0047355893041067521,449
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-28,0.021180755186770608,451
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-27,0.037913555833836404,451
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-26,-0.048996523984649765,452
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-25,-0.020018338582466742,453
D128_F01_V01,128,1,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,-24,-0.057715501072582734,455
