scan_id,diameter_um,flow_mm_s,grid_scope,mode,tail_depth_um,metric_family,upper_rho,middle_rho,lower_rho,middle_minus_upper,lower_minus_upper,upper_minus_lower,middle_minus_lower
D128_F01_V01,128,1,common_grid,detrended_101,100,mean,0.29130089466252379,0.42480180244456928,0.29326390963315252,0.13350090778204549,0.0019630149706287292,-0.0019630149706287292,0.13153789281141676
D128_F01_V01,128,1,common_grid,detrended_101,100,q,0.27994071021253941,0.38168593690622626,0.35854284343269532,0.10174522669368685,0.078602133220155912,-0.078602133220155912,0.02314309347353094
D128_F01_V01,128,1,common_grid,detrended_101,500,mean,0.3111976453849955,0.4699718113151099,0.36812253322873811,0.1587741659301144,0.056924887843742611,-0.056924887843742611,0.10184927808637179
D128_F01_V01,128,1,common_grid,detrended_101,500,q,0.29573232139828814,0.38609654402438309,0.42864012498565862,0.090364222626094948,0.13290780358737048,-0.13290780358737048,-0.042543580961275529
D128_F01_V01,128,1,common_grid,detrended_31,100,mean,0.35000180986744206,0.43822479056112185,0.33697156808189022,0.088222980693679787,-0.013030241785551844,0.013030241785551844,0.10125322247923163
D128_F01_V01,128,1,common_grid,detrended_31,100,q,0.34458349613139544,0.36335759078904906,0.37489496132553607,0.018774094657653617,0.03031146519414063,-0.03031146519414063,-0.011537370536487013
D128_F01_V01,128,1,common_grid,detrended_31,500,mean,0.36049445855704215,0.48586755451183877,0.40689536233615681,0.12537309595479662,0.046400903779114655,-0.046400903779114655,0.078972192175681966
D128_F01_V01,128,1,common_grid,detrended_31,500,q,0.33846441006440153,0.33868247795052547,0.42862570094213898,0.00021806788612394046,0.090161290877737443,-0.090161290877737443,-0.089943222991613503
D128_F01_V01,128,1,common_grid,detrended_51,100,mean,0.30061951877464654,0.42147227767821988,0.33868115285635925,0.12085275890357333,0.038061634081712703,-0.038061634081712703,0.082791124821860629
D128_F01_V01,128,1,common_grid,detrended_51,100,q,0.31294345570967241,0.36278290010262138,0.38608185859594685,0.049839444392948962,0.073138402886274434,-0.073138402886274434,-0.023298958493325472
D128_F01_V01,128,1,common_grid,detrended_51,500,mean,0.33126096801771732,0.48576911002795853,0.401396170410522,0.15450814201024121,0.070135202392804685,-0.070135202392804685,0.084372939617436526
D128_F01_V01,128,1,common_grid,detrended_51,500,q,0.30742985261826922,0.35729402114311054,0.43890989398253416,0.049864168524841324,0.13148004136426494,-0.13148004136426494,-0.08161587283942362
D128_F01_V01,128,1,common_grid,raw,100,mean,0.24194901732952914,0.43300897798664467,0.32672140800170602,0.19105996065711553,0.084772390672176873,-0.084772390672176873,0.10628756998493866
D128_F01_V01,128,1,common_grid,raw,100,q,0.23497005900387283,0.39507641598710413,0.3727090427218146,0.16010635698323131,0.13773898371794177,-0.13773898371794177,0.022367373265289536
D128_F01_V01,128,1,common_grid,raw,500,mean,0.25596442989275175,0.47161936451859315,0.39157115158300609,0.2156549346258414,0.13560672169025434,-0.13560672169025434,0.08004821293558706
D128_F01_V01,128,1,common_grid,raw,500,q,0.23485642617433436,0.38804309789018743,0.43963365695691381,0.15318667171585307,0.20477723078257945,-0.20477723078257945,-0.051590559066726382
D128_F03_V01,128,3,common_grid,detrended_101,100,mean,0.22090474803474452,0.38316817139244186,0.25749008533472445,0.16226342335769733,0.036585337299979925,-0.036585337299979925,0.12567808605771741
D128_F03_V01,128,3,common_grid,detrended_101,100,q,0.21151744915641321,0.36729379732960243,0.41141071356134967,0.15577634817318922,0.19989326440493646,-0.19989326440493646,-0.044116916231747239
D128_F03_V01,128,3,common_grid,detrended_101,500,mean,0.23584068333327163,0.3927508714912627,0.25284077821855699,0.15691018815799107,0.017000094885285366,-0.017000094885285366,0.1399100932727057
D128_F03_V01,128,3,common_grid,detrended_101,500,q,0.1782069064342954,0.32775751194394925,0.48109254162519882,0.14955060550965385,0.30288563519090339,-0.30288563519090339,-0.15333502968124957
D128_F03_V01,128,3,common_grid,detrended_31,100,mean,0.32156842223035398,0.39950309612385104,0.1806205362778337,0.077934673893497064,-0.14094788595252028,0.14094788595252028,0.21888255984601734
D128_F03_V01,128,3,common_grid,detrended_31,100,q,0.29855318847126683,0.37441004462719923,0.38180626008009033,0.075856856155932406,0.083253071608823503,-0.083253071608823503,-0.0073962154528910973
D128_F03_V01,128,3,common_grid,detrended_31,500,mean,0.33995589182909508,0.40999626154648688,0.20033018535877245,0.070040369717391804,-0.13962570647032263,0.13962570647032263,0.20966607618771443
D128_F03_V01,128,3,common_grid,detrended_31,500,q,0.24984511899915202,0.32462402615695934,0.44041174329207455,0.074778907157807328,0.19056662429292254,-0.19056662429292254,-0.11578771713511521
D128_F03_V01,128,3,common_grid,detrended_51,100,mean,0.2873421038752732,0.39087279857373564,0.23845309182913821,0.10353069469846243,-0.048889012046134994,0.048889012046134994,0.15241970674459743
D128_F03_V01,128,3,common_grid,detrended_51,100,q,0.27341574525200002,0.36699543634967668,0.41665672056702158,0.093579691097676665,0.14324097531502156,-0.14324097531502156,-0.049661284217344892
D128_F03_V01,128,3,common_grid,detrended_51,500,mean,0.28503725230736493,0.38784816581821618,0.23367785618739209,0.10281091351085125,-0.051359396119972839,0.051359396119972839,0.15417030963082409
D128_F03_V01,128,3,common_grid,detrended_51,500,q,0.22041368572095246,0.32031392385767093,0.47622306394893249,0.099900238136718472,0.25580937822798,-0.25580937822798,-0.15590914009126156
D128_F03_V01,128,3,common_grid,raw,100,mean,0.26780011512665153,0.37853699242685779,0.23703083752941526,0.11073687730020626,-0.030769277597236272,0.030769277597236272,0.14150615489744253
D128_F03_V01,128,3,common_grid,raw,100,q,0.21578438606787223,0.36035168768717291,0.40401575902870279,0.14456730161930068,0.18823137296083056,-0.18823137296083056,-0.043664071341529886
D128_F03_V01,128,3,common_grid,raw,500,mean,0.28074068324635609,0.38211453497975911,0.21968773446928705,0.10137385173340302,-0.061052948777069044,0.061052948777069044,0.16242680051047206
D128_F03_V01,128,3,common_grid,raw,500,q,0.18147057966163718,0.33204813872141042,0.46813360076807287,0.15057755905977324,0.28666302110643571,-0.28666302110643571,-0.13608546204666244
D128_F05_V01,128,5,common_grid,detrended_101,100,mean,0.33975634049506526,0.3950476958241545,0.36134253498169844,0.055291355329089242,0.021586194486633181,-0.021586194486633181,0.033705160842456061
D128_F05_V01,128,5,common_grid,detrended_101,100,q,0.30911327973661012,0.37926821053062698,0.37255758993081778,0.070154930794016856,0.063444310194207654,-0.063444310194207654,0.0067106205998092028
D128_F05_V01,128,5,common_grid,detrended_101,500,mean,0.36469071012048609,0.43728690438056522,0.38019112316763104,0.072596194260079128,0.015500413047144945,-0.015500413047144945,0.057095781212934182
D128_F05_V01,128,5,common_grid,detrended_101,500,q,0.29474900733031789,0.38099869809345904,0.39823419156924628,0.086249690763141151,0.10348518423892838,-0.10348518423892838,-0.017235493475787234
D128_F05_V01,128,5,common_grid,detrended_31,100,mean,0.38609087754493776,0.40819401583460735,0.30901297669800254,0.022103138289669588,-0.077077900846935221,0.077077900846935221,0.099181039136604809
D128_F05_V01,128,5,common_grid,detrended_31,100,q,0.33307386945966155,0.39409982383033665,0.3406310092205927,0.061025954370675095,0.0075571397609311419,-0.0075571397609311419,0.053468814609743953
D128_F05_V01,128,5,common_grid,detrended_31,500,mean,0.41143436049202303,0.42639290697588927,0.30374045732984994,0.014958546483866242,-0.10769390316217309,0.10769390316217309,0.12265244964603933
D128_F05_V01,128,5,common_grid,detrended_31,500,q,0.30439609054970695,0.36298487184252859,0.37668927982327249,0.058588781292821634,0.072293189273565539,-0.072293189273565539,-0.013704407980743905
D128_F05_V01,128,5,common_grid,detrended_51,100,mean,0.34072209105111145,0.39472595272796884,0.34547953037926304,0.05400386167685739,0.0047574393281515914,-0.0047574393281515914,0.049246422348705798
D128_F05_V01,128,5,common_grid,detrended_51,100,q,0.32188393811809063,0.38528317106839083,0.36540639127601365,0.063399232950300199,0.043522453157923024,-0.043522453157923024,0.019876779792377175
D128_F05_V01,128,5,common_grid,detrended_51,500,mean,0.37170005603875117,0.43379479421822542,0.34990266187979796,0.062094738179474251,-0.021797394158953209,0.021797394158953209,0.083892132338427461
D128_F05_V01,128,5,common_grid,detrended_51,500,q,0.30766950550111372,0.36023876849044917,0.38275543394789452,0.052569262989335452,0.075085928446780803,-0.075085928446780803,-0.022516665457445351
D128_F05_V01,128,5,common_grid,raw,100,mean,0.29446584058092962,0.39034568474451525,0.37430260366031071,0.095879844163585637,0.07983676307938109,-0.07983676307938109,0.016043081084204547
D128_F05_V01,128,5,common_grid,raw,100,q,0.27940327588986019,0.38177326268046335,0.38728674123268103,0.10236998679060316,0.10788346534282084,-0.10788346534282084,-0.0055134785522176766
D128_F05_V01,128,5,common_grid,raw,500,mean,0.35502134488488157,0.45877137403071111,0.39499715638080773,0.10375002914582954,0.039975811495926161,-0.039975811495926161,0.063774217649903375
D128_F05_V01,128,5,common_grid,raw,500,q,0.30521238946127355,0.40449109354138557,0.41492783492613178,0.099278704080112024,0.10971544546485823,-0.10971544546485823,-0.010436741384746206
D128_F07_V01,128,7,common_grid,detrended_101,100,mean,0.34171768436632843,0.372179292648322,0.24381798612889435,0.030461608281993569,-0.09789969823743408,0.09789969823743408,0.12836130651942765
D128_F07_V01,128,7,common_grid,detrended_101,100,q,0.36320171213052893,0.34076434970886971,0.36199328036737916,-0.022437362421659224,-0.0012084317631497754,0.0012084317631497754,-0.021228930658509448
D128_F07_V01,128,7,common_grid,detrended_101,500,mean,0.3572060773728219,0.41048977703739437,0.3222582944366657,0.05328369966457247,-0.034947782936156191,0.034947782936156191,0.088231482600728661
D128_F07_V01,128,7,common_grid,detrended_101,500,q,0.37998377301408509,0.35564399517146672,0.44681702961487968,-0.024339777842618371,0.066833256600794588,-0.066833256600794588,-0.091173034443412959
D128_F07_V01,128,7,common_grid,detrended_31,100,mean,0.38785206222325824,0.41884330769543543,0.28173042710502999,0.030991245472177187,-0.10612163511822825,0.10612163511822825,0.13711288059040544
D128_F07_V01,128,7,common_grid,detrended_31,100,q,0.3902947122986572,0.3606078206680951,0.36866429921418586,-0.029686891630562096,-0.021630413084471334,0.021630413084471334,-0.0080564785460907617
D128_F07_V01,128,7,common_grid,detrended_31,500,mean,0.4298554078598561,0.46912800806656219,0.3396364457550286,0.039272600206706088,-0.090218962104827494,0.090218962104827494,0.12949156231153358
