scan_id,diameter_um,flow_mm_s,grid_scope,mode,predictor,tail_variable,tail_depth_um,metric_family,rho_lag0,rho_peak,lag_at_peak,n_pairs_at_lag0,n_pairs_at_peak,rho_remote_median,zero_lag_specificity,zero_lag_rank,peak_within_5,peak_tie_count,n_finite_lags
D128_F03_V01,128,3,common_grid,detrended_101,lower_q_raw,tail_q_raw_100um,100,q,0.41141071356134967,0.41141071356134967,0,468,468,-0.022186031571730817,0.4335967451330805,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_101,lower_q_raw,tail_q_raw_500um,500,q,0.48109254162519882,0.48109254162519882,0,468,468,-0.030205130356839905,0.51129767198203868,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_101,middle_mean_raw,tail_mean_raw_100um,100,mean,0.38316817139244186,0.38316817139244186,0,468,468,-0.0087139426383937915,0.39188211403083567,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_101,middle_mean_raw,tail_mean_raw_500um,500,mean,0.3927508714912627,0.3927508714912627,0,468,468,-0.024595923908559896,0.41734679539982261,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_101,middle_q_raw,tail_q_raw_100um,100,q,0.36729379732960243,0.36729379732960243,0,468,468,0.00012936898760735799,0.36716442834199509,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_101,middle_q_raw,tail_q_raw_500um,500,q,0.32775751194394925,0.32775751194394925,0,468,468,-0.0017690600187573228,0.32952657196270657,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_101,source_mean_raw,tail_mean_raw_100um,100,mean,0.38050263679827551,0.38050263679827551,0,468,468,0.0051101052330252035,0.37539253156525032,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_101,source_mean_raw,tail_mean_raw_500um,500,mean,0.3891512363474382,0.3891512363474382,0,468,468,-0.016850464534980618,0.40600170088241883,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_101,source_q_raw,tail_q_raw_100um,100,q,0.41840891277638048,0.41840891277638048,0,468,468,0.0057821320553760689,0.41262678072100439,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_101,source_q_raw,tail_q_raw_500um,500,q,0.41998484643128464,0.41998484643128464,0,468,468,0.0090470269556072302,0.41093781947567742,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_101,upper_mean_raw,tail_mean_raw_100um,100,mean,0.22090474803474452,0.22090474803474452,0,468,468,0.026331570700226046,0.19457317733451848,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_101,upper_mean_raw,tail_mean_raw_500um,500,mean,0.23584068333327163,0.23584068333327163,0,468,468,0.0058865282650758625,0.22995415506819578,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_101,upper_q_raw,tail_q_raw_100um,100,q,0.21151744915641321,0.21151744915641321,0,468,468,0.038241252156813378,0.17327619699959984,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_101,upper_q_raw,tail_q_raw_500um,500,q,0.1782069064342954,0.18098205269963705,-21,468,422,0.038488661436530444,0.13971824499776497,2,False,1,101
D128_F03_V01,128,3,common_grid,detrended_31,lower_mean_raw,tail_mean_raw_100um,100,mean,0.1806205362778337,0.20868559935839401,-19,468,423,0.00566963979631681,0.17495089648151688,2,False,1,101
D128_F03_V01,128,3,common_grid,detrended_31,lower_mean_raw,tail_mean_raw_500um,500,mean,0.20033018535877245,0.20033018535877245,0,468,468,0.012480056814078568,0.18785012854469388,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_31,lower_q_raw,tail_q_raw_100um,100,q,0.38180626008009033,0.38180626008009033,0,468,468,0.010196060668154781,0.37161019941193557,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_31,lower_q_raw,tail_q_raw_500um,500,q,0.44041174329207455,0.44041174329207455,0,468,468,-0.003765163108739822,0.44417690640081436,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_31,middle_mean_raw,tail_mean_raw_100um,100,mean,0.39950309612385104,0.39950309612385104,0,468,468,-0.012420363613607221,0.41192345973745825,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_31,middle_mean_raw,tail_mean_raw_500um,500,mean,0.40999626154648688,0.40999626154648688,0,468,468,-0.012377528138822893,0.42237378968530975,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_31,middle_q_raw,tail_q_raw_100um,100,q,0.37441004462719923,0.37441004462719923,0,468,468,0.0014945694591832976,0.37291547516801593,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_31,middle_q_raw,tail_q_raw_500um,500,q,0.32462402615695934,0.32462402615695934,0,468,468,0.0037143958777707559,0.32090963027918856,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_31,source_mean_raw,tail_mean_raw_100um,100,mean,0.39147488602294939,0.39147488602294939,0,468,468,-0.0085213872959839718,0.39999627331893334,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_31,source_mean_raw,tail_mean_raw_500um,500,mean,0.41476892553954275,0.41476892553954275,0,468,468,-0.01610565775872818,0.43087458329827094,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_31,source_q_raw,tail_q_raw_100um,100,q,0.45079397827734657,0.45079397827734657,0,468,468,0.0011767767291029475,0.44961720154824364,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_31,source_q_raw,tail_q_raw_500um,500,q,0.44138350772503271,0.44138350772503271,0,468,468,0.0045802444083312133,0.4368032633167015,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_31,upper_mean_raw,tail_mean_raw_100um,100,mean,0.32156842223035398,0.32156842223035398,0,468,468,-0.002917800226944255,0.32448622245729825,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_31,upper_mean_raw,tail_mean_raw_500um,500,mean,0.33995589182909508,0.33995589182909508,0,468,468,-0.012527431338320254,0.35248332316741532,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_31,upper_q_raw,tail_q_raw_100um,100,q,0.29855318847126683,0.29855318847126683,0,468,468,-0.014053905392231912,0.31260709386349872,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_31,upper_q_raw,tail_q_raw_500um,500,q,0.24984511899915202,0.24984511899915202,0,468,468,-0.0033294526662070488,0.25317457166535906,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_51,lower_mean_raw,tail_mean_raw_100um,100,mean,0.23845309182913821,0.23845309182913821,0,468,468,0.012415474993036689,0.22603761683610152,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_51,lower_mean_raw,tail_mean_raw_500um,500,mean,0.23367785618739209,0.23367785618739209,0,468,468,0.0076200556514477904,0.22605780053594429,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_51,lower_q_raw,tail_q_raw_100um,100,q,0.41665672056702158,0.41665672056702158,0,468,468,0.00827076672965903,0.40838595383736254,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_51,lower_q_raw,tail_q_raw_500um,500,q,0.47622306394893249,0.47622306394893249,0,468,468,-0.0044669616311500127,0.4806900255800825,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_51,middle_mean_raw,tail_mean_raw_100um,100,mean,0.39087279857373564,0.39087279857373564,0,468,468,0.0037869387730743872,0.38708585980066124,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_51,middle_mean_raw,tail_mean_raw_500um,500,mean,0.38784816581821618,0.38784816581821618,0,468,468,-0.00054275072221558448,0.38839091654043179,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_51,middle_q_raw,tail_q_raw_100um,100,q,0.36699543634967668,0.36699543634967668,0,468,468,0.029023363985332458,0.33797207236434423,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_51,middle_q_raw,tail_q_raw_500um,500,q,0.32031392385767093,0.32031392385767093,0,468,468,0.028899334579438059,0.29141458927823288,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_51,source_mean_raw,tail_mean_raw_100um,100,mean,0.40024751069508008,0.40024751069508008,0,468,468,0.019698051693161127,0.38054945900191894,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_51,source_mean_raw,tail_mean_raw_500um,500,mean,0.39540464928287522,0.39540464928287522,0,468,468,-0.0027810571823997919,0.39818570646527501,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_51,source_q_raw,tail_q_raw_100um,100,q,0.44180654054130908,0.44180654054130908,0,468,468,0.021016382404681171,0.4207901581366279,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_51,source_q_raw,tail_q_raw_500um,500,q,0.4280151913784479,0.4280151913784479,0,468,468,0.02400737253603762,0.40400781884241027,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_51,upper_mean_raw,tail_mean_raw_100um,100,mean,0.2873421038752732,0.2873421038752732,0,468,468,0.011883456981239974,0.27545864689403321,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_51,upper_mean_raw,tail_mean_raw_500um,500,mean,0.28503725230736493,0.28503725230736493,0,468,468,0.0020467038448714779,0.28299054846249344,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_51,upper_q_raw,tail_q_raw_100um,100,q,0.27341574525200002,0.27341574525200002,0,468,468,0.0059973249953539885,0.26741842025664603,1,True,1,101
D128_F03_V01,128,3,common_grid,detrended_51,upper_q_raw,tail_q_raw_500um,500,q,0.22041368572095246,0.22041368572095246,0,468,468,0.01507162302559421,0.20534206269535826,1,True,1,101
D128_F03_V01,128,3,common_grid,raw,lower_mean_raw,tail_mean_raw_100um,100,mean,0.23703083752941526,0.23703083752941526,0,468,468,-0.012306287372470017,0.24933712490188528,1,True,1,101
D128_F03_V01,128,3,common_grid,raw,lower_mean_raw,tail_mean_raw_500um,500,mean,0.21968773446928705,0.21968773446928705,0,468,468,-0.026047159415923338,0.24573489388521039,1,True,1,101
D128_F03_V01,128,3,common_grid,raw,lower_q_raw,tail_q_raw_100um,100,q,0.40401575902870279,0.40401575902870279,0,468,468,-0.0039886884007254604,0.40800444742942826,1,True,1,101
D128_F03_V01,128,3,common_grid,raw,lower_q_raw,tail_q_raw_500um,500,q,0.46813360076807287,0.46813360076807287,0,468,468,-0.003834714380414805,0.47196831514848769,1,True,1,101
D128_F03_V01,128,3,common_grid,raw,middle_mean_raw,tail_mean_raw_100um,100,mean,0.37853699242685779,0.37853699242685779,0,468,468,0.0029499033346263486,0.37558708909223143,1,True,1,101
D128_F03_V01,128,3,common_grid,raw,middle_mean_raw,tail_mean_raw_500um,500,mean,0.38211453497975911,0.38211453497975911,0,468,468,0.0045178316412985038,0.37759670333846063,1,True,1,101
D128_F03_V01,128,3,common_grid,raw,middle_q_raw,tail_q_raw_100um,100,q,0.36035168768717291,0.36035168768717291,0,468,468,0.015337302380661888,0.34501438530651102,1,True,1,101
D128_F03_V01,128,3,common_grid,raw,middle_q_raw,tail_q_raw_500um,500,q,0.33204813872141042,0.33204813872141042,0,468,468,0.025030337857127015,0.30701780086428343,1,True,1,101
D128_F03_V01,128,3,common_grid,raw,source_mean_raw,tail_mean_raw_100um,100,mean,0.38589624763679536,0.38589624763679536,0,468,468,0.01021580874578501,0.37568043889101033,1,True,1,101
D128_F03_V01,128,3,common_grid,raw,source_mean_raw,tail_mean_raw_500um,500,mean,0.38866600709420862,0.38866600709420862,0,468,468,0.026257047735279686,0.36240895935892892,1,True,1,101
D128_F03_V01,128,3,common_grid,raw,source_q_raw,tail_q_raw_100um,100,q,0.41077327436750866,0.41077327436750866,0,468,468,0.02818319880912791,0.38259007555838076,1,True,1,101
D128_F03_V01,128,3,common_grid,raw,source_q_raw,tail_q_raw_500um,500,q,0.41176204770439156,0.41176204770439156,0,468,468,0.025378753099526342,0.3863832946048652,1,True,1,101
D128_F03_V01,128,3,common_grid,raw,upper_mean_raw,tail_mean_raw_100um,100,mean,0.26780011512665153,0.26780011512665153,0,468,468,0.039582911761277997,0.22821720336537354,1,True,1,101
D128_F03_V01,128,3,common_grid,raw,upper_mean_raw,tail_mean_raw_500um,500,mean,0.28074068324635609,0.28074068324635609,0,468,468,0.053265659636118991,0.22747502361023711,1,True,1,101
D128_F03_V01,128,3,common_grid,raw,upper_q_raw,tail_q_raw_100um,100,q,0.21578438606787223,0.21578438606787223,0,468,468,0.053374503415853272,0.16240988265201894,1,True,1,101
D128_F03_V01,128,3,common_grid,raw,upper_q_raw,tail_q_raw_500um,500,q,0.18147057966163718,0.18496681602191303,-21,468,422,0.052388256049683023,0.12908232361195415,2,False,1,101
D128_F05_V01,128,5,common_grid,detrended_101,lower_mean_raw,tail_mean_raw_100um,100,mean,0.36134253498169844,0.36134253498169844,0,491,491,-0.021330879736226938,0.38267341471792538,1,True,1,101
D128_F05_V01,128,5,common_grid,detrended_101,lower_mean_raw,tail_mean_raw_500um,500,mean,0.38019112316763104,0.38019112316763104,0,491,491,-0.032079379492482796,0.41227050266011384,1,True,1,101
D128_F05_V01,128,5,common_grid,detrended_101,lower_q_raw,tail_q_raw_100um,100,q,0.37255758993081778,0.37255758993081778,0,491,491,-0.021533363025956074,0.39409095295677388,1,True,1,101
D128_F05_V01,128,5,common_grid,detrended_101,lower_q_raw,tail_q_raw_500um,500,q,0.39823419156924628,0.39823419156924628,0,491,491,-0.044094174735657909,0.44232836630490419,1,True,1,101
D128_F05_V01,128,5,common_grid,detrended_101,middle_mean_raw,tail_mean_raw_100um,100,mean,0.3950476958241545,0.3950476958241545,0,491,491,-0.027400618319140469,0.42244831414329498,1,True,1,101
D128_F05_V01,128,5,common_grid,detrended_101,middle_mean_raw,tail_mean_raw_500um,500,mean,0.43728690438056522,0.43728690438056522,0,491,491,-0.041405575795257582,0.47869248017582278,1,True,1,101
D128_F05_V01,128,5,common_grid,detrended_101,middle_q_raw,tail_q_raw_100um,100,q,0.37926821053062698,0.37926821053062698,0,491,491,-0.032613369283393812,0.41188157981402079,1,True,1,101
D128_F05_V01,128,5,common_grid,detrended_101,middle_q_raw,tail_q_raw_500um,500,q,0.38099869809345904,0.38099869809345904,0,491,491,-0.049256426680791568,0.4302551247742506,1,True,1,101
