scan_id,diameter_um,flow_mm_s,grid_scope,mode,predictor,tail_variable,tail_depth_um,metric_family,rho,n_pairs
D128_F07_V01,128,7,common_grid,first_difference,lower_q_raw,tail_q_raw_100um,100,q,0.27771606392806786,487
D128_F07_V01,128,7,common_grid,first_difference,lower_q_raw,tail_q_raw_500um,500,q,0.37307507853451011,487
D128_F07_V01,128,7,common_grid,first_difference,source_area,tail_mean_raw_100um,100,area_vs_mean,-0.49413816894388268,487
D128_F07_V01,128,7,common_grid,first_difference,source_area,tail_mean_raw_500um,500,area_vs_mean,-0.58935535884945278,487
D128_F07_V01,128,7,common_grid,first_difference,source_area,tail_q_raw_100um,100,area_vs_q,0.57303461608520723,487
D128_F07_V01,128,7,common_grid,first_difference,source_area,tail_q_raw_500um,500,area_vs_q,0.86672741459303271,487
D128_F10_V01,128,10,common_grid,first_difference,source_mean_raw,tail_mean_raw_100um,100,mean,0.33538730636851716,480
D128_F10_V01,128,10,common_grid,first_difference,source_mean_raw,tail_mean_raw_500um,500,mean,0.36132481043754522,480
D128_F10_V01,128,10,common_grid,first_difference,source_q_raw,tail_q_raw_100um,100,q,0.27943947239354333,480
D128_F10_V01,128,10,common_grid,first_difference,source_q_raw,tail_q_raw_500um,500,q,0.33963211645883873,480
D128_F10_V01,128,10,common_grid,first_difference,upper_mean_raw,tail_mean_raw_100um,100,mean,0.2229339103034301,480
D128_F10_V01,128,10,common_grid,first_difference,upper_mean_raw,tail_mean_raw_500um,500,mean,0.2451103303399754,480
D128_F10_V01,128,10,common_grid,first_difference,upper_q_raw,tail_q_raw_100um,100,q,0.084837824816947974,480
D128_F10_V01,128,10,common_grid,first_difference,upper_q_raw,tail_q_raw_500um,500,q,0.1339531638592181,480
D128_F10_V01,128,10,common_grid,first_difference,middle_mean_raw,tail_mean_raw_100um,100,mean,0.25334040078298947,480
D128_F10_V01,128,10,common_grid,first_difference,middle_mean_raw,tail_mean_raw_500um,500,mean,0.27085783792464374,480
D128_F10_V01,128,10,common_grid,first_difference,middle_q_raw,tail_q_raw_100um,100,q,0.23439489754729834,480
D128_F10_V01,128,10,common_grid,first_difference,middle_q_raw,tail_q_raw_500um,500,q,0.26610499611543448,480
D128_F10_V01,128,10,common_grid,first_difference,lower_mean_raw,tail_mean_raw_100um,100,mean,0.28300969188234321,480
D128_F10_V01,128,10,common_grid,first_difference,lower_mean_raw,tail_mean_raw_500um,500,mean,0.28108976167431277,480
D128_F10_V01,128,10,common_grid,first_difference,lower_q_raw,tail_q_raw_100um,100,q,0.31524518335583046,480
D128_F10_V01,128,10,common_grid,first_difference,lower_q_raw,tail_q_raw_500um,500,q,0.34801453131306986,480
D128_F10_V01,128,10,common_grid,first_difference,source_area,tail_mean_raw_100um,100,area_vs_mean,-0.47455052168230399,480
D128_F10_V01,128,10,common_grid,first_difference,source_area,tail_mean_raw_500um,500,area_vs_mean,-0.55042602432002663,480
D128_F10_V01,128,10,common_grid,first_difference,source_area,tail_q_raw_100um,100,area_vs_q,0.60594850903382302,480
D128_F10_V01,128,10,common_grid,first_difference,source_area,tail_q_raw_500um,500,area_vs_q,0.8879772102862683,480
D235_F01_V01,235,1,common_grid,first_difference,source_mean_raw,tail_mean_raw_100um,100,mean,0.072570648950153721,414
D235_F01_V01,235,1,common_grid,first_difference,source_mean_raw,tail_mean_raw_500um,500,mean,0.097621520929491223,414
D235_F01_V01,235,1,common_grid,first_difference,source_q_raw,tail_q_raw_100um,100,q,0.3343632451693288,414
D235_F01_V01,235,1,common_grid,first_difference,source_q_raw,tail_q_raw_500um,500,q,0.40691486865453186,414
D235_F01_V01,235,1,common_grid,first_difference,upper_mean_raw,tail_mean_raw_100um,100,mean,0.059490261287279876,414
D235_F01_V01,235,1,common_grid,first_difference,upper_mean_raw,tail_mean_raw_500um,500,mean,0.10825481101160089,414
D235_F01_V01,235,1,common_grid,first_difference,upper_q_raw,tail_q_raw_100um,100,q,0.14166132896677774,414
D235_F01_V01,235,1,common_grid,first_difference,upper_q_raw,tail_q_raw_500um,500,q,0.17946518149659382,414
