bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,36222812.4051449,0.104755988260183,0.196729143389681
5,9,7,122222455.967665,0.353466042870292,0.663800446982591
10,14,12,39099818.6545138,0.113076259737518,0.21235440651488
15,19,17,46474499.5947766,0.1344037585899,0.252406919498219
20,24,22,25704206.9479624,0.0743362931392822,0.139601711701036
25,29,27,18783080.8007913,0.0543204699251431,0.102012492978982
30,34,32,-2969379.1443829,-0.00858741290736517,-0.0161269480939216
35,39,37,10932728.2255362,0.0316173337629462,0.0593765673042121
40,44,42,520458.30542263,0.00150515988441097,0.00282665286865733
45,49,47,-9159614.88764449,-0.0264895088461326,-0.0497466395063717
50,54,52,32153442.7754298,0.092987414567208,0.174628054373299
55,59,57,47731642.6515502,0.138039402940863,0.259234569265199
60,64,62,11217672.8820479,0.0324413906793025,0.0609241257202186
65,69,67,-12730098.4497587,-0.0368153093370656,-0.0691382362936467
70,74,72,2450989.88655283,0.0070882366865884,0.0133115323969109
75,79,77,14799564.6808014,0.0428001836692741,0.0803776816010208
80,84,82,-2711301.71694605,-0.0078410557317707,-0.0147253078606897
85,89,87,17568983.6411822,0.0508093138510038,0.0954186291030837
90,94,92,15615897.3432695,0.0451610090477521,0.0848112530093402
95,99,97,9859874.01263364,0.0285146507886183,0.0535498057616334
100,104,102,16199353.037076,0.0468483567094164,0.0879800499973972
105,109,107,3592437.14300631,0.010389290013405,0.0195108285331407
110,114,112,-10912539.0866733,-0.0315589469880581,-0.0592669183915363
115,119,117,-10290362.2470934,-0.0297596181846013,-0.055887823601258
120,124,122,-11014108.7634337,-0.0318526854130952,-0.059818551856104
125,129,127,-393398.175449319,-0.00113770333976312,-0.00213657860691721
130,134,132,24600071.9162146,0.0711431463695135,0.133605061398106
