bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,55108230.1292262,0.462079142885118,0.772746317994609
5,9,7,9649903.18984436,0.0809138487015725,0.135314219699499
10,14,12,12807279.4865365,0.107388256054523,0.179588022397771
15,19,17,22530291.3205406,0.188915116270921,0.315927396333861
20,24,22,14969177.8193214,0.125515641497233,0.209902895015178
25,29,27,20493733.7897279,0.171838705795254,0.287370095008281
30,34,32,-1010215.50255865,-0.00847059527146741,-0.0141655848528016
35,39,37,7199208.21243616,0.060364921037262,0.100949742453917
40,44,42,23669768.1542249,0.198469559906864,0.331905527469717
45,49,47,19853754.0384346,0.16647251467919,0.278396081594253
50,54,52,-5053012.12181754,-0.0423691979358137,-0.0708550520087526
55,59,57,22559667.3644404,0.189161432604338,0.316339317197724
60,64,62,-1928635.86421495,-0.0161714938945446,-0.0270439870656281
65,69,67,-13067304.8857878,-0.109568553141413,-0.183234186852433
70,74,72,-18938371.9938028,-0.158797092158742,-0.265560283694577
75,79,77,12665889.3454789,0.106202708359758,0.177605401822826
80,84,82,-5596197.40610121,-0.0469237733595034,-0.0784717805343246
85,89,87,314170.176368386,0.00263429773512867,0.00440540090732534
90,94,92,17246707.178338,0.144612586030604,0.241839185151472
95,99,97,11513117.7193591,0.0965367887014667,0.161440846592439
100,104,102,4482768.87258827,0.037587743129118,0.062858907509648
105,109,107,4586700.56104296,0.0384592039872716,0.0643162729410544
110,114,112,-9250764.96045211,-0.0775670990328248,-0.129717367896955
115,119,117,-8977899.50947051,-0.0752791388966188,-0.125891155876364
120,124,122,-6223306.0190487,-0.0521820407668788,-0.0872653104753429
