z_index,relative_to_top_px,relative_to_bottom_px,V_sv_raw,B_sv_raw,T_raw,T_mov5,region
1,-206,-225,11862073.287695,3708358.99829654,8153714.2893985,-4764538.09262962,above_vessel
2,-205,-224,636919.40920506,5401457.50183468,-4764538.09262962,-4800494.26368331,above_vessel
3,-204,-223,3263425.01580914,8099875.45054613,-4836450.43473699,-4764538.09262962,above_vessel
4,-203,-222,1390235.97351634,6366841.51988354,-4976605.54636719,-4836450.43473699,above_vessel
5,-202,-221,5843018.40795149,4849288.67368171,993729.734269779,-4976605.54636719,above_vessel
6,-201,-220,1721515.10468517,12121997.0095162,-10400481.9048311,-4976605.54636719,above_vessel
7,-200,-219,275194.131642674,10655391.6730741,-10380197.5414315,-807818.238185214,above_vessel
8,-199,-218,6728808.24662292,6924861.49737278,-196053.25074986,-10185345.8200759,above_vessel
9,-198,-217,1909994.29639163,2717812.53457684,-807818.238185214,-3077281.83674967,above_vessel
10,-197,-216,229236.058427388,10414581.8785032,-10185345.8200759,-3077281.83674967,above_vessel
11,-196,-215,2910442.70678864,5987724.54353831,-3077281.83674967,-3077281.83674967,above_vessel
12,-195,-214,676064.719741122,6263798.87195534,-5587734.15221421,-3077281.83674967,above_vessel
13,-194,-213,4283921.21607122,3513407.35013785,770513.865933371,-2604415.40430536,above_vessel
14,-193,-212,286831.428138893,2891246.83244425,-2604415.40430536,-853060.662873308,above_vessel
15,-192,-211,2670189.13238938,3523249.79526269,-853060.662873308,-853060.662873308,above_vessel
16,-191,-210,4306690.61925915,1169460.1434125,3137230.47584665,-853060.662873308,above_vessel
17,-190,-209,248476.359190156,1582153.18621211,-1333676.82702195,-853060.662873308,above_vessel
18,-189,-208,5890042.23004646,2683459.94621848,3206582.28382798,-1333676.82702195,above_vessel
19,-188,-207,2457425.19558666,5593799.08318839,-3136373.88760173,-1333676.82702195,above_vessel
20,-187,-206,295756.516896569,4673226.13909167,-4377469.6221951,-1706007.54863257,above_vessel
21,-186,-205,3412416.15667127,4049508.12528562,-637091.968614345,-1706007.54863257,above_vessel
22,-185,-204,2349568.62921236,4055576.17784493,-1706007.54863257,-637091.968614345,above_vessel
23,-184,-203,2366986.22313408,2612143.51984203,-245157.296707944,-245157.296707944,above_vessel
24,-183,-202,12272722.5776747,6120874.27936368,6151848.29831097,-245157.296707944,above_vessel
25,-182,-201,2740377.79978488,2065241.03724285,675136.762542021,570583.169857886,above_vessel
26,-181,-200,3323174.40262696,7688839.3218593,-4365664.91923234,570583.169857886,above_vessel
27,-180,-199,10109198.8950957,9538615.72523785,570583.169857886,-967508.583335838,above_vessel
28,-179,-198,1108307.72029638,2075816.30363221,-967508.583335838,-1931796.75811803,above_vessel
29,-178,-197,3510255.4247125,5442052.18283053,-1931796.75811803,-967508.583335838,above_vessel
30,-177,-196,4363366.15115609,6393835.29894428,-2030469.14778818,-967508.583335838,above_vessel
31,-176,-195,8248814.05472676,6605293.36107964,1643520.69364712,-603426.194145995,above_vessel
32,-175,-194,1041933.45833949,1645359.65248548,-603426.194145995,1643520.69364712,above_vessel
33,-174,-193,11373319.0939905,3079372.61673416,8293946.47725638,5917634.15466873,above_vessel
34,-173,-192,11003031.9272367,4873718.78366421,6129313.14357253,5917634.15466873,above_vessel
35,-172,-191,10632144.9318473,4714510.77717853,5917634.15466873,5917634.15466873,above_vessel
36,-171,-190,1636501.72800825,1179795.15355205,456706.574456205,456706.574456205,above_vessel
37,-170,-189,2087422.8519992,2729231.35630077,-641808.504301572,456706.574456205,above_vessel
38,-169,-188,50719.2557600729,2586618.77205953,-2535899.51629946,456706.574456205,above_vessel
39,-168,-187,3265641.7464562,2233751.86086854,1031889.88558767,947981.832235716,above_vessel
40,-167,-186,10390075.1051244,2552510.22180353,7837564.88332089,1031889.88558767,above_vessel
41,-166,-185,5627734.97122891,4679753.13899319,947981.832235716,2069690.48416354,above_vessel
42,-165,-184,7233543.32684267,5163852.84267913,2069690.48416354,2069690.48416354,above_vessel
43,-164,-183,7593439.53669685,3852825.72956819,3740613.80712866,947981.832235716,above_vessel
44,-163,-182,588918.2171029,3664306.62523274,-3075388.40812984,-923014.739188966,above_vessel
45,-162,-181,1403709.16464999,4212910.35486511,-2809201.19021512,-923014.739188966,above_vessel
46,-161,-180,710253.904577837,1633268.6437668,-923014.739188966,-923014.739188966,above_vessel
47,-160,-179,1053417.94530913,726532.373644284,326885.571664844,-202426.178479888,above_vessel
48,-159,-178,4218618.91951389,1896747.09918159,2321871.8203323,-202426.178479888,above_vessel
49,-158,-177,8607518.27804344,8809944.45652333,-202426.178479888,-202426.178479888,above_vessel
50,-157,-176,591506.690598512,3607448.86155658,-3015942.17095806,-202426.178479888,above_vessel
51,-156,-175,162615.717096151,1627040.70590772,-1464424.98881157,-1464424.98881157,above_vessel
52,-155,-174,3541431.89463392,3484587.66400128,56844.23063264,-1464424.98881157,above_vessel
53,-154,-173,1083152.15282182,2645085.77325701,-1561933.62043519,-558838.76623837,above_vessel
54,-153,-172,1598051.986348,1511938.46579682,86113.5205511895,56844.23063264,above_vessel
55,-152,-171,2700794.20012241,3259632.96636078,-558838.76623837,-558838.76623837,above_vessel
56,-151,-170,15112796.8077808,1842486.09633658,13270310.7114442,-423382.451996583,above_vessel
57,-150,-169,996889.857839044,4101719.92608585,-3104830.0682468,-423382.451996583,above_vessel
58,-149,-168,2039185.79261123,2462568.24460782,-423382.451996583,-338014.614453379,above_vessel
59,-148,-167,2734934.54387179,3072949.15832517,-338014.614453379,-338014.614453379,above_vessel
60,-147,-166,5658570.18625454,2082155.89213785,3576414.29411669,560658.5553019,above_vessel
61,-146,-165,15598573.4545431,4418694.18185908,11179879.272684,1078988.70015469,above_vessel
62,-145,-164,6745256.81917122,6184598.26386932,560658.5553019,1078988.70015469,above_vessel
63,-144,-163,4064578.32687389,2985589.62671921,1078988.70015469,560658.5553019,above_vessel
64,-143,-162,593222.804390899,3706668.55785727,-3113445.75346637,560658.5553019,above_vessel
65,-142,-161,409239.057689392,1633783.73084508,-1224544.67315569,-1224544.67315569,above_vessel
66,-141,-160,9843408.90138543,3791089.98319213,6052318.9181933,-1224544.67315569,above_vessel
67,-140,-159,3624482.16462549,7512166.37184625,-3887684.20722075,4585989.92413003,above_vessel
68,-139,-158,9567850.05403843,1956925.61844611,7610924.43559232,4585989.92413003,above_vessel
69,-138,-157,5874930.96295434,1288941.03882431,4585989.92413003,4036528.10296243,above_vessel
70,-137,-156,7115367.61089942,3078839.50793698,4036528.10296243,4036528.10296243,above_vessel
71,-136,-155,5238800.45132556,4783311.60191277,455488.849412795,4036528.10296243,above_vessel
72,-135,-154,2833455.60614424,2376146.36942248,457309.236721764,3610749.6586606,above_vessel
73,-134,-153,13040898.2846559,2974478.33348673,10066419.9511692,457309.236721764,above_vessel
74,-133,-152,6555753.9178952,2945004.2592346,3610749.6586606,457309.236721764,above_vessel
75,-132,-151,418618.071898377,3827555.27791428,-3408937.20601591,3610749.6586606,above_vessel
76,-131,-150,3982124.95546818,5955910.60486116,-1973785.64939299,3610749.6586606,above_vessel
77,-130,-149,20948964.1106828,3852603.97717743,17096360.1335054,-1973785.64939299,above_vessel
78,-129,-148,22298362.5027969,6054417.66831749,16243944.8344795,-1973785.64939299,above_vessel
79,-128,-147,441176.174376841,3885615.95943942,-3444439.78506258,-3444439.78506258,above_vessel
80,-127,-146,267847.918756014,3986738.80374601,-3718890.88498999,-3444439.78506258,above_vessel
81,-126,-145,1924944.26080098,5394522.74562509,-3469578.4848241,-3444439.78506258,above_vessel
82,-125,-144,10879351.3487885,4587656.36934575,6291694.97944276,-2460960.38414284,above_vessel
83,-124,-143,2628927.94142821,1923816.52172452,705111.419703697,705111.419703697,above_vessel
84,-123,-142,1475399.37891869,3936359.76306152,-2460960.38414284,4169110.6107216,above_vessel
85,-122,-141,6240534.03568206,2071423.42496046,4169110.6107216,3611046.0371683,above_vessel
86,-121,-140,9687459.11126662,3281629.09432335,6405830.01694327,4169110.6107216,above_vessel
87,-120,-139,8358543.72690186,4747497.68973356,3611046.0371683,4169110.6107216,above_vessel
88,-119,-138,9749790.43690807,5538844.96495944,4210945.47194864,3713405.41184449,above_vessel
89,-118,-137,7571675.14336418,3858269.73151969,3713405.41184449,3611046.0371683,above_vessel
90,-117,-136,1577942.42273426,4087375.77294334,-2509433.35020908,1516948.82278237,above_vessel
91,-116,-135,2268390.30583727,1681813.77167171,586576.534165562,1516948.82278237,above_vessel
92,-115,-134,4557450.46065842,3040501.63787604,1516948.82278237,586576.534165562,above_vessel
93,-114,-133,7990307.24854283,3027309.6008779,4962997.64766493,586576.534165562,above_vessel
94,-113,-132,1693475.50145012,3035020.59657327,-1341545.09512316,489986.910254861,above_vessel
95,-112,-131,4268079.80122505,3778092.89097019,489986.910254861,-1341545.09512316,above_vessel
96,-111,-130,1434146.1000847,3072838.04536551,-1638691.94528081,-1341545.09512316,above_vessel
97,-110,-129,55539.2725663175,8867305.10503805,-8811765.83247173,-1039718.23380801,above_vessel
98,-109,-128,668291.133431841,1708009.36723985,-1039718.23380801,-1638691.94528081,above_vessel
99,-108,-127,7145834.24723595,4750957.27338805,2394876.97384789,-6728084.47322068,above_vessel
100,-107,-126,3395525.80506181,10123610.2782825,-6728084.47322068,-4293145.33211105,above_vessel
101,-106,-125,1777767.08350251,8586738.46519871,-6808971.3816962,-4293145.33211105,above_vessel
102,-105,-124,286366.534843654,4579511.8669547,-4293145.33211105,-5111659.72059867,above_vessel
103,-104,-123,11338542.1209255,1302446.36471309,10036095.7562124,-4293145.33211105,above_vessel
104,-103,-122,1495634.51332181,6607294.23392049,-5111659.72059867,9113908.83699955,above_vessel
105,-102,-121,13188495.018996,4074586.18199644,9113908.83699955,9113908.83699955,above_vessel
106,-101,-120,18389653.493875,7358381.78225107,11031271.7116239,-3362782.94523976,above_vessel
107,-100,-119,1516780.58190769,9335668.8169152,-7818888.23500751,-3362782.94523976,above_vessel
108,-99,-118,648582.897670002,4011365.84290976,-3362782.94523976,-3362782.94523976,above_vessel
109,-98,-117,722074.479961401,4164292.38659596,-3442217.90663456,-3362782.94523976,above_vessel
110,-97,-116,5825289.34652961,2787960.43764781,3037328.9088818,-2018767.29981656,above_vessel
111,-96,-115,11847725.2174049,6284428.48918267,5563296.72822222,-2018767.29981656,above_vessel
112,-95,-114,2254902.74828304,4273670.0480996,-2018767.29981656,3037328.9088818,above_vessel
113,-94,-113,1995531.02566497,8211812.0766109,-6216281.05094593,3668955.46874248,above_vessel
114,-93,-112,8061557.02062551,4392601.55188303,3668955.46874248,3668955.46874248,above_vessel
115,-92,-111,24944541.3700005,2479131.38823475,22465409.9817657,3668955.46874248,above_vessel
116,-91,-110,14094331.7710959,7340199.16674532,6754132.60435061,3668955.46874248,above_vessel
117,-90,-109,6253649.55716952,8309190.97355887,-2055541.41638935,-1230654.6366866,above_vessel
118,-89,-108,1742629.89438111,2973284.53106771,-1230654.6366866,-1230654.6366866,above_vessel
119,-88,-107,8509046.68448075,10514158.1322675,-2005111.4477867,-1230654.6366866,above_vessel
120,-87,-106,43631085.8244907,3996768.13920698,39634317.6852837,-1230654.6366866,above_vessel
121,-86,-105,13434553.0709621,11120489.9257889,2314063.14517313,-1160608.03367856,above_vessel
122,-85,-104,1027324.62388664,6875899.55230432,-5848574.92841768,-777335.010802481,above_vessel
123,-84,-103,6168052.06069507,7328660.09437363,-1160608.03367856,-777335.010802481,above_vessel
124,-83,-102,5884402.18893147,6661737.19973395,-777335.010802481,-1160608.03367856,above_vessel
125,-82,-101,22167420.6094703,2097184.65725009,20070235.9522202,-1160608.03367856,above_vessel
126,-81,-100,3751789.3968882,7541979.82662707,-3790190.42973887,-777335.010802481,above_vessel
127,-80,-99,1777125.24755312,4047469.02296249,-2270343.77540938,-434574.724196735,above_vessel
128,-79,-98,4514253.33360933,4948828.05780607,-434574.724196735,-2270343.77540938,above_vessel
129,-78,-97,13620431.7215886,5211703.77842811,8408727.94316053,-2270343.77540938,above_vessel
130,-77,-96,2097263.80715862,8531956.72815385,-6434692.92099523,-434574.724196735,above_vessel
131,-76,-95,267398.112616667,5802181.83859873,-5534783.72598206,-5534783.72598206,above_vessel
132,-75,-94,15733723.3060627,12014301.7312854,3719421.5747773,-5534783.72598206,above_vessel
133,-74,-93,1687205.6906406,12166891.2501231,-10479685.5594825,-5534783.72598206,above_vessel
134,-73,-92,173687.055090223,4702146.38070968,-4528459.32561946,-4528459.32561946,above_vessel
135,-72,-91,792969.335171974,7137579.67919832,-6344610.34402635,-6344610.34402635,above_vessel
136,-71,-90,21368564.5540425,10387988.348254,10980576.2057886,-4528459.32561946,above_vessel
137,-70,-89,2704754.29273036,10448860.6425174,-7744106.34978702,3775944.08055063,above_vessel
138,-69,-88,7083608.16451596,3307664.08396533,3775944.08055063,3775944.08055063,above_vessel
139,-68,-87,25121671.0894689,12198157.1298912,12923513.9595777,3775944.08055063,above_vessel
140,-67,-86,3999545.26138198,6365327.82400848,-2365782.5626265,3775944.08055063,above_vessel
141,-66,-85,35435822.4609965,17968339.9490674,17467482.5119291,1461389.48208944,above_vessel
142,-65,-84,5255249.68390364,12105085.0763247,-6849835.39242104,1461389.48208944,above_vessel
143,-64,-83,9779698.1975455,8318308.71545606,1461389.48208944,1461389.48208944,above_vessel
144,-63,-82,43916791.9447379,5733122.66725528,38183669.2774826,-1205461.62508095,above_vessel
145,-62,-81,5865432.16346743,9387758.67567383,-3522326.5122064,1461389.48208944,above_vessel
146,-61,-80,3705390.47739693,4910852.10247788,-1205461.62508095,37241692.7715216,above_vessel
147,-60,-79,69261446.9754051,4835350.07024992,64426096.9051552,-1205461.62508095,above_vessel
148,-59,-78,48529177.6934864,11287484.9219648,37241692.7715216,4116811.60649063,above_vessel
149,-58,-77,6755743.08496311,8403886.83126505,-1648143.74630194,37241692.7715216,above_vessel
150,-57,-76,15136258.8415675,11019447.2350769,4116811.60649063,12409874.6437029,above_vessel
151,-56,-75,81220603.9846843,28508060.7050953,52712543.279589,12409874.6437029,above_vessel
152,-55,-74,20744500.0428922,8334625.39918924,12409874.6437029,14095894.1139985,above_vessel
153,-54,-73,33610442.8376166,19514548.7236181,14095894.1139985,52712543.279589,above_vessel
154,-53,-72,176744604.062357,16141879.2139623,160602724.848395,42550115.9723306,above_vessel
155,-52,-71,129229476.346818,11652786.1674005,117576690.179417,42550115.9723306,above_vessel
156,-51,-70,83020499.4001376,40470383.427807,42550115.9723306,42550115.9723306,above_vessel
157,-50,-69,18789574.8382293,249520258.662121,-230730683.823891,42550115.9723306,above_vessel
158,-49,-68,144220211.733349,445198448.533806,-300978236.800457,-8925789.47296065,above_vessel
159,-48,-67,162045277.059153,58826649.006547,103218628.052607,-85577720.8822394,above_vessel
160,-47,-66,28256030.2176123,37181819.690573,-8925789.47296065,-49842143.5393638,above_vessel
161,-46,-65,12045308.3869388,97623029.2691782,-85577720.8822394,-49842143.5393638,above_vessel
162,-45,-64,17541513.6800412,67383657.219405,-49842143.5393638,-49842143.5393638,above_vessel
163,-44,-63,10578595.0981692,70498405.7296767,-59919810.6315075,-49842143.5393638,above_vessel
164,-43,-62,1595207.38724845,32922324.4510954,-31327117.063847,-41868980.0926003,above_vessel
165,-42,-61,28904482.4609155,70773462.5535159,-41868980.0926003,-31327117.063847,above_vessel
166,-41,-60,112683517.5377,65861049.384847,46822468.1528526,-31327117.063847,above_vessel
167,-40,-59,18279544.5516399,45519594.1967278,-27240049.6450879,-27240049.6450879,above_vessel
168,-39,-58,6236621.52996136,40990105.7160938,-34753484.1861325,-27240049.6450879,above_vessel
169,-38,-57,1140238.131295,27317999.5449335,-26177761.4136385,-27240049.6450879,above_vessel
170,-37,-56,5215548.05338333,53991110.6160178,-48775562.5626345,-26177761.4136385,above_vessel
171,-36,-55,28056662.5760408,22305259.6261301,5751402.94991068,1892705.40005968,above_vessel
172,-35,-54,26782458.3699034,17602665.1616933,9179793.20821018,1892705.40005968,above_vessel
173,-34,-53,28692956.2415035,26800250.8414438,1892705.40005968,5751402.94991068,above_vessel
174,-33,-52,1844719.82301405,17928494.6110012,-16083774.7879871,5914383.34017082,above_vessel
175,-32,-51,17114770.2008644,11200386.8606936,5914383.34017082,1892705.40005968,above_vessel
176,-31,-50,73967900.7509749,23632669.4473199,50335231.303655,-16083774.7879871,above_vessel
177,-30,-49,24438019.1662689,57125136.6877116,-32687117.5214428,-24175452.5629641,above_vessel
178,-29,-48,30814161.2173005,54989613.7802646,-24175452.5629641,-24175452.5629641,above_vessel
179,-28,-47,9389028.99129037,34415329.8133122,-25026300.8220218,-25026300.8220218,above_vessel
180,-27,-46,30199448.5478903,44156137.4372399,-13956688.8893496,-24175452.5629641,above_vessel
181,-26,-45,9969617.78102924,40808666.7352362,-30839048.9542069,-21788615.7175739,above_vessel
182,-25,-44,104073449.121983,26713207.3435755,77360241.7784072,-21788615.7175739,above_vessel
183,-24,-43,2972880.83314692,24761496.5507209,-21788615.7175739,-21788615.7175739,above_vessel
184,-23,-42,20600917.580512,48480911.677131,-27879994.096619,-15815357.5092911,above_vessel
185,-22,-41,93502068.9933348,29824001.8067292,63678067.1866056,-15815357.5092911,above_vessel
186,-21,-40,7833729.44056356,23649086.9498546,-15815357.5092911,-3077595.12768313,above_vessel
187,-20,-39,8575139.98013213,8387476.37299641,187663.607135723,187663.607135723,above_vessel
188,-19,-38,10082124.7457674,13159719.8734506,-3077595.12768313,187663.607135723,above_vessel
189,-18,-37,129606592.254145,15962615.6678702,113643976.586275,187663.607135723,above_vessel
190,-17,-36,26422918.4658606,11087313.7893296,15335604.676531,-3077595.12768313,above_vessel
191,-16,-35,1915951.97879056,8086614.67987759,-6170662.70108703,9246477.58820075,above_vessel
192,-15,-34,606140.009575792,10397692.8330069,-9791552.82343113,-6170662.70108703,above_vessel
193,-14,-33,34178863.6835223,24932386.0953215,9246477.58820075,-6170662.70108703,above_vessel
194,-13,-32,2369186.4228053,19283106.8457662,-16913920.4229609,6879454.04489808,above_vessel
195,-12,-31,38953576.1432182,22236757.8090646,16716818.3341536,6879454.04489808,above_vessel
196,-11,-30,13950466.3814324,7071012.33653431,6879454.04489808,6879454.04489808,above_vessel
197,-10,-29,7109501.79613203,10330401.8081897,-3220900.01205764,6879454.04489808,above_vessel
198,-9,-28,79491440.2169396,46719678.5477547,32771761.669185,6879454.04489808,above_vessel
199,-8,-27,24104707.0738688,18150803.605553,5953903.4683158,16196577.2224288,above_vessel
200,-7,-26,41855764.7900193,14515979.8431058,27339784.9469135,16196577.2224288,above_vessel
201,-6,-25,25768033.1253901,9571455.90296126,16196577.2224288,5953903.4683158,above_vessel
202,-5,-24,1884053.70122899,10108588.8954662,-8224535.19423722,5600062.85744892,above_vessel
203,-4,-23,19707066.541316,14107003.6838671,5600062.85744892,5600062.85744892,above_vessel
