scan_id,frame_count,valid_frame_count,invalid_frame_count,geometry_qc_failure_count,source_qc_failure_count,background_qc_failure_count,window_qc_failure_count,flow_speed_mm_s,q_vessel_median,q_vessel_iqr,q_tail_median,q_tail_iqr,ratio_tail_to_vessel_median,ratio_tail_to_vessel_iqr,source_mean_median,source_mean_iqr,detection_detected_count,detection_right_censored_count,detection_not_detected_count,detection_not_evaluable_count
flow01,3,3,0,0,0,0,0,1,2126926934604.4617,538879959204.0386,1539374095495.377,440313110830.6387,0.6973502078625893,0.6932461489847126,132986067.24321234,37801012.80023725,0,0,0,3
flow03,3,3,0,0,0,0,0,3,1881235420330.2244,291628165322.2822,1269280347049.976,620123756762.5544,0.6594242448128337,0.49134861755724124,121040377.83871613,13767062.664733618,0,0,0,3
flow05,3,3,0,0,0,0,0,5,1932150025933.9336,920925573504.3572,1277901482215.6074,755780359973.3884,0.6128700768388157,2.9083138911414594,100878562.50120166,40377018.47275465,0,0,0,3
flow07,3,3,0,0,0,0,0,7,718933424326.1809,574210778526.6233,1524713502638.343,597205891706.7544,2.12079929941688,3.0231523100599027,62567778.76004226,39591573.08311123,0,0,0,3
flow10,3,3,0,0,0,0,0,10,2536217197612.264,100653876497.0752,1436031340485.286,381054186034.9407,0.5662099215466426,0.12932477119551167,141895121.9782089,18826035.844085753,0,0,0,3
