bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,15102687.3500591,0.0563564105540676,0.103625950071039
5,9,7,47175183.810549,0.176036487094496,0.323688965336681
10,14,12,-6956392.11451736,-0.02595811466489,-0.0477307597796972
15,19,17,1194600.37406897,0.00445770925191071,0.00819666035910029
20,24,22,8455385.10974206,0.0315516797502603,0.0580159871488107
25,29,27,40210082.3609824,0.150045873123337,0.275898447111481
30,34,32,9523356.54103774,0.0355368669588056,0.0653437925685731
35,39,37,-10230646.7133865,-0.0381761545511286,-0.0701968107359169
40,44,42,38184235.6701811,0.1424863279126,0.261998252850243
45,49,47,14408188.0680101,0.0537648527894486,0.0988606956326822
50,54,52,-9566283.84429988,-0.0356970522735476,-0.0656383350219405
55,59,57,-299222.131073549,-0.00111656189887146,-0.00205309008231943
60,64,62,1670678.90227521,0.00623421937687613,0.0114632372702353
65,69,67,-5781040.54542261,-0.0215722332625969,-0.0396661736440084
70,74,72,1312095.56004369,0.00489614823865778,0.00900284471511532
75,79,77,7049165.76116792,0.0263043040282827,0.0483673191583618
80,84,82,4242557.82083162,0.0158313103362509,0.029109990475521
85,89,87,-1810811.4858763,-0.00675713091112,-0.0124247464225462
90,94,92,9104288.10191704,0.033973092747109,0.0624683860834816
95,99,97,2510813.05181653,0.00936922071502258,0.0172277543667904
100,104,102,-3359773.91814235,-0.0125371593750788,-0.0230528353147716
105,109,107,-11986556.0229799,-0.044728415327868,-0.0822448500171168
110,114,112,-6224111.31046147,-0.0232255733179306,-0.0427062702779147
115,119,117,-1399807.360947,-0.00522344907906908,-0.00960467262099536
120,124,122,-1944084.93075823,-0.00725444723646205,-0.0133391921119139
125,129,127,8626356.34302749,0.0321896672019393,0.0591890933698006
