bin_start_r_px,bin_end_r_px,bin_center_r_px,T_bin_median,H_peak,H_median
0,4,2,13462825.4334994,0.0413451544287474,1.05926629024559
5,9,7,14710850.9583387,0.045177916601174,1.15746197542018
10,14,12,10436729.0102724,0.032051828555021,0.821170509535168
15,19,17,874604.346200906,0.00268596305703793,0.0688145965948315
20,24,22,4034077.63917467,0.0123888973969916,0.317404580228631
