scan_id,frame_count,valid_frame_count,invalid_frame_count,geometry_qc_failure_count,source_qc_failure_count,background_qc_failure_count,window_qc_failure_count,flow_speed_mm_s,q_vessel_median,q_vessel_iqr,q_tail_median,q_tail_iqr,ratio_tail_to_vessel_median,ratio_tail_to_vessel_iqr,source_mean_median,source_mean_iqr,detection_detected_count,detection_right_censored_count,detection_not_detected_count,detection_not_evaluable_count
flow01,3,3,0,0,0,0,0,1,1898914363909.7666,510174149844.72705,1079795908139.8783,287738016595.5713,0.44388927277749973,0.10034571444891249,158703159.12184653,33977466.24426243,0,0,0,3
flow03,3,3,0,0,0,0,0,3,1915289157213.269,154048428456.3296,1036208887053.2222,115068932703.48315,0.5105051873589946,0.06279578110632489,124984795.84114824,5224745.850021169,0,0,0,3
flow05,3,3,0,0,0,0,0,5,2046264244474.244,984850302917.8489,805281301137.1171,182727350675.24658,0.3935372976934471,0.09993163196772498,133531753.08775407,51405275.65395494,0,0,0,3
flow07,3,2,1,0,1,0,0,7,1421380139903.039,101534282865.9502,558012689822.9043,27002801432.649536,0.39323463263703906,0.009092567587928424,101191070.87670319,7228441.2350129485,0,0,0,3
flow10,3,2,1,0,1,0,0,10,1599260604371.689,934550335975.1692,795097549468.0636,428100626945.56555,0.5174329968963822,0.0346826239556991,106334705.38237628,59012569.668299794,0,0,0,3
