scan_id,frame_id,variant,q_vessel,q_tail,ratio_tail_to_vessel,q_tail_direct_check,source_area_um2,tail_area_um2,requested_tail_area_um2,source_mean,tail_window_complete,source_window_complete,source_qc_valid,background_complete,background_excluded_side,valid,invalid_reason,tail_gap_um,requested_tail_length_um,lateral_width_um,x_left_edge_px,x_right_edge_px,z_top_edge_px,diameter_um,dx_um,dz_um,z_bottom_edge_px
flow01,flow01_Bscan000,x_minus_1px,1420657360052.806,900308784445.9598,0.6337268997870784,900308784445.96,11495.791953125,57149.99999999999,57150.0,123580642.88616638,True,True,True,True,,True,ok,0.0,500.0,114.3,223.5,232.5,214.5,128.0,12.7,6.7,233.6044776119403
flow01,flow01_Bscan000,x_plus_1px,2068613783575.473,1215706271252.9546,0.5876912746620495,1215706271252.9546,11495.791953125,57149.99999999999,57150.0,179945304.50885063,True,True,True,True,,True,ok,0.0,500.0,114.3,225.5,234.5,214.5,128.0,12.7,6.7,233.6044776119403
flow01,flow01_Bscan000,z_minus_1px,1907346322466.9397,1117839419492.1284,0.5860705034659505,1117839419492.129,11495.791953125,57149.99999999999,57150.0,165916913.79282913,True,True,True,True,,True,ok,0.0,500.0,114.3,224.5,233.5,213.5,128.0,12.7,6.7,232.6044776119403
flow01,flow01_Bscan000,z_plus_1px,1802957587792.5378,986254066180.4384,0.5470201145374498,986254066180.4384,11495.791953125,57149.99999999999,57150.0,156836309.76832563,True,True,True,True,,True,ok,0.0,500.0,114.3,224.5,233.5,215.5,128.0,12.7,6.7,234.6044776119403
flow01,flow01_Bscan000,background_skip_plus_2px,1919793229487.3845,1076848695296.4181,0.5609191025139483,1076848695296.4181,11495.791953125,57149.99999999999,57150.0,166999649.72535107,True,True,True,True,,True,ok,0.0,500.0,114.3,224.5,233.5,214.5,128.0,12.7,6.7,233.6044776119403
flow01,flow01_Bscan249,x_minus_1px,2593607149186.063,1218819677650.7478,0.46993226327018844,1218819677650.7476,16597.868125,82549.99999999999,82550.0,156261462.59588158,True,True,True,True,,True,ok,0.0,500.0,165.1,232.5,245.5,199.5,128.0,12.7,6.7,218.6044776119403
flow01,flow01_Bscan249,x_plus_1px,2610296209993.491,1162831746448.0427,0.44547884718835884,1162831746448.043,16597.868125,82549.99999999999,82550.0,157266956.8365721,True,True,True,True,,True,ok,0.0,500.0,165.1,234.5,247.5,199.5,128.0,12.7,6.7,218.6044776119403
flow01,flow01_Bscan249,z_minus_1px,2571992258136.2583,1252217845666.2705,0.4868668798302156,1252217845666.2705,16597.868125,82549.99999999999,82550.0,154959193.4799312,True,True,True,True,,True,ok,0.0,500.0,165.1,233.5,246.5,198.5,128.0,12.7,6.7,217.6044776119403
flow01,flow01_Bscan249,z_plus_1px,2666502739098.6772,1066281384748.8531,0.3998801010454893,1066281384748.8535,16597.868125,82549.99999999999,82550.0,160653327.22353324,True,True,True,True,,True,ok,0.0,500.0,165.1,233.5,246.5,200.5,128.0,12.7,6.7,219.6044776119403
flow01,flow01_Bscan249,background_skip_plus_2px,2655869821540.0835,1241280928373.6995,0.467372654452584,1241280928373.6995,16597.868125,82549.99999999999,82550.0,160012707.74888045,True,True,True,True,,True,ok,0.0,500.0,165.1,233.5,246.5,199.5,128.0,12.7,6.7,218.6044776119403
flow01,flow01_Bscan499,x_minus_1px,1573826461036.21,624729186244.0786,0.3969492200764981,624729186244.0789,16597.868125,82549.99999999999,82550.0,94821000.45521417,True,True,True,True,,True,ok,0.0,500.0,165.1,241.5,254.5,205.5,128.0,12.7,6.7,224.6044776119403
flow01,flow01_Bscan499,x_plus_1px,1510908048713.2893,465973613276.76056,0.30840633463670425,465973613276.7607,16597.868125,82549.99999999999,82550.0,91030247.82065433,True,True,True,True,,True,ok,0.0,500.0,165.1,243.5,256.5,205.5,128.0,12.7,6.7,224.6044776119403
flow01,flow01_Bscan499,z_minus_1px,1666431202342.0557,612063509334.4799,0.3672899958151685,612063509334.4801,16597.868125,82549.99999999999,82550.0,100400315.85936315,True,True,True,True,,True,ok,0.0,500.0,165.1,242.5,255.5,204.5,128.0,12.7,6.7,223.6044776119403
flow01,flow01_Bscan499,z_plus_1px,1535898390000.525,552109721132.3782,0.35947021282585595,552109721132.3782,16597.868125,82549.99999999999,82550.0,92535883.42994048,True,True,True,True,,True,ok,0.0,500.0,165.1,242.5,255.5,206.5,128.0,12.7,6.7,225.6044776119403
flow01,flow01_Bscan499,background_skip_plus_2px,1642982966848.8481,638424311533.5187,0.3885763421869076,638424311533.5187,16597.868125,82549.99999999999,82550.0,98987590.12153846,True,True,True,True,,True,ok,0.0,500.0,165.1,242.5,255.5,205.5,128.0,12.7,6.7,224.6044776119403
flow03,flow03_Bscan000,x_minus_1px,2138781918043.8164,948357972597.6183,0.4434103190216842,948357972597.6182,17878.20671875,88899.99999999999,88899.99999999999,119630673.90873948,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,226.5,240.5,212.5,128.0,12.7,6.7,231.6044776119403
flow03,flow03_Bscan000,x_plus_1px,2062742438955.7375,1135498711004.927,0.5504801227533636,1135498711004.927,17878.20671875,88899.99999999999,88899.99999999999,115377480.04627387,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,228.5,242.5,212.5,128.0,12.7,6.7,231.6044776119403
flow03,flow03_Bscan000,z_minus_1px,2045541018948.3552,1143518092506.8774,0.5590296561712451,1143518092506.8774,17878.20671875,88899.99999999999,88899.99999999999,114415335.44877674,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,227.5,241.5,211.5,128.0,12.7,6.7,230.6044776119403
flow03,flow03_Bscan000,z_plus_1px,2159030546297.4885,938729631203.9965,0.43479219542021746,938729631203.9965,17878.20671875,88899.99999999999,88899.99999999999,120763261.11797205,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,227.5,241.5,213.5,128.0,12.7,6.7,232.6044776119403
flow03,flow03_Bscan000,background_skip_plus_2px,2179541530367.459,981066568302.8157,0.4501252004761814,981066568302.8158,17878.20671875,88899.99999999999,88899.99999999999,121910522.94308896,True,True,True,True,,True,ok,0.0,500.0,177.79999999999998,227.5,241.5,212.5,128.0,12.7,6.7,231.6044776119403
flow03,flow03_Bscan249,x_minus_1px,1923365252036.2595,773617230324.9349,0.4022206544003586,773617230324.935,15324.177187500001,76199.99999999999,76199.99999999999,125511812.38005763,True,True,True,True,,True,ok,0.0,500.0,152.39999999999998,237.5,249.5,199.5,128.0,12.7,6.7,218.6044776119403
flow03,flow03_Bscan249,x_plus_1px,1858152750026.1394,818938288311.9805,0.44072710830714007,818938288311.9805,15324.177187500001,76199.99999999999,76199.99999999999,121256281.97133107,True,True,True,True,,True,ok,0.0,500.0,152.39999999999998,239.5,251.5,199.5,128.0,12.7,6.7,218.6044776119403
flow03,flow03_Bscan249,z_minus_1px,2003674254351.0786,888117306014.5321,0.4432443567540687,888117306014.5321,15324.177187500001,76199.99999999999,76199.99999999999,130752485.42450191,True,True,True,True,,True,ok,0.0,500.0,152.39999999999998,238.5,250.5,198.5,128.0,12.7,6.7,217.6044776119403
flow03,flow03_Bscan249,z_plus_1px,1753476903804.1814,796481578337.7804,0.45422986559435574,796481578337.7805,15324.177187500001,76199.99999999999,76199.99999999999,114425517.42579041,True,True,True,True,,True,ok,0.0,500.0,152.39999999999998,238.5,250.5,200.5,128.0,12.7,6.7,219.6044776119403
flow03,flow03_Bscan249,background_skip_plus_2px,1966488521195.6182,907850643922.3063,0.4616607898480568,907850643922.3063,15324.177187500001,76199.99999999999,76199.99999999999,128325879.89126696,True,True,True,True,,True,ok,0.0,500.0,152.39999999999998,238.5,250.5,199.5,128.0,12.7,6.7,218.6044776119403
flow03,flow03_Bscan499,x_minus_1px,1694439376067.739,1056628614814.0634,0.6235859657995945,1056628614814.0634,14046.497656250001,69850.0,69850.0,120630737.82052687,True,True,True,True,,True,ok,0.0,500.0,139.7,238.5,249.5,199.5,128.0,12.7,6.7,218.6044776119403
flow03,flow03_Bscan499,x_plus_1px,1802511344669.1628,1106789089504.5803,0.6140261434569351,1106789089504.58,14046.497656250001,69850.0,69850.0,128324610.78773853,True,True,True,True,,True,ok,0.0,500.0,139.7,240.5,251.5,199.5,128.0,12.7,6.7,218.6044776119403
flow03,flow03_Bscan499,z_minus_1px,1942838197874.794,1067338234981.6332,0.5493706249697782,1067338234981.6334,14046.497656250001,69850.0,69850.0,138314777.49261764,True,True,True,True,,True,ok,0.0,500.0,139.7,239.5,250.5,198.5,128.0,12.7,6.7,217.6044776119403
flow03,flow03_Bscan499,z_plus_1px,1721874875109.9607,964662382792.8365,0.5602395369937855,964662382792.8365,14046.497656250001,69850.0,69850.0,122583929.26465987,True,True,True,True,,True,ok,0.0,500.0,139.7,239.5,250.5,200.5,128.0,12.7,6.7,219.6044776119403
flow03,flow03_Bscan499,background_skip_plus_2px,1898314621960.5513,1145836340420.0947,0.6036071824788938,1145836340420.0945,14046.497656250001,69850.0,69850.0,135145049.56442964,True,True,True,True,,True,ok,0.0,500.0,139.7,239.5,250.5,199.5,128.0,12.7,6.7,218.6044776119403
flow05,flow05_Bscan000,x_minus_1px,2947239535543.193,664835476829.2871,0.22557904398725914,664835476829.2872,19158.545312500002,95249.99999999999,95250.0,153834202.30868286,True,True,True,True,,True,ok,0.0,500.0,190.5,225.5,240.5,213.5,128.0,12.7,6.7,232.6044776119403
flow05,flow05_Bscan000,x_plus_1px,2971609507741.399,1011699712798.3169,0.34045513388038295,1011699712798.3171,19158.545312500002,95249.99999999999,95250.0,155106218.10115045,True,True,True,True,,True,ok,0.0,500.0,190.5,227.5,242.5,213.5,128.0,12.7,6.7,232.6044776119403
flow05,flow05_Bscan000,z_minus_1px,3030818992673.8535,919758956236.132,0.30346878466163396,919758956236.1318,19158.545312500002,95249.99999999999,95250.0,158196718.13477373,True,True,True,True,,True,ok,0.0,500.0,190.5,226.5,241.5,212.5,128.0,12.7,6.7,231.6044776119403
flow05,flow05_Bscan000,z_plus_1px,2795297848192.0127,762109080187.9615,0.2726396690359457,762109080187.9615,19158.545312500002,95249.99999999999,95250.0,145903449.4841432,True,True,True,True,,True,ok,0.0,500.0,190.5,226.5,241.5,214.5,128.0,12.7,6.7,233.6044776119403
flow05,flow05_Bscan000,background_skip_plus_2px,2983775465535.3027,708639691353.027,0.23749766010824605,708639691353.0267,19158.545312500002,95249.99999999999,95250.0,155741232.79540107,True,True,True,True,,True,ok,0.0,500.0,190.5,226.5,241.5,213.5,128.0,12.7,6.7,232.6044776119403
flow05,flow05_Bscan249,x_minus_1px,2043311853471.345,872227009170.8385,0.4268692552676323,872227009170.8386,15324.177187500001,76199.99999999999,76199.99999999999,133339090.80208778,True,True,True,True,,True,ok,0.0,500.0,152.39999999999998,234.5,246.5,199.5,128.0,12.7,6.7,218.6044776119403
flow05,flow05_Bscan249,x_plus_1px,1990216362582.197,815053521754.7565,0.40953010792116545,815053521754.7565,15324.177187500001,76199.99999999999,76199.99999999999,129874272.41481031,True,True,True,True,,True,ok,0.0,500.0,152.39999999999998,236.5,248.5,199.5,128.0,12.7,6.7,218.6044776119403
flow05,flow05_Bscan249,z_minus_1px,2163701186605.9976,895775184409.194,0.4140013371320998,895775184409.1941,15324.177187500001,76199.99999999999,76199.99999999999,141195260.28261656,True,True,True,True,,True,ok,0.0,500.0,152.39999999999998,235.5,247.5,198.5,128.0,12.7,6.7,217.6044776119403
flow05,flow05_Bscan249,z_plus_1px,2049171124313.7212,704614796933.7548,0.3438535652651919,704614796933.7549,15324.177187500001,76199.99999999999,76199.99999999999,133721445.48062515,True,True,True,True,,True,ok,0.0,500.0,152.39999999999998,235.5,247.5,200.5,128.0,12.7,6.7,219.6044776119403
flow05,flow05_Bscan249,background_skip_plus_2px,2044090000851.9277,854350726193.0519,0.4179614037723285,854350726193.0519,15324.177187500001,76199.99999999999,76199.99999999999,133389869.86650747,True,True,True,True,,True,ok,0.0,500.0,152.39999999999998,235.5,247.5,199.5,128.0,12.7,6.7,218.6044776119403
flow05,flow05_Bscan499,x_minus_1px,1026744854568.514,373018476904.4303,0.363302017287625,373018476904.4302,19158.545312500002,95249.99999999999,95250.0,53592004.915875,True,True,True,True,,True,ok,0.0,500.0,190.5,239.5,254.5,207.5,128.0,12.7,6.7,226.6044776119403
flow05,flow05_Bscan499,x_plus_1px,1010943127136.706,542049154187.88025,0.5361816502211414,542049154187.8804,19158.545312500002,95249.99999999999,95250.0,52767217.48164855,True,True,True,True,,True,ok,0.0,500.0,190.5,241.5,256.5,207.5,128.0,12.7,6.7,226.6044776119403
flow05,flow05_Bscan499,z_minus_1px,1101986911272.071,548546161310.32416,0.4977791983727952,548546161310.3243,19158.545312500002,95249.99999999999,95250.0,57519341.54171294,True,True,True,True,,True,ok,0.0,500.0,190.5,240.5,255.5,206.5,128.0,12.7,6.7,225.6044776119403
flow05,flow05_Bscan499,z_plus_1px,958935155362.1221,458419467531.3597,0.4780505386292226,458419467531.3596,19158.545312500002,95249.99999999999,95250.0,50052607.84264578,True,True,True,True,,True,ok,0.0,500.0,190.5,240.5,255.5,208.5,128.0,12.7,6.7,227.6044776119403
flow05,flow05_Bscan499,background_skip_plus_2px,1009607388555.2373,451468506315.5208,0.4471723478188672,451468506315.52094,19158.545312500002,95249.99999999999,95250.0,52697497.23098854,True,True,True,True,,True,ok,0.0,500.0,190.5,240.5,255.5,207.5,128.0,12.7,6.7,226.6044776119403
flow07,flow07_Bscan000,x_minus_1px,1243254279142.0903,1433143343147.7507,,1433143343147.751,12770.147656250001,63499.99999999999,63500.0,97356296.30982484,True,True,False,True,,False,source_qc_failed,0.0,500.0,127.0,222.5,232.5,208.5,128.0,12.7,6.7,227.6044776119403
flow07,flow07_Bscan000,x_plus_1px,1513131105581.951,1594333897926.6611,,1594333897926.6611,12770.147656250001,63499.99999999999,63500.0,118489711.02862622,True,True,False,True,,False,source_qc_failed,0.0,500.0,127.0,224.5,234.5,208.5,128.0,12.7,6.7,227.6044776119403
flow07,flow07_Bscan000,z_minus_1px,1297503542096.5183,1656678124840.1035,,1656678124840.1038,12770.147656250001,63499.99999999999,63500.0,101604427.5307569,True,True,False,True,,False,source_qc_failed,0.0,500.0,127.0,223.5,233.5,207.5,128.0,12.7,6.7,226.6044776119403
flow07,flow07_Bscan000,z_plus_1px,1496786505119.312,1478752767121.8376,,1478752767121.8381,12770.147656250001,63499.99999999999,63500.0,117209804.10017034,True,True,False,True,,False,source_qc_failed,0.0,500.0,127.0,223.5,233.5,209.5,128.0,12.7,6.7,228.6044776119403
flow07,flow07_Bscan000,background_skip_plus_2px,1371257371894.2246,1637998419176.8435,,1637998419176.8438,12770.147656250001,63499.99999999999,63500.0,107379915.15885879,True,True,False,True,,False,source_qc_failed,0.0,500.0,127.0,223.5,233.5,208.5,128.0,12.7,6.7,227.6044776119403
flow07,flow07_Bscan249,x_minus_1px,1215220532837.0076,548179357823.64514,0.45109454869387905,548179357823.6452,14046.497656250001,69850.0,69850.0,86514130.60936895,True,True,True,True,,True,ok,0.0,500.0,139.7,231.5,242.5,209.5,128.0,12.7,6.7,228.6044776119403
flow07,flow07_Bscan249,x_plus_1px,1318172329468.265,576807610151.104,0.43758133686798095,576807610151.1039,14046.497656250001,69850.0,69850.0,93843487.65983975,True,True,True,True,,True,ok,0.0,500.0,139.7,233.5,244.5,209.5,128.0,12.7,6.7,228.6044776119403
flow07,flow07_Bscan249,z_minus_1px,1321006449980.5088,566873760306.7365,0.42912262867081424,566873760306.7365,14046.497656250001,69850.0,69850.0,94045254.71819133,True,True,True,True,,True,ok,0.0,500.0,139.7,232.5,243.5,208.5,128.0,12.7,6.7,227.6044776119403
flow07,flow07_Bscan249,z_plus_1px,1287134362477.3674,484410384156.58466,0.3763479542448331,484410384156.58466,14046.497656250001,69850.0,69850.0,91633828.87154478,True,True,True,True,,True,ok,0.0,500.0,139.7,232.5,243.5,210.5,128.0,12.7,6.7,229.6044776119403
flow07,flow07_Bscan249,background_skip_plus_2px,1335933096041.7195,612698524733.0557,0.4586296473591683,612698524733.0559,14046.497656250001,69850.0,69850.0,95107914.35239337,True,True,True,True,,True,ok,0.0,500.0,139.7,232.5,243.5,209.5,128.0,12.7,6.7,228.6044776119403
flow07,flow07_Bscan499,x_minus_1px,1549516487249.6055,576409924419.8257,0.37199341159832017,576409924419.8257,14046.497656250001,69850.0,69850.0,110313369.57936606,True,True,True,True,,True,ok,0.0,500.0,139.7,240.5,251.5,204.5,128.0,12.7,6.7,223.6044776119403
flow07,flow07_Bscan499,x_plus_1px,1478218938402.2131,529106701947.5907,0.3579352748108443,529106701947.5907,14046.497656250001,69850.0,69850.0,105237545.65569435,True,True,True,True,,True,ok,0.0,500.0,139.7,242.5,253.5,204.5,128.0,12.7,6.7,223.6044776119403
flow07,flow07_Bscan499,z_minus_1px,1556877237987.5815,616388321811.1588,0.39591324657549876,616388321811.1588,14046.497656250001,69850.0,69850.0,110837397.0571125,True,True,True,True,,True,ok,0.0,500.0,139.7,241.5,252.5,203.5,128.0,12.7,6.7,222.6044776119403
flow07,flow07_Bscan499,z_plus_1px,1505642918321.9177,501181994807.6728,0.3328690944638152,501181994807.6727,14046.497656250001,69850.0,69850.0,107189917.02903111,True,True,True,True,,True,ok,0.0,500.0,139.7,241.5,252.5,205.5,128.0,12.7,6.7,224.6044776119403
flow07,flow07_Bscan499,background_skip_plus_2px,1549377259651.233,712342314823.9641,0.4597604039859946,712342314823.9641,14046.497656250001,69850.0,69850.0,110303457.67094733,True,True,True,True,,True,ok,0.0,500.0,139.7,241.5,252.5,204.5,128.0,12.7,6.7,223.6044776119403
flow10,flow10_Bscan000,x_minus_1px,2519978740105.932,1274875135267.0386,0.5059070995231677,1274875135267.0386,15324.177187500001,76199.99999999999,76199.99999999999,164444636.03314963,True,True,True,True,,True,ok,0.0,500.0,152.39999999999998,228.5,240.5,213.5,128.0,12.7,6.7,232.6044776119403
flow10,flow10_Bscan000,x_plus_1px,2619877306751.394,1176194283267.5,0.44895013985443544,1176194283267.5,15324.177187500001,76199.99999999999,76199.99999999999,170963652.71007434,True,True,True,True,,True,ok,0.0,500.0,152.39999999999998,230.5,242.5,213.5,128.0,12.7,6.7,232.6044776119403
flow10,flow10_Bscan000,z_minus_1px,2491457553734.7065,1312733260702.2944,0.526893688690181,1312733260702.295,15324.177187500001,76199.99999999999,76199.99999999999,162583447.27095687,True,True,True,True,,True,ok,0.0,500.0,152.39999999999998,229.5,241.5,212.5,128.0,12.7,6.7,231.6044776119403
flow10,flow10_Bscan000,z_plus_1px,2614075273142.82,1111763490145.7424,0.42529895813180024,1111763490145.7424,15324.177187500001,76199.99999999999,76199.99999999999,170585033.12498453,True,True,True,True,,True,ok,0.0,500.0,152.39999999999998,229.5,241.5,214.5,128.0,12.7,6.7,233.6044776119403
flow10,flow10_Bscan000,background_skip_plus_2px,2609689938058.379,1302041963628.3591,0.4989259239728242,1302041963628.3594,15324.177187500001,76199.99999999999,76199.99999999999,170298862.12664744,True,True,True,True,,True,ok,0.0,500.0,152.39999999999998,229.5,241.5,213.5,128.0,12.7,6.7,232.6044776119403
