scan_id,z_index_0based,z_um,r_um,distance_from_vessel_bottom_um,V,B_left,B_right,B,B_standard_deviation,B_median_diagnostic,B_scaled_mad_diagnostic,background_mode,T,P,tail_z_fraction,background_left_valid_count,background_right_valid_count,region,validity,frame_id,bscan_index,flow_speed_mm_s
flow01,0,0.0,-1464.65,-1464.65,4124302.153495445,4679644.549631279,2338111.323041932,3508877.9363366053,3851489.140897566,2463299.748470357,1978154.3289533653,bilateral,615424.2171588396,101606538.25292431,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,1,6.7,-1457.95,-1457.95,4553193.473105581,3360971.8532200768,5195630.336590114,4278301.094905096,5396846.05670719,2337417.970537657,3062250.868334001,bilateral,274892.37820048444,45384731.640899874,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,2,13.4,-1451.25,-1451.25,3655818.5307388227,7628034.21948428,3494958.1945321737,5561496.207008228,6481592.952561566,3845738.023849223,1769246.112241157,bilateral,-1905677.676269405,-314627384.3520788,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,3,20.1,-1444.55,-1444.55,5028611.623797355,5496859.880220416,1707316.742440238,3602088.3113303273,2456688.1778578795,3281745.1216993816,3171861.222897384,bilateral,1426523.312467028,235518998.88830632,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,4,26.8,-1437.8500000000001,-1437.8500000000001,3734024.1904688096,3361728.1239788705,7507421.095865388,5434574.60992213,5038651.569733333,3093616.5895669106,1977233.6125728632,bilateral,-1700550.41945332,-280760874.2517432,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,5,33.5,-1431.15,-1431.15,6437072.998275275,9166415.0269747,4472755.682722792,6819585.354848745,5559021.476924255,4715582.010286651,4149961.013806924,bilateral,-382512.35657346994,-63152790.07027993,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,6,40.2,-1424.45,-1424.45,5674616.066073791,2798233.509283453,3098752.0305624586,2948492.769922956,2980056.1064447514,1549228.140911696,1373793.2143573593,bilateral,2726123.296150835,450082956.1945028,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,7,46.9,-1417.75,-1417.75,4744178.79688736,5922766.8067589,5681998.010664734,5802382.408711816,2219398.86524084,5850405.308379719,1254498.7582947074,bilateral,-1058203.6118244566,-174709416.31221774,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,8,53.6,-1411.05,-1411.05,3493596.797884747,5562166.017221888,4902724.478637168,5232445.247929528,3917656.8891983596,4106817.675518562,1896354.5264026595,bilateral,-1738848.4500447814,-287083879.1023934,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,9,60.300000000000004,-1404.3500000000001,-1404.3500000000001,3617273.8532561283,1356246.7385235764,5773384.011336597,3564815.3749300865,4165635.905307617,2157915.8844130617,1371900.1794222791,bilateral,52458.47832604172,8660894.77162938,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,10,67.0,-1397.65,-1397.65,5247391.270784171,6582355.111245211,2547535.7947576614,4564945.453001437,5446171.562835104,2099343.5822179248,1972900.852437507,bilateral,682445.8177827345,112671804.51592964,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,11,73.7,-1390.95,-1390.95,5215667.86841285,2399696.9492313876,2002155.6045878534,2200926.2769096205,1618507.1084736323,2073088.4639546983,1826927.9354341498,bilateral,3014741.59150323,497733836.7571832,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,12,80.4,-1384.25,-1384.25,4298109.703243685,4979014.6346559925,3489368.4351521856,4234191.53490409,3150329.0293152663,3777621.9383205175,2879725.921538081,bilateral,63918.1683395952,10552889.59286706,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,13,87.10000000000001,-1377.55,-1377.55,2996321.772835751,2570874.0975583303,4224017.775895473,3397445.9367269017,3184447.699157829,1549259.897292868,1627244.1104525288,bilateral,-401124.1638911506,-66225599.45842897,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,14,93.8,-1370.8500000000001,-1370.8500000000001,3664408.7469515847,1931208.1542141717,2382584.5600275276,2156896.3571208497,1477968.8279309077,1769822.805435104,1728157.043876331,bilateral,1507512.389830735,248890295.56105432,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,15,100.5,-1364.15,-1364.15,4581415.741446855,6659591.2784822,902788.8375701511,3781190.058026176,4220125.820881859,1137563.394613634,1103220.2646499074,bilateral,800225.6834206786,132117260.33275416,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,16,107.2,-1357.45,-1357.45,5022823.006198086,1951428.2367867746,3103191.1118216706,2527309.674304222,1681064.5564911566,1754016.2677668766,1414528.5005025482,bilateral,2495513.3318938636,412009251.09567684,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,17,113.9,-1350.75,-1350.75,8759392.38307543,8428662.854389329,3675327.392370891,6051995.123380111,5583916.87504228,5485991.883307422,5342189.51044304,bilateral,2707397.2596953185,446991287.5756971,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,18,120.60000000000001,-1344.05,-1344.05,4893333.233512852,2733401.026396378,6138773.354627486,4436087.190511933,3356170.8696314464,4191523.2763119787,4605646.960255756,bilateral,457246.04300091974,75491321.6994518,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,19,127.3,-1337.3500000000001,-1337.3500000000001,2851192.2481889203,3912664.103058542,3653798.7929993523,3783231.448028947,2545058.5658498965,3705824.201994551,2782473.999996228,bilateral,-932039.1998400269,-153879671.89358848,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,20,134.0,-1330.65,-1330.65,5897317.806485997,6224978.0507107675,2070119.314541141,4147548.682625954,5619440.242447648,1507609.5233040135,1017819.8920793246,bilateral,1749769.1238600425,288886882.3492931,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,21,140.70000000000002,-1323.95,-1323.95,2985564.939224669,2477640.380321226,1791784.29105019,2134712.3356857086,2926270.4972144333,1005893.4693567889,1059110.6939422707,bilateral,850852.6035389602,140475764.84428233,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,22,147.4,-1317.25,-1317.25,4717023.545414896,6001256.48981332,2806317.208288099,4403786.84905071,3169043.2084387965,3035372.185730257,1889481.3102763447,bilateral,313236.6963641858,51715378.569727086,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,23,154.1,-1310.55,-1310.55,4744693.329963986,6913981.648981452,2107652.435997618,4510817.042489534,4704430.551913864,2664790.603904625,3643253.1554265344,bilateral,233876.2874744516,38612975.06203191,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,24,160.8,-1303.8500000000001,-1303.8500000000001,4263012.257972019,5758043.780225107,4643361.526592733,5200702.65340892,3247693.6332182633,5295240.692888339,3412045.1334928684,bilateral,-937690.3954369016,-154812684.28663248,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,25,167.5,-1297.15,-1297.15,4271783.443481059,4396579.182107155,3945228.660025449,4170903.921066302,2030009.462000682,4685352.604311222,2387197.326063062,bilateral,100879.52241475694,16655209.15067643,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,26,174.20000000000002,-1290.45,-1290.45,2992791.618667812,2630077.842105301,3353646.911241493,2991862.3766733967,3845756.6356232646,982023.2317148929,1326778.2164286296,bilateral,929.2419944154099,153417.85327805512,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,27,180.9,-1283.75,-1283.75,4083259.93689688,4572847.992327839,4265780.606513025,4419314.299420432,4342167.156007239,2142321.5590159995,2336519.9339584005,bilateral,-336054.36252355203,-55482575.25263842,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,28,187.6,-1277.05,-1277.05,3945874.498861302,1815824.2678740737,2359876.7229032586,2087850.4953886666,2069538.0699787298,1291587.6293309643,1454789.6804914523,bilateral,1858024.0034726355,306759762.97333205,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,29,194.3,-1270.35,-1270.35,5953594.932485706,1946795.344912405,6015594.469812897,3981194.907362651,4366498.242101678,2671856.8270691605,1464851.1824059712,bilateral,1972400.025123055,325643244.14781636,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,30,201.0,-1263.65,-1263.65,4253011.768591553,940742.8957591774,4620672.973660445,2780707.9347098107,2773585.126867182,1603642.5665905958,1625136.0732442504,bilateral,1472303.8338817423,243077362.97387555,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,31,207.70000000000002,-1256.95,-1256.95,3736981.7047856664,6134822.149616138,5519069.578003107,5826945.863809622,4712570.5999813,5115237.042436408,5275006.315883907,bilateral,-2089964.1590239555,-345053082.65485513,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,32,214.4,-1250.25,-1250.25,5665674.416011221,5163816.300533926,3103958.5016627572,4133887.401098342,3649714.521259755,3070527.837250055,3380042.0003930274,bilateral,1531787.0149128786,252898036.16211644,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,33,221.1,-1243.55,-1243.55,3509377.6828007516,3295455.254013148,3712561.7354573,3504008.4947352237,4006124.887022998,1792210.969887287,675523.426804212,bilateral,5369.188065527938,886452.9496185443,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,34,227.8,-1236.85,-1236.85,5300658.075579066,2818329.0914548496,2822823.8903149394,2820576.4908848945,2503112.306915467,1980593.8075811234,2229862.1959263,bilateral,2480081.5846941713,409461469.6330077,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,35,234.5,-1230.15,-1230.15,4377348.474299584,4435604.950778181,8904848.064614,6670226.50769609,4767579.503615063,5846456.390046129,3470236.7152037327,bilateral,-2292878.0333965067,-378554163.3137634,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,36,241.20000000000002,-1223.45,-1223.45,3053411.937136281,8641147.260267232,5590821.932125275,7115984.596196254,5554942.728137202,5610395.719248342,4812576.0985382525,bilateral,-4062572.659059973,-670730746.0108013,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,37,247.9,-1216.75,-1216.75,6600366.141006479,5655798.420785688,2671778.513493581,4163788.4671396343,3774940.055563478,3039234.6447134083,930674.5608250545,bilateral,2436577.6738668447,402278973.95541614,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,38,254.6,-1210.05,-1210.05,3685773.9509961726,3207075.1302765706,6720624.403354918,4963849.766815743,4634004.262254546,3049154.24781925,3758201.8577019037,bilateral,-1278075.8158195708,-211010317.191811,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,39,261.3,-1203.35,-1203.35,5066905.104738733,1253827.5093163014,6616212.039065938,3935019.7741911197,3836665.994755879,2756934.8987587034,3824947.4069000725,bilateral,1131885.330547613,186874268.07341084,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,40,268.0,-1196.65,-1196.65,5759704.537718434,2967700.2952946825,4786459.2969823135,3877079.796138498,3109911.200402077,2024466.351401701,2046877.1449925753,bilateral,1882624.741579936,310821344.8348475,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,41,274.7,-1189.95,-1189.95,2919425.7155023343,2935213.246868466,2074676.3280289453,2504944.7874487056,1679506.6401045627,2524669.7159952633,2418881.600770462,bilateral,414480.92805362865,68430801.22165415,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,42,281.40000000000003,-1183.25,-1183.25,3560664.0468329224,3774009.213924428,3272282.4026703998,3523145.8082974134,2739951.0438394416,2510545.73354265,2932693.1272812495,bilateral,37518.23853550898,6194261.182212656,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,43,288.1,-1176.55,-1176.55,5041627.923918379,3427278.8213348826,9872665.675629133,6649972.248482008,3968426.1171654584,6810734.882542999,5748423.950649188,bilateral,-1608344.32456363,-265537647.9854554,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,44,294.8,-1169.85,-1169.85,3380244.738790957,3619619.336693072,3558850.3341650963,3589234.8354290845,3632014.1111492384,1856281.3778680717,2243596.661464226,bilateral,-208990.0966381277,-34504264.9549549,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,45,301.5,-1163.15,-1163.15,5211069.075353276,4303659.360023552,4026711.236159604,4165185.298091577,2092852.9391677189,3744772.520704594,1663893.7866360783,bilateral,1045883.7772616991,172675411.6259065,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,46,308.2,-1156.45,-1156.45,3685423.7177529135,7656441.333864531,3267723.8107853914,5462082.5723249605,5897444.558288828,3478505.033822775,3348852.6171008563,bilateral,-1776658.854572047,-293326376.8898451,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,47,314.90000000000003,-1149.75,-1149.75,5108437.019364494,3703114.4970670333,6418649.845073626,5060882.17107033,7092340.592145488,1970233.619808081,2167962.6241620434,bilateral,47554.848294164054,7851305.453366473,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,48,321.6,-1143.05,-1143.05,3102484.0141366515,6323502.673766863,8959810.238399869,7641656.456083367,7849547.775312726,4234649.074412822,5024723.457469674,bilateral,-4539172.441946715,-749417370.1654027,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,49,328.3,-1136.35,-1136.35,5193662.201310762,3516588.824286292,7329276.77416336,5422932.7992248265,4093820.306049977,4035352.216004766,4403936.53509332,bilateral,-229270.5979140643,-37852575.71561204,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,50,335.0,-1129.65,-1129.65,4483382.415538483,7868129.008473811,8296802.354121717,8082465.681297766,6978471.619216472,6039001.692274506,5829999.652880289,bilateral,-3599083.2657592827,-594208647.1768576,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,51,341.7,-1122.95,-1122.95,4090026.9628766817,5087447.0083465995,3462121.5805189884,4274784.294432794,5533027.659816299,1456621.4465098036,1537517.9870643744,bilateral,-184757.33155611204,-30503435.439914137,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,52,348.40000000000003,-1116.25,-1116.25,5682701.0433420595,4269444.557286432,934392.7569806423,2601918.6571335373,3261473.0121522,1244921.1969457283,803191.4292583854,bilateral,3080782.386208522,508637171.963027,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,53,355.1,-1109.55,-1109.55,3895644.9811384105,6198487.753416902,6801119.573355965,6499803.663386433,4535121.455988648,5587433.348280754,3850633.452791527,bilateral,-2604158.682248023,-429946598.43914855,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,54,361.8,-1102.85,-1102.85,5091049.265749155,5215588.883149101,3958845.926204854,4587217.404676978,4605154.79020563,2693900.5047264723,3673294.4632346854,bilateral,503831.86107217707,83182640.26301639,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,55,368.5,-1096.15,-1096.15,7120918.793697511,3339895.5371382497,2605420.3135204623,2972657.9253293565,1831823.4083277436,2442881.9181426107,1159697.389415884,bilateral,4148260.8683681544,684877869.3675823,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,56,375.2,-1089.45,-1089.45,4120315.8839756628,4346566.414108975,6578302.031375292,5462434.222742134,5733768.447955341,2712199.286458336,2947656.853724096,bilateral,-1342118.338766471,-221583737.73034438,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,57,381.90000000000003,-1082.75,-1082.75,3769428.141299173,2630870.263964994,6302710.782855534,4466790.523410264,3581357.6063541756,3565792.82914757,3380474.228566299,bilateral,-697362.3821110916,-115134529.28654133,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,58,388.6,-1076.05,-1076.05,2285473.9565903107,6822676.965101411,2220406.428448372,4521541.696774891,4716425.185134431,2487281.753779142,2860683.296720645,bilateral,-2236067.74018458,-369174783.9044742,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,59,395.3,-1069.35,-1069.35,4879027.062545993,5378650.560897949,11287577.630593697,8333114.095745822,6676153.736535652,5284668.001481317,3031776.8480801717,bilateral,-3454087.033199829,-570269769.1812917,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,60,402.0,-1062.65,-1062.65,7066979.914453297,5965158.10795377,4114479.3393556895,5039818.723654729,4595699.063339034,3909349.8704251037,2540961.5971166566,bilateral,2027161.1907985676,334684312.6008434,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,61,408.7,-1055.95,-1055.95,5244091.582052474,7613881.370603567,6896618.707469607,7255250.039036587,5245880.903705316,5568896.267415982,3992340.7224909742,bilateral,-2011158.456984113,-332042261.24807703,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,62,415.40000000000003,-1049.25,-1049.25,7431535.318753616,8023242.746008175,4049911.6690054513,6036577.207506814,6054410.238497879,4959312.26758805,6019928.99183137,bilateral,1394958.111246802,230307584.16684684,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,63,422.1,-1042.55,-1042.55,3998441.4180684993,5864479.073230558,4074105.613344574,4969292.343287567,3084232.6030686474,5046625.377465174,3018897.161266189,bilateral,-970850.9252190674,-160287487.75366786,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,64,428.8,-1035.85,-1035.85,4367387.120440879,5502575.928783458,3560535.262780608,4531555.595782033,3218780.307957269,3193306.8710637484,2323238.442622727,bilateral,-164168.47534115426,-27104215.27882453,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,65,435.5,-1029.15,-1029.15,7287935.138330461,4617000.341037258,4629186.964995029,4623093.6530161435,4030721.8010606277,2936338.7380814063,2080307.9845211704,bilateral,2664841.485314318,439965329.2253942,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,66,442.2,-1022.45,-1022.45,4532325.371726335,10059119.665749831,5678396.171423167,7868757.918586498,5155366.203595729,6307349.618067453,4395828.555418512,bilateral,-3336432.546860163,-550845013.4866129,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,67,448.90000000000003,-1015.75,-1015.75,4361484.766861343,5931986.484870644,6550881.862056581,6241434.173463614,3533284.9968331736,5357494.470898992,3032222.885845819,bilateral,-1879949.406602271,-310379647.0300351,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,68,455.6,-1009.0500000000001,-1009.0500000000001,4527961.416123445,3041281.318396949,2050301.2957643722,2545791.3070806605,2346041.2324827323,1409347.8547111403,1789685.8813137214,bilateral,1982170.1090427847,327256285.00296384,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,69,462.3,-1002.35,-1002.35,4683637.561434829,1844844.4530808493,6009911.290699853,3927377.871890351,2895989.36192569,3786020.8822287093,4366778.704098454,bilateral,756259.6895444775,124858474.74379307,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,70,469.0,-995.65,-995.65,4953163.170324632,4263336.197180607,4489473.699268145,4376404.948224375,3998292.3761156867,2224668.0186999165,2334219.2928571827,bilateral,576758.222100257,95222782.46875253,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,71,475.7,-988.95,-988.95,5162715.695553656,4888970.798649817,2922730.98526767,3905850.8919587424,3411007.3322829735,2987606.0506422836,3154964.0634451704,bilateral,1256864.8035949133,207508379.07352012,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,72,482.40000000000003,-982.25,-982.25,5725568.043430449,4947126.637886828,2316665.171526721,3631895.9047067747,3899018.3491065525,1500161.6472696452,1706570.7179140795,bilateral,2093672.1387236747,345665270.1032788,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,73,489.1,-975.5500000000001,-975.5500000000001,4038352.0531951934,7376447.561188221,5495999.161435064,6436223.361311642,5592427.087195241,5589012.062277126,6063756.716307214,bilateral,-2397871.308116449,-395888552.97002566,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,74,495.8,-968.85,-968.85,6500754.800430229,5746718.439500274,8918533.175245512,7332625.807372892,6185201.247828389,6480795.981139962,8413151.753614858,bilateral,-831871.0069426633,-137341903.24623373,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,75,502.5,-962.15,-962.15,6682260.192689738,4291687.4317162875,2414515.10473438,3353101.2682253337,3177929.851817912,2467210.749887721,1519335.2852146688,bilateral,3329158.9244644046,549644138.4290732,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,76,509.2,-955.45,-955.45,6381303.918698272,3873476.48110253,7649158.202711679,5761317.3419071045,4448582.9931556685,5205858.69138561,6001749.312254803,bilateral,619986.5767911673,102359783.82822163,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,77,515.9,-948.75,-948.75,4563068.1556487745,4212685.737129619,5454742.477255111,4833714.107192365,3586795.9023026503,3212549.7336063636,2767780.248518665,bilateral,-270645.951543591,-44683646.599846855,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,78,522.6,-942.0500000000001,-942.0500000000001,7184991.920629708,2527201.6421160647,5429226.118044359,3978213.880080211,4645810.526269218,2086210.4425680917,1615191.3949377646,bilateral,3206778.040549497,529439054.49472195,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,79,529.3000000000001,-935.35,-935.35,5402307.55398971,3502035.64367037,4379304.48822858,3940670.065949476,4297979.6419637315,1956423.0545473988,1809203.4632181365,bilateral,1461637.4880402344,241316349.27544302,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,80,536.0,-928.65,-928.65,3302868.281078774,5035680.784327002,8919794.139557822,6977737.461942412,8698434.455090117,3980481.361137189,5145213.053347208,bilateral,-3674869.180863638,-606720901.7605865,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,81,542.7,-921.95,-921.95,6175518.45962885,3224464.4775330825,5898209.229560119,4561336.853546601,4014878.5089530954,2948897.8000392364,2476868.8002364305,bilateral,1614181.6060822494,266501383.16417924,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,82,549.4,-915.25,-915.25,7507763.554449478,2171100.597444498,2505436.161450778,2338268.379447638,1541573.5262468948,2097316.4994136305,1861132.2753646995,bilateral,5169495.17500184,853483653.3928035,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,83,556.1,-908.5500000000001,-908.5500000000001,4981362.257170667,5721983.284445585,12303354.043858744,9012668.664152164,9586375.88588712,4227088.583601085,5603995.068555787,bilateral,-4031306.406981497,-665568687.792645,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
flow01,84,562.8000000000001,-901.85,-901.85,3688011.19946851,4568312.226167609,3794131.2475707033,4181221.7368691573,3366092.0408738605,3738074.199991106,4291724.748849153,bilateral,-493210.53740064707,-81429059.72484678,0.0,5,5,other,valid,flow01_Bscan249,249,1.0
