scan_id,diameter_um,flow_mm_s,grid_scope,region,metric,n,median,min,max,p5,p10,p90,p95,p99,mad
D500_F05_V01,500,5,common_grid,tail100,real_mean,471,14936.92773560603,13277.200901883742,17724.517313904915,14062.924802891217,14218.07061463277,15809.147215630732,16294.206689541148,17070.201142735365,434.54883891523241
D500_F05_V01,500,5,common_grid,tail100,bg_mean,471,21663.955011803271,19270.964097635035,24386.374817709184,20320.795179666013,20509.609192575892,22987.007894478982,23313.450928622042,24000.818792455117,639.67020180087638
D500_F05_V01,500,5,common_grid,tail100,bg_sd,471,12777.039194387195,10037.556324553856,21917.800117941722,11042.904472762501,11354.429084270056,15132.91916446285,16093.075460380103,17219.790897518888,909.55634053133872
D500_F07_V01,500,7,common_grid,source,sbr,477,0.44554915781339299,0.3512621169566752,0.55251186188434087,0.39706804974159438,0.40665066038671233,0.48579483689759673,0.49573072062827434,0.52101596815473983,0.021056397639480751
D500_F07_V01,500,7,common_grid,source,contrast,477,-0.38355723787719265,-0.48009773596289229,-0.28823492373998755,-0.43156949435318465,-0.42181712761646506,-0.34608113726663753,-0.33713915644502035,-0.31491123135911342,0.019994763350287048
D500_F07_V01,500,7,common_grid,source,real_mean,477,28890.306132816149,23205.480182709245,36332.26254531688,25663.422427491107,26104.893982933379,32340.911938895948,33145.959392107077,34649.63311971548,1741.7650292497528
D500_F07_V01,500,7,common_grid,source,bg_mean,477,64605.856947292821,56233.722024215363,76868.837481837341,59692.314592300238,60475.650966404115,71240.728724312678,72638.170231959331,74858.215939992122,3127.8914571998321
D500_F07_V01,500,7,common_grid,source,bg_sd,477,64256.51348295332,49039.022338055904,95286.02658812239,54293.604282639812,56255.241268146128,75436.380287934036,78009.137180324702,83371.877466950886,5711.4217402489667
D500_F07_V01,500,7,common_grid,tail100,sbr,477,0.6937367942304743,0.57649400575740151,0.8060088471763226,0.62804784133414415,0.64247227573212629,0.7408392397912732,0.75695890532108978,0.78164245386220643,0.026371059320386414
D500_F07_V01,500,7,common_grid,tail100,contrast,477,-0.18082101470120815,-0.26863787156560215,-0.10741428710439638,-0.22846519758137382,-0.21767656580212441,-0.14887116346007109,-0.13833056484195341,-0.12256125823787008,0.018451908862105904
D500_F07_V01,500,7,common_grid,tail100,real_mean,477,15005.198824213368,13337.964996983195,17255.570730981668,14004.408225838064,14263.09767558935,15907.052514997402,16269.896252897315,16787.730148085462,418.54747603969554
D500_F07_V01,500,7,common_grid,tail100,bg_mean,477,21687.602284620149,19375.234962598159,24853.033081710928,20242.520963801911,20598.228539566571,23035.193759328235,23487.114767186304,24313.0127696036,712.9692805263694
D500_F07_V01,500,7,common_grid,tail100,bg_sd,477,12698.807777377804,10102.920944937387,20859.048885204262,10889.12236302547,11283.606844761251,15091.932890576376,15809.798577443151,18624.301334124895,955.07209391277502
D500_F09_V01,500,9,d500_extension,source,sbr,482,0.44646744798228827,0.35126164362638251,0.56004229235116532,0.39976248260761171,0.4111647652746645,0.49025581162652587,0.50123656147256479,0.53135354516904976,0.021267123551196893
