source_bin,tail_bin,u_lo,u_hi,u_mid,tail_lo_um,tail_hi_um,tail_mid_um,eta_lo,eta_hi,eta_mid,scan_id,diameter_um,flow_mm_s,grid_scope,coordinate,source_bins,mode,metric,rho,n_pairs,rho_peak,lag_at_peak,n_pairs_lag0,zero_lag_rank,peak_within_pm2,peak_within_pm5,rho_remote_median,zero_lag_specificity,pseudo_left_rho,pseudo_right_rho,control_rho,control_excess_rho,in_real_high_region
1,4,0,0.16666666666666666,0.083333333333333329,75,100,87.5,0.31914893617021278,0.42553191489361702,0.37234042553191488,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.038251788742271579,448,0.16587751705313841,44,448,73,False,False,0.055020663384717075,-0.093272452126988648,0.056669014001396401,0.074392231798994887,0.065530622900195651,-0.10378241164246724,False
1,5,0,0.16666666666666666,0.083333333333333329,100,125,112.5,0.42553191489361702,0.53191489361702127,0.47872340425531917,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.00028520324968881643,448,0.17260837388229355,46,448,53,False,False,0.013210975094202602,-0.012925771844513786,-0.0056835838695535289,0.0097661708287826443,0.0020412934796145577,-0.0017560902299257413,False
1,6,0,0.16666666666666666,0.083333333333333329,125,150,137.5,0.53191489361702127,0.63829787234042556,0.58510638297872342,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.016528077432418221,448,0.15706128061466587,44,448,63,False,False,0.038478553457786432,-0.055006630890204654,0.032885868778964135,0.076850395004972316,0.054868131891968222,-0.07139620932438645,False
1,7,0,0.16666666666666666,0.083333333333333329,150,175,162.5,0.63829787234042556,0.74468085106382975,0.69148936170212771,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.030943007481279521,448,0.12666855798234919,-38,448,76,False,False,0.01984222149099487,-0.050785228972274388,0.086165288172077248,-0.0073807145051609929,0.039392286833458127,-0.070335294314737645,False
1,8,0,0.16666666666666666,0.083333333333333329,175,200,187.5,0.74468085106382975,0.85106382978723405,0.7978723404255319,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.055316455324550901,448,0.12576967734183284,22,448,87,False,False,0.024394830235414874,-0.079711285559965775,-0.054305241545204976,0.05129404554748028,-0.0015055979988623479,-0.053810857325688549,False
1,9,0,0.16666666666666666,0.083333333333333329,200,225,212.5,0.85106382978723405,0.95744680851063835,0.9042553191489362,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.010965040325818127,448,0.13395391425585348,38,448,63,False,False,0.015904887586711686,-0.02686992791252981,0.063929272241146765,0.076791942674865402,0.070360607458006083,-0.081325647783824215,False
1,10,0,0.16666666666666666,0.083333333333333329,225,250,237.5,0.95744680851063835,1.0638297872340425,1.0106382978723405,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.012561227559711192,448,0.17195822219697013,-37,448,59,False,False,0.016511669563364695,-0.029072897123075887,-0.012324874943219035,0.027193754298278295,0.0074344396775296298,-0.019995667237240822,False
1,11,0,0.16666666666666666,0.083333333333333329,250,275,262.5,1.0638297872340425,1.1702127659574468,1.1170212765957446,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.038528749539610538,448,0.12653778115399408,-20,448,82,False,False,-0.0051930384504182883,-0.033335711089192248,-0.10470679290714965,-0.026376548698199078,-0.065541670802674368,0.02701292126306383,False
1,12,0,0.16666666666666666,0.083333333333333329,275,300,287.5,1.1702127659574468,1.2765957446808511,1.2234042553191489,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.040902046036750045,448,0.1105821003074115,30,448,80,False,False,0.0032307761155865962,-0.044132822152336638,-0.020730755356062516,0.025989595687052291,0.0026294201654948873,-0.043531466202244934,False
1,13,0,0.16666666666666666,0.083333333333333329,300,325,312.5,1.2765957446808511,1.3829787234042554,1.3297872340425532,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.061573300641982853,448,0.19935228971201921,44,448,20,False,False,0.020474935335467549,0.041098365306515304,0.058707764811310785,0.051168193023416311,0.054937978917363545,0.0066353217246193086,False
1,14,0,0.16666666666666666,0.083333333333333329,325,350,337.5,1.3829787234042554,1.4893617021276595,1.4361702127659575,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.049625963519402058,448,0.082333878343657213,35,448,13,False,False,-0.014052562125508788,0.063678525644910847,0.077785942569223304,0.021354624252841171,0.049570283411032236,5.5680108369822456e-05,False
1,15,0,0.16666666666666666,0.083333333333333329,350,375,362.5,1.4893617021276595,1.5957446808510638,1.5425531914893618,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.092809034470222623,448,0.12915714977644735,9,448,8,False,False,0.011717657565427484,0.081091376904795134,0.044440806915707426,-0.094923301198207632,-0.025241247141250103,0.11805028161147273,False
1,16,0,0.16666666666666666,0.083333333333333329,375,400,387.5,1.5957446808510638,1.7021276595744681,1.6489361702127661,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.015719951889112425,448,0.13406754171024154,28,448,57,False,False,-0.011633391181051993,-0.0040865607080604327,0.0030299362182656733,-0.028916765863336327,-0.012943414822535327,-0.0027765370665770988,False
1,17,0,0.16666666666666666,0.083333333333333329,400,425,412.5,1.7021276595744681,1.8085106382978724,1.7553191489361701,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.063623546657890342,448,0.13053473200619914,-38,448,14,False,False,0.004414675982235999,0.059208870675654342,0.024581990058834501,0.0032375935067159162,0.013909791782775209,0.049713754875115132,False
1,18,0,0.16666666666666666,0.083333333333333329,425,450,437.5,1.8085106382978724,1.9148936170212767,1.8617021276595744,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.0066297410535997754,448,0.12858338478922568,-5,448,63,False,True,0.033415011868204239,-0.040044752921804011,0.010946111341498883,-0.024422425550772918,-0.0067381571046370176,0.00010841605103724221,False
1,19,0,0.16666666666666666,0.083333333333333329,450,475,462.5,1.9148936170212767,2.021276595744681,1.9680851063829787,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.0012012808769596289,448,0.12018484678880687,-25,448,50,False,False,-0.0082773534640032606,0.0070760725870436317,0.063944807248852167,0.05949887633386132,0.061721841791356744,-0.062923122668316372,False
1,20,0,0.16666666666666666,0.083333333333333329,475,500,487.5,2.021276595744681,2.1276595744680851,2.0744680851063828,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.018047207194487467,448,0.12996624846886617,40,448,41,False,False,0.023128691596349525,-0.0050814844018620582,0.060558253528693498,0.010332840155743428,0.035445546842218463,-0.017398339647730996,False
2,1,0.16666666666666666,0.33333333333333331,0.25,0,25,12.5,0,0.10638297872340426,0.053191489361702128,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.1711069195037348,448,0.1711069195037348,0,448,1,True,True,-0.00054678177467642336,0.17165370127841123,0.049992531252225837,0.084191405033153491,0.067091968142689667,0.10401495136104513,False
2,2,0.16666666666666666,0.33333333333333331,0.25,25,50,37.5,0.10638297872340426,0.21276595744680851,0.15957446808510639,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.13886445089413774,448,0.14568530480824479,-1,448,2,True,True,0.0041965193960611241,0.1346679314980766,0.0020192460978560103,0.03288411405037605,0.01745168007411603,0.12141277082002171,False
2,3,0.16666666666666666,0.33333333333333331,0.25,50,75,62.5,0.21276595744680851,0.31914893617021278,0.26595744680851063,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.17328505521986165,448,0.17446313613152847,-2,448,2,True,True,0.00067520687712208398,0.17260984834273957,0.066658765846564244,0.13180146592694117,0.099230115886752707,0.074054939333108943,True
2,4,0.16666666666666666,0.33333333333333331,0.25,75,100,87.5,0.31914893617021278,0.42553191489361702,0.37234042553191488,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.04235742998190449,448,0.13549593665610449,-18,448,25,False,False,-0.0075614465486967229,0.049918876530601217,0.082757927159231068,-0.0082879947726605917,0.037234966193285236,0.0051224637886192539,False
2,5,0.16666666666666666,0.33333333333333331,0.25,100,125,112.5,0.42553191489361702,0.53191489361702127,0.47872340425531917,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.090645647084654501,448,0.15967912105599685,-1,448,10,True,True,0.0044136529907064549,0.08623199409394805,0.13488423800935043,0.020800663456024198,0.077842450732687307,0.012803196351967194,False
2,6,0.16666666666666666,0.33333333333333331,0.25,125,150,137.5,0.53191489361702127,0.63829787234042556,0.58510638297872342,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.082813861711200143,448,0.14876857049588604,2,448,13,True,True,0.012098797314225777,0.070715064396974364,0.15180616702460634,0.00095557768258013043,0.076380872353593227,0.0064329893576069164,False
2,7,0.16666666666666666,0.33333333333333331,0.25,150,175,162.5,0.63829787234042556,0.74468085106382975,0.69148936170212771,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.006404072341413658,448,0.19883249261028177,-1,448,47,True,True,0.004669607847096924,0.001734464494316734,0.060291045030660295,-0.023566486931791392,0.018362279049434452,-0.011958206708020794,False
2,8,0.16666666666666666,0.33333333333333331,0.25,175,200,187.5,0.74468085106382975,0.85106382978723405,0.7978723404255319,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.036738628219683031,448,0.13144825772965957,-33,448,26,False,False,0.0033945537008721765,0.033344074518810857,0.0052334908447670327,-0.0562290692880964,-0.025497789221664683,0.062236417441347711,False
2,9,0.16666666666666666,0.33333333333333331,0.25,200,225,212.5,0.85106382978723405,0.95744680851063835,0.9042553191489362,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.010196835305934833,448,0.13167237365701623,-13,448,60,False,False,0.0055693883473429623,-0.015766223653277796,0.023383914490484187,0.02171232095613005,0.022548117723307119,-0.032744953029241949,False
2,10,0.16666666666666666,0.33333333333333331,0.25,225,250,237.5,0.95744680851063835,1.0638297872340425,1.0106382978723405,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.016624243628033324,448,0.17996296228060776,23,448,64,False,False,-0.001541298967743898,-0.015082944660289425,-0.08539355713699108,-0.039531544425476281,-0.062462550781233681,0.045838307153200357,False
2,11,0.16666666666666666,0.33333333333333331,0.25,250,275,262.5,1.0638297872340425,1.1702127659574468,1.1170212765957446,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.031910017003179192,448,0.14077563666233542,14,448,20,False,False,-0.0028429684497020781,0.034752985452881267,-0.01100628275064053,0.0092918135949431116,-0.00085723457784870911,0.032767251581027904,False
2,12,0.16666666666666666,0.33333333333333331,0.25,275,300,287.5,1.1702127659574468,1.2765957446808511,1.2234042553191489,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.022178110604229827,448,0.15008337144247114,30,448,35,False,False,-0.010588340652945042,0.032766451257174867,0.024592356180420469,0.095322063816090874,0.05995720999825567,-0.037779099394025843,False
2,13,0.16666666666666666,0.33333333333333331,0.25,300,325,312.5,1.2765957446808511,1.3829787234042554,1.3297872340425532,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.051744515292911061,448,0.16393323572275095,-2,448,22,True,True,0.0085740004081794885,0.043170514884731573,0.074341512684139729,0.031943270922518051,0.053142391803328887,-0.0013978765104178253,False
2,14,0.16666666666666666,0.33333333333333331,0.25,325,350,337.5,1.3829787234042554,1.4893617021276595,1.4361702127659575,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.057600686843331868,448,0.12152558220922338,39,448,88,False,False,0.0063458017677292498,-0.063946488611061114,0.073283066037283101,0.060859466931086535,0.067071266484184822,-0.12467195332751668,False
2,15,0.16666666666666666,0.33333333333333331,0.25,350,375,362.5,1.4893617021276595,1.5957446808510638,1.5425531914893618,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.0061316827721794795,448,0.12637144003959061,-33,448,50,False,False,0.013325707885057231,-0.007194025112877752,0.030655247643875675,-0.046836982562502259,-0.0080908674593132921,0.014222550231492772,False
2,16,0.16666666666666666,0.33333333333333331,0.25,375,400,387.5,1.5957446808510638,1.7021276595744681,1.6489361702127661,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.074777866688182495,448,0.13148707547019528,22,448,88,False,False,-0.0011061982411639231,-0.073671668447018571,0.030074349080247476,-0.0066356307681288244,0.011719359156059326,-0.086497225844241826,False
2,17,0.16666666666666666,0.33333333333333331,0.25,400,425,412.5,1.7021276595744681,1.8085106382978724,1.7553191489361701,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.022256377582733841,448,0.15098163175982598,14,448,65,False,False,-0.0033879947763267755,-0.018868382806407066,0.05641806279130971,0.05481322229318604,0.055615642542247878,-0.07787202012498172,False
2,18,0.16666666666666666,0.33333333333333331,0.25,425,450,437.5,1.8085106382978724,1.9148936170212767,1.8617021276595744,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.026260976077902228,448,0.12045629153983109,-34,448,77,False,False,0.0028305220562531474,-0.029091498134155375,0.080945878120399134,-0.060486620080010718,0.010229629020194208,-0.036490605098096436,False
2,19,0.16666666666666666,0.33333333333333331,0.25,450,475,462.5,1.9148936170212767,2.021276595744681,1.9680851063829787,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.069623991344226116,448,0.12152965300668891,-7,448,97,False,False,0.0073082893551391446,-0.076932280699365266,0.025682021890741775,0.038562773285158794,0.032122397587950283,-0.1017463889321764,False
2,20,0.16666666666666666,0.33333333333333331,0.25,475,500,487.5,2.021276595744681,2.1276595744680851,2.0744680851063828,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.015984289636815627,448,0.14504652605942273,-30,448,61,False,False,-0.0023146869433952298,-0.013669602693420397,0.066789111993050043,-0.056818294045975146,0.0049854089735374488,-0.020969698610353076,False
3,1,0.33333333333333331,0.5,0.41666666666666669,0,25,12.5,0,0.10638297872340426,0.053191489361702128,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.21928643589741559,448,0.21928643589741559,0,448,1,True,True,-0.0020408036480188841,0.22132723954543448,0.016813515112961277,-0.0074204847137609286,0.0046965151996001741,0.21458992069781541,True
3,2,0.33333333333333331,0.5,0.41666666666666669,25,50,37.5,0.10638297872340426,0.21276595744680851,0.15957446808510639,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.1294387243291375,448,0.13467743040027347,7,448,3,False,False,0.0054367468325145201,0.12400197749662298,0.063576593170047352,0.086556821857269928,0.07506670751365864,0.05437201681547886,False
3,3,0.33333333333333331,0.5,0.41666666666666669,50,75,62.5,0.21276595744680851,0.31914893617021278,0.26595744680851063,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.15696347767447902,448,0.15696347767447902,0,448,1,True,True,0.00031456187810635075,0.15664891579637266,-0.0015983788396076136,0.080775084527027377,0.03958835284370988,0.11737512483076915,False
3,4,0.33333333333333331,0.5,0.41666666666666669,75,100,87.5,0.31914893617021278,0.42553191489361702,0.37234042553191488,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.065943898676441612,448,0.1918214243456913,4,448,17,False,True,-0.0096308496585426166,0.075574748334984232,0.060886715930145635,0.072531844137291551,0.066709280033718593,-0.00076538135727698131,False
3,5,0.33333333333333331,0.5,0.41666666666666669,100,125,112.5,0.42553191489361702,0.53191489361702127,0.47872340425531917,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.068982595467489111,448,0.13778193019625329,-41,448,14,False,False,0.012491096748057843,0.056491498719431266,-0.00019765359425918602,0.059680881986712189,0.0297416141962265,0.039240981271262611,False
3,6,0.33333333333333331,0.5,0.41666666666666669,125,150,137.5,0.53191489361702127,0.63829787234042556,0.58510638297872342,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.075204041806002792,448,0.15326930958432877,-48,448,19,False,False,0.024525226046180827,0.050678815759821964,0.10596430979198029,0.056250574088416383,0.081107441940198338,-0.0059034001341955467,False
3,7,0.33333333333333331,0.5,0.41666666666666669,150,175,162.5,0.63829787234042556,0.74468085106382975,0.69148936170212771,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.039962860876292763,448,0.1253844263584333,11,448,29,False,False,0.003866887193110772,0.036095973683181994,0.11415636147626014,0.0071210059867325114,0.060638683731496328,-0.020675822855203564,False
3,8,0.33333333333333331,0.5,0.41666666666666669,175,200,187.5,0.74468085106382975,0.85106382978723405,0.7978723404255319,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.049283332366864975,448,0.12526195991403699,-2,448,19,True,True,-0.0067180852753730945,0.056001417642238066,0.10199566069617574,-0.0034939775598048714,0.049250841568185433,3.2490798679542243e-05,False
3,9,0.33333333333333331,0.5,0.41666666666666669,200,225,212.5,0.85106382978723405,0.95744680851063835,0.9042553191489362,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.003085184428420127,448,0.10872030328205899,35,448,61,False,False,0.0095270622476132244,-0.012612246676033351,0.060286503629703253,0.034743269449118749,0.047514886539411001,-0.050600070967831132,False
3,10,0.33333333333333331,0.5,0.41666666666666669,225,250,237.5,0.95744680851063835,1.0638297872340425,1.0106382978723405,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.095412314116165048,448,0.13295323943693371,1,448,4,True,True,-0.00019700246683685687,0.09560931658300191,-0.010198845388044962,0.017019327514765255,0.0034102410633601466,0.092002073052804903,False
3,11,0.33333333333333331,0.5,0.41666666666666669,250,275,262.5,1.0638297872340425,1.1702127659574468,1.1170212765957446,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.047047733816589339,448,0.11282580977271905,-21,448,20,False,False,0.016449427262430559,0.03059830655415878,0.04238503726583568,0.045291530571199251,0.043838283918517462,0.0032094498980718769,False
3,12,0.33333333333333331,0.5,0.41666666666666669,275,300,287.5,1.1702127659574468,1.2765957446808511,1.2234042553191489,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.052018186066201268,448,0.11900000325510612,-28,448,88,False,False,0.005692532561339619,-0.057710718627540888,0.022869484845600245,-0.0057377664243613048,0.0085658592106194701,-0.060584045276820736,False
3,13,0.33333333333333331,0.5,0.41666666666666669,300,325,312.5,1.2765957446808511,1.3829787234042554,1.3297872340425532,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.075407893135770412,448,0.14345124946861651,-39,448,16,False,False,0.016839973209883626,0.058567919925886787,0.023893338023994574,-0.0051953230881620523,0.0093490074679162607,0.066058885667854145,False
3,14,0.33333333333333331,0.5,0.41666666666666669,325,350,337.5,1.3829787234042554,1.4893617021276595,1.4361702127659575,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.048609645363985168,448,0.13872400611730967,-28,448,81,False,False,0.013114515886849022,-0.061724161250834186,0.037207613592655182,-0.019826120565195227,0.0086907465137299779,-0.057300391877715143,False
3,15,0.33333333333333331,0.5,0.41666666666666669,350,375,362.5,1.4893617021276595,1.5957446808510638,1.5425531914893618,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.0099432069366431081,448,0.10819513026212914,40,448,49,False,False,0.0087303607954787622,0.0012128461411643459,0.052619493804185347,0.024336179547724438,0.038477836675954891,-0.028534629739311784,False
3,16,0.33333333333333331,0.5,0.41666666666666669,375,400,387.5,1.5957446808510638,1.7021276595744681,1.6489361702127661,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.07026384274477189,448,0.12699532767294572,1,448,91,True,True,0.00081882306828422093,-0.071082665813056112,0.0014242800375849126,0.041465463647533035,0.021444871842558975,-0.091708714587330861,False
3,17,0.33333333333333331,0.5,0.41666666666666669,400,425,412.5,1.7021276595744681,1.8085106382978724,1.7553191489361701,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.019728064063809732,448,0.14581426245997486,-13,448,61,False,False,0.0099034828516719638,-0.029631546915481696,0.00011864572247151828,0.061699150943699557,0.030908898333085539,-0.050636962396895274,False
3,18,0.33333333333333331,0.5,0.41666666666666669,425,450,437.5,1.8085106382978724,1.9148936170212767,1.8617021276595744,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.1183184704943256,448,0.10795505375704566,34,448,100,False,False,-0.0036283468702440749,-0.11469012362408153,0.017619010901758707,-0.018806058451700268,-0.00059352377497078057,-0.11772494671935482,False
3,19,0.33333333333333331,0.5,0.41666666666666669,450,475,462.5,1.9148936170212767,2.021276595744681,1.9680851063829787,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.059692669188759276,448,0.1264710294014903,-42,448,93,False,False,0.024782974094558624,-0.0844756432833179,0.030884321575111222,-0.0019426449947171128,0.014470838290197054,-0.074163507478956336,False
3,20,0.33333333333333331,0.5,0.41666666666666669,475,500,487.5,2.021276595744681,2.1276595744680851,2.0744680851063828,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.0089020856658170444,448,0.15287467080933598,30,448,55,False,False,-0.013660301695794243,0.0047582160299771987,0.035862114158089577,-0.047982877662086032,-0.0060603817519982277,-0.0028417039138188167,False
4,1,0.5,0.66666666666666663,0.58333333333333337,0,25,12.5,0,0.10638297872340426,0.053191489361702128,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.22432628374967811,448,0.22432628374967811,0,448,1,True,True,-0.015189667284114495,0.23951595103379261,0.023008129758593388,0.088973321436439295,0.05599072559751634,0.16833555815216178,True
4,2,0.5,0.66666666666666663,0.58333333333333337,25,50,37.5,0.10638297872340426,0.21276595744680851,0.15957446808510639,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.2012031934796196,448,0.2012031934796196,0,448,1,True,True,-0.0056032492657950728,0.20680644274541468,-0.010220903726066301,0.051335761989534365,0.020557429131734032,0.18064576434788557,True
4,3,0.5,0.66666666666666663,0.58333333333333337,50,75,62.5,0.21276595744680851,0.31914893617021278,0.26595744680851063,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.16726828521814258,448,0.16726828521814258,0,448,1,True,True,-0.016510178032763074,0.18377846325090566,0.033078615864290804,0.071599800717432577,0.052339208290861694,0.11492907692728088,False
4,4,0.5,0.66666666666666663,0.58333333333333337,75,100,87.5,0.31914893617021278,0.42553191489361702,0.37234042553191488,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.10425642530326493,448,0.13128410194275619,1,448,4,True,True,-0.0075264591863429386,0.11178288448960787,0.043740060146730951,0.058354496721134998,0.051047278433932974,0.053209146869331952,False
4,5,0.5,0.66666666666666663,0.58333333333333337,100,125,112.5,0.42553191489361702,0.53191489361702127,0.47872340425531917,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.13039676397363537,448,0.21000862329601244,-1,448,5,True,True,-0.025031720665011126,0.1554284846386465,0.019072707628751059,0.040174736246763064,0.029623721937757062,0.10077304203587831,False
4,6,0.5,0.66666666666666663,0.58333333333333337,125,150,137.5,0.53191489361702127,0.63829787234042556,0.58510638297872342,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.00066076087996672084,448,0.15775585093488143,-3,448,50,False,True,-0.0075998817121197748,0.0082606425920864965,-0.0098006531010778955,0.035998419428181896,0.013098883163552,-0.01243812228358528,False
4,7,0.5,0.66666666666666663,0.58333333333333337,150,175,162.5,0.63829787234042556,0.74468085106382975,0.69148936170212771,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.029775004869647865,448,0.15726380795180259,7,448,30,False,False,-0.0093136772374368924,0.039088682107084757,0.033179967728251145,0.046413581509872223,0.039796774619061684,-0.010021769749413819,False
4,8,0.5,0.66666666666666663,0.58333333333333337,175,200,187.5,0.74468085106382975,0.85106382978723405,0.7978723404255319,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.005714612118659093,448,0.095946178587056993,1,448,41,True,True,-0.0034621706222007619,0.009176782740859854,0.013246909949728741,0.056337719895303298,0.03479231492251602,-0.029077702803856926,False
4,9,0.5,0.66666666666666663,0.58333333333333337,200,225,212.5,0.85106382978723405,0.95744680851063835,0.9042553191489362,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.016555082077435373,448,0.11239222104556004,35,448,37,False,False,-0.0064590248140988082,0.023014106891534179,-0.010444922857612463,0.07130040716577847,0.030427742154083004,-0.013872660076647631,False
4,10,0.5,0.66666666666666663,0.58333333333333337,225,250,237.5,0.95744680851063835,1.0638297872340425,1.0106382978723405,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.021679687845384848,448,0.13025739476470904,44,448,32,False,False,-0.01917663802319702,0.040856325868581872,-0.022826071072029351,0.03120000256243121,0.0041869657452009296,0.017492722100183919,False
4,11,0.5,0.66666666666666663,0.58333333333333337,250,275,262.5,1.0638297872340425,1.1702127659574468,1.1170212765957446,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.0048594072039712735,448,0.13651396735169236,-2,448,45,True,True,0.0053218828630692237,-0.00046247565909795021,-0.035480535202926815,0.0080388175835479705,-0.013720858809689422,0.018580266013660696,False
4,12,0.5,0.66666666666666663,0.58333333333333337,275,300,287.5,1.1702127659574468,1.2765957446808511,1.2234042553191489,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.017776237350011194,448,0.16624545385084794,-13,448,70,False,False,0.0022457098392167779,-0.020021947189227972,0.0087805579204054303,0.0053543431193795038,0.007067450519892467,-0.024843687869903659,False
4,13,0.5,0.66666666666666663,0.58333333333333337,300,325,312.5,1.2765957446808511,1.3829787234042554,1.3297872340425532,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.079972531321544998,448,0.14323718378064162,46,448,8,False,False,0.019476868058119538,0.06049566326342546,0.026144029856768017,0.054078776609914087,0.040111403233341052,0.039861128088203947,False
4,14,0.5,0.66666666666666663,0.58333333333333337,325,350,337.5,1.3829787234042554,1.4893617021276595,1.4361702127659575,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.052587515847575983,448,0.14856498707026686,16,448,16,False,False,0.0040948073810237705,0.048492708466552209,0.07253791308825723,0.12405410253248281,0.098296007810370012,-0.045708491962794029,False
4,15,0.5,0.66666666666666663,0.58333333333333337,350,375,362.5,1.4893617021276595,1.5957446808510638,1.5425531914893618,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.016952464155045536,448,0.15181082942744939,-27,448,41,False,False,0.0017427510513239196,0.015209713103721616,0.047212473312964867,0.010286581853594079,0.028749527583279474,-0.011797063428233938,False
4,16,0.5,0.66666666666666663,0.58333333333333337,375,400,387.5,1.5957446808510638,1.7021276595744681,1.6489361702127661,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,-0.016341626829734602,448,0.14052693606121952,-39,448,65,False,False,-0.005954033671024545,-0.010387593158710056,-0.0096528958621579439,-0.02099510545949131,-0.015324000660824627,-0.0010176261689099752,False
4,17,0.5,0.66666666666666663,0.58333333333333337,400,425,412.5,1.7021276595744681,1.8085106382978724,1.7553191489361701,D235_F03_V01,235,3,common_grid,absolute,6,detrended_51,mean,0.063691287197127189,448,0.10685682388867679,-20,448,13,False,False,0.0066050655539956864,0.057086221643131499,0.032762488275592146,0.055967797773402474,0.04436514302449731,0.019326144172629879,False
