scan_id,diameter_um,flow_mm_s,grid_scope,region,side,pixel_statistic,n_valid,mean,sd,mad,p5,p50,p95,cv,rcv,dynamic_range,first_block_median,last_block_median,first_to_last_difference,first_to_last_relative,linear_slope_per_frame,trend_amplitude,trend_amplitude_relative,residual_mad
D128_F07_V01,128,7,common_grid,t02,left,mean,493,23122835.380487494,3367013.8497474636,2114449.2888886817,18040763.775847498,22873486.732393462,28807012.655553568,0.14561422915239722,0.13705311098315129,0.47068682644080206,23376443.844415937,22841992.294973843,-534451.54944209382,-0.02336554788060374,-2616.7383387435466,3123802.4013548382,0.13656870235401869,2066861.2919034138
D128_F07_V01,128,7,common_grid,t02,left,median,493,16210670.59793325,3317044.2693654355,2261980.4581805654,11165721.951502139,16078713.188212909,21713317.125236139,0.20462103953850844,0.20857466564905172,0.65599747008773701,16546042.676186418,15862404.821448419,-683637.85473799892,-0.042518194505712356,-2209.598227041261,2949109.7706232145,0.18341702697857487,2235097.4066246059
D128_F07_V01,128,7,common_grid,t02,right,mean,493,23205567.731724001,3588643.8229206856,2114361.0131796747,17851157.658446878,22866519.036937993,28990716.13609587,0.15464581019557225,0.13708914912131523,0.48715584823621089,23751208.00314831,22217681.104125921,-1533526.8990223892,-0.067064291532312761,-2811.5781245952621,3530518.5152190998,0.15439685023837646,2066860.6075613685
D128_F07_V01,128,7,common_grid,t02,right,median,493,16070632.822260929,3334369.0045349626,2324320.5395067837,11156325.200444056,15807407.331025233,21574978.090952288,0.20748212229180035,0.21800144449426639,0.65909941284675566,16685177.218178323,15669093.378325334,-1016083.8398529887,-0.064278968623698252,-1858.9773780463181,3608653.1675639879,0.22828874413081496,2193780.5077717416
D128_F07_V01,128,7,common_grid,t03,bg,mean,493,23465276.33967042,2713220.0782630336,1705610.765158169,19452908.223038152,23243267.37457617,28076863.620209686,0.11562702433109902,0.10879445129945341,0.3710302539738688,25449445.382467683,21978613.608796552,-3470831.7736711316,-0.14932632825398631,-3740.7281413697519,4128370.5944994316,0.17761575977975905,1545715.8618097827
D128_F07_V01,128,7,common_grid,t03,bg,median,493,16212538.142317411,2508776.9312404925,1660549.7616979424,12384264.868318999,15971853.301496753,20909036.530284431,0.15474300872681798,0.15414185381120779,0.53373716255999915,17243547.586455762,14652402.559820447,-2591145.0266353153,-0.16223195753948566,-2844.8887322342002,3378838.4317494277,0.21154955332784017,1507079.6195109654
D128_F07_V01,128,7,common_grid,t03,left,mean,493,23322821.294787247,3520489.10745733,2404429.1027887315,18081006.79763037,22867245.276817985,29296953.827094086,0.15094610823280522,0.15589138720650578,0.49048089936893496,25015132.180894021,20971780.333159924,-4043351.8477340974,-0.17681849294865029,-4289.1609454414074,4778131.1351367719,0.20895088487027663,2061281.6942999586
D128_F07_V01,128,7,common_grid,t03,left,median,493,16228005.585724602,3445287.4428562825,2427713.1546065845,11457060.131011242,15822427.937873274,22495852.450222336,0.2123050441815858,0.22748263017233972,0.6976674099926311,18195818.366749797,14258779.559443273,-3937038.8073065244,-0.24882646473507719,-3279.4497056396608,4876204.3782053366,0.30818306756407687,2220079.5134891681
D128_F07_V01,128,7,common_grid,t03,right,mean,493,23607731.384553596,3790613.9685753579,2519849.5993726179,17799066.031943832,23393037.422507174,30460304.353662387,0.1605666341601775,0.15970260503389733,0.54123960446182939,24639924.523710862,23088566.402058318,-1551358.1216525435,-0.066317088013544287,-3192.2953372980878,5170248.00465912,0.2210165320252368,2261722.0641649924
D128_F07_V01,128,7,common_grid,t03,right,median,493,16475988.117614644,3518541.4766854947,2290369.553863924,11347659.993137589,16013892.418185204,22634309.403650459,0.21355571827123296,0.21204725321512283,0.70480362398937269,16905369.445851032,15171709.530004663,-1733659.9158463683,-0.10825974538692684,-2338.6017582811373,2953087.6197813954,0.18440785929271641,2280455.7946082354
D128_F07_V01,128,7,common_grid,t04,bg,mean,493,23596221.133201327,2760243.9755118028,1704334.2417628057,19331843.806885887,23359638.350339744,28376337.423828486,0.11697822121305562,0.10817144978619864,0.38718465933831786,24390782.346225884,22375046.400733821,-2015735.9454920627,-0.086291402086828353,-1461.9040627334266,3286295.6971663013,0.1406826444776062,1541780.3238845356
D128_F07_V01,128,7,common_grid,t04,bg,median,493,16105437.932079444,2458541.1604789733,1442006.7882994097,12637651.729429411,15798999.362981709,20702725.61504627,0.15265285991273508,0.13531991585125427,0.51048004372441191,16243647.134073637,15206697.509064456,-1036949.625009181,-0.065633879791073033,-950.51389055369293,2612441.4598276783,0.16535486835633609,1463603.5151673071
D128_F07_V01,128,7,common_grid,t04,left,mean,493,23454558.580087066,3592237.1981324125,2414407.1639402844,18057034.307811875,23205249.578165371,29742885.950851239,0.15315731421107298,0.15425820132639451,0.50358655284772247,24000125.541834485,21964786.543416813,-2035338.9984176718,-0.087710282604880632,-1153.942059355026,3554964.6357512288,0.15319656975791457,2534780.2511604764
D128_F07_V01,128,7,common_grid,t04,left,median,493,15922021.101227058,3344300.4917874439,2244749.5423168652,11162220.213082993,15512471.643149689,21609657.613877349,0.21004246072313706,0.21454128961509875,0.67348631740499887,15509762.39013274,14867910.418643169,-641851.97148957103,-0.041376512154529095,-238.70905243342443,3313572.666049283,0.21360700875237748,2260733.4730216321
D128_F07_V01,128,7,common_grid,t04,right,mean,493,23737883.686315592,3699969.5369424294,2528087.3910009451,18103328.685338099,23422836.165646322,30375629.945742164,0.15586770858917751,0.16002085910481267,0.52394599755616,24122742.652375352,22785104.440903489,-1337638.2114718631,-0.057108293889436966,-1769.8660661117201,4129469.6007828526,0.17630100691390399,2338044.9930215105
D128_F07_V01,128,7,common_grid,t04,right,median,493,16433816.500345277,3373424.5791667015,2289785.6526424456,11098398.750306938,16043700.933247417,22082788.103750966,0.20527335078226203,0.21159932005292864,0.68465433251009067,16940748.110888064,15533397.090590227,-1407351.0202978365,-0.087719848815018611,-1063.9537066683865,4127958.8369131293,0.25729467621518337,2223377.3502828218
D128_F07_V01,128,7,common_grid,t05,bg,mean,493,23442504.329478011,2593949.378832629,1723551.1350472048,19745488.424818892,23247096.119439047,27795016.214090914,0.11065154739337475,0.1099206928767431,0.34625949615019086,24279837.400597863,22441216.145106137,-1838621.2554917261,-0.07909036234225765,-1809.767366105141,2992680.881241221,0.1287335358302564,1606194.6171224825
D128_F07_V01,128,7,common_grid,t05,bg,median,493,16139041.278441511,2354672.253425824,1475485.1000847016,12704243.183610259,15979979.245095095,20122654.767321009,0.14589914064915299,0.13689343245280045,0.46423161569422955,16389213.634268686,15597170.58424131,-792043.05002737604,-0.049564710809651788,-1458.2646668351467,1492659.606163824,0.09340810668586956,1434018.5066692382
D128_F07_V01,128,7,common_grid,t05,left,mean,493,23331340.154930834,3624378.8783241534,2309203.2640237063,18087376.963152107,22938926.185349457,29612481.879039623,0.15534379312361013,0.14924956519665397,0.50242565073723133,24041160.503636129,22325634.01988554,-1715526.4837505892,-0.074786695326926639,-2164.4635399725585,3716678.0044751838,0.16202493414225017,2186456.4585304633
D128_F07_V01,128,7,common_grid,t05,left,median,493,16021524.95172143,3230462.4903439954,2057206.4945098441,10915133.858334599,15944644.421569958,21318964.373741288,0.20163264733404163,0.19128769937536061,0.65249686605317825,16067421.683555238,15561868.878689431,-505552.80486580729,-0.031706746886239374,-2294.6404497225913,2870246.8665233161,0.18001322517048035,2019279.0798943434
D128_F07_V01,128,7,common_grid,t05,right,mean,493,23553668.504025199,3535571.2288586274,2245631.675337676,17826670.88076121,23205326.983865857,29739993.199158657,0.15010703017470153,0.14347453600505078,0.51338739276031375,23728539.335034989,23377955.227949087,-350584.10708590224,-0.015107914977007456,-1455.0711922377172,2926906.6260015145,0.12613080729422718,2236942.3847038262
D128_F07_V01,128,7,common_grid,t05,right,median,493,16396117.429643214,3239394.9595006588,2134869.8286784589,11505842.069569927,16082666.364799032,22052921.472083889,0.19757085623478299,0.19680555053522897,0.65580415356988964,16269859.966494383,16450305.902343769,180445.93584938534,0.011219901710100556,-245.98737939382985,2137379.6336368639,0.13289958177053637,2082732.4036871158
D128_F07_V01,128,7,common_grid,t06,bg,mean,493,23643394.08105896,2704912.887135251,1623441.7894862033,19700764.765761215,23347588.316302232,28605645.347567249,0.11440459342942615,0.10309051044092804,0.3814047284527578,24185419.614088058,22394499.631380722,-1790919.9827073365,-0.076706851193570333,-3707.7271858444469,2585691.1059313118,0.11074767427374405,1651567.7507927567
D128_F07_V01,128,7,common_grid,t06,bg,median,493,16127502.84083477,2325836.0535120554,1581377.9143706262,12596365.634860693,16008094.913975796,20344200.525244806,0.14421551039030348,0.14646033200359093,0.48399481212595141,15862880.90872108,15276679.492469124,-586201.41625195555,-0.036619061756072865,-1171.7326784603526,1826011.5699448641,0.11406801244979331,1493286.3265711721
D128_F07_V01,128,7,common_grid,t06,left,mean,493,23425927.585609872,3462523.2812714288,2468994.8492807262,18322158.11061148,23344601.626314159,29571911.034634303,0.14780730746382034,0.15680420776242476,0.48189954594650447,24298023.55653898,21336854.727186345,-2961168.8293526359,-0.12684597821599966,-5047.2781489758263,3974825.7225825675,0.17026744710443562,2196546.5817307644
D128_F07_V01,128,7,common_grid,t06,left,median,493,16223908.245481363,3242504.5895723016,2235059.8909153566,11394196.757926319,16121696.494733458,21759632.835932162,0.19985964790422153,0.20554287170420354,0.64294946139148335,16504035.504258141,14946543.741035827,-1557491.7632223144,-0.096608428506956862,-2563.1287542937562,3339477.238592295,0.20714180047262495,2081857.3981297184
D128_F07_V01,128,7,common_grid,t06,right,mean,493,23860860.576508045,3606529.2003758596,2255723.1127180196,19031830.317381993,23384715.431897972,30362421.053890906,0.15114832882124249,0.14301371751370076,0.48452976772398076,24105264.708564185,22474406.74822621,-1630857.9603379741,-0.069740338089100656,-2368.1762227130462,2913056.4798022173,0.12457096124542343,2140508.9247306176
D128_F07_V01,128,7,common_grid,t06,right,median,493,16315463.136537572,3366742.6842034142,2080954.7463292871,11393493.854528217,15984184.239057237,22587850.847298767,0.20635287248841752,0.19301726386318044,0.70033958726634427,15460299.088189239,15129583.623103231,-330715.46508600749,-0.020690168490294716,-373.00746284882626,2512283.0865854323,0.15717305612923849,2101475.638380941
D128_F07_V01,128,7,common_grid,t07,bg,mean,493,23512189.335298099,2581399.1651143492,1648816.9226845428,19644584.006809983,23382806.358088404,28292686.945586737,0.10978982553695998,0.10454416515007009,0.36984880284847704,25357039.747196548,21999092.690538444,-3357947.0566581041,-0.14360752961958087,-4724.9951900298338,4063821.7505457476,0.17379529592435003,1507768.7143925019
D128_F07_V01,128,7,common_grid,t07,bg,median,493,16118956.913360341,2347415.8933966109,1520976.1046370994,12567162.050788265,15964920.646404123,20121862.416218981,0.14563075675516785,0.14124712691527666,0.47320625844340214,16911385.128229365,15560612.229921555,-1350772.8983078096,-0.084608807536544345,-2632.6873292871142,2425226.7487247884,0.15190972773616868,1565262.1981181335
D128_F07_V01,128,7,common_grid,t07,left,mean,493,23318011.541387625,3427782.7050951133,2348494.2767912149,18014520.83256942,23093463.907800484,28679654.199270654,0.14700150135062204,0.15077329363285991,0.46182475739807821,24753731.008135103,22145456.491161861,-2608274.5169732422,-0.11294427407627758,-3868.0348258345616,3385324.2882310897,0.14659231294823635,2214237.1414436698
D128_F07_V01,128,7,common_grid,t07,left,median,493,16037101.273153313,3341835.0687491819,2205919.509724047,11220185.22130668,15710868.372948952,22199552.596767131,0.20838149063406705,0.20816775925308037,0.69883898934350308,16655523.270110248,15136128.949459966,-1519394.3206502814,-0.096709760694474511,-2233.7880706924534,3417458.9518430512,0.21752196445915417,2167559.1926695015
D128_F07_V01,128,7,common_grid,t07,right,mean,493,23706367.129208568,3528539.3282574909,2263076.6924794465,18584385.262555715,23221327.349548351,30242029.445916846,0.14884352836626683,0.14448947959623359,0.50202316206475894,25309474.608380672,22886412.102613747,-2423062.5057669245,-0.10434642556356936,-5581.9555542251155,4344912.6610973328,0.18710871242172297,2278014.1683511287
D128_F07_V01,128,7,common_grid,t07,right,median,493,16366584.989354394,3212761.9950979948,2220628.1554911453,11412588.707108814,16010185.526823672,21769409.615043543,0.19630008319925801,0.20563804821719303,0.64688949984887922,17731115.845005833,15986549.75214172,-1744566.0928641129,-0.10896601353814697,-3599.6500480233194,3992086.2813076731,0.2493466596385957,2046792.0385325197
D128_F07_V01,128,7,common_grid,t08,bg,mean,493,23398314.170877013,2498881.2045160262,1580272.213475354,19515228.668548547,23256624.52086531,27980274.682563089,0.10679748918092091,0.10074168680827061,0.36398429214952915,24106174.488677472,22334452.60980206,-1771721.878875412,-0.07618138553537139,-3419.4017146739179,3225278.8965346441,0.1386821588679388,1457385.3130516112
D128_F07_V01,128,7,common_grid,t08,bg,median,493,16259515.820191866,2347116.1775615597,1534919.4640982412,12572674.845154259,16116907.310077282,20407849.893795662,0.14435338687310698,0.14119778402207242,0.48614631193804592,16046550.149296353,15305283.674486021,-741266.47481033206,-0.045993096600291709,-2808.217338801227,2391009.5468005631,0.14835411663040074,1445550.2496727128
D128_F07_V01,128,7,common_grid,t08,left,mean,493,23389892.484109301,3581200.5023284596,2366792.8590488024,17839413.181595825,23190598.028095555,29359865.978590079,0.15310889114866461,0.15131162588280692,0.49677256201143039,24791519.602295317,22133264.626294985,-2658254.9760003313,-0.11462640906370068,-5029.244101842105,4629818.2043797001,0.19964203591346141,2349221.0074070692
D128_F07_V01,128,7,common_grid,t08,left,median,493,16351822.858578393,3449487.6418200694,2237033.8452040199,11173395.234376507,16096816.471081942,22614749.208997257,0.21095431816095173,0.2060423801723667,0.710783650616582,17139912.601665605,14765970.71417056,-2373941.8874950446,-0.14747896838855373,-3496.7915479442631,3482051.6980243884,0.21631927681351909,2265840.4710962847
D128_F07_V01,128,7,common_grid,t08,right,mean,493,23406735.857644722,3495771.2382397964,2338133.8151472174,18300661.941362564,23099941.103600364,28871072.816221327,0.1493489420951476,0.1500660620211266,0.4575947110623263,24120594.517584015,22386238.027246505,-1734356.4903375097,-0.075080558974550474,-1809.5593275057795,3326301.5119739808,0.14399610358554302,2234283.3109001033
D128_F07_V01,128,7,common_grid,t08,right,median,493,16273706.614285598,3230911.8692579879,2048319.6080441643,11542379.039537854,16123113.94626005,21972644.355279706,0.19853570829535458,0.18835310976579117,0.6469138251151092,16017333.012932381,14958508.391370274,-1058824.6215621065,-0.065671223629087713,-1840.5486256190027,2452279.4806833081,0.15209713761603377,2136285.0619831122
D128_F07_V01,128,7,common_grid,t09,bg,mean,493,23489888.156476244,2648593.3513293276,1667056.9081772193,19552147.692795336,23323149.440583747,28092371.156769548,0.11275461737773754,0.10597104727901126,0.3661693925912804,24862770.17617628,21885236.55440712,-2977533.62176916,-0.1276643032003244,-4935.8701726316567,4411069.8834834956,0.1891283977200762,1588103.2538467385
D128_F07_V01,128,7,common_grid,t09,bg,median,493,16027763.81568438,2454297.5938727017,1576047.9612718746,12331549.10366131,15921333.29300154,20133769.410274677,0.15312788621647805,0.14676212502936484,0.49004817392039329,17134789.887257423,15421760.897545867,-1713028.9897115566,-0.10759331258171349,-3784.7211840779119,3011097.4917149972,0.18912345067473527,1506123.0098238196
D128_F07_V01,128,7,common_grid,t09,left,mean,493,23412218.050903775,3754859.1606038017,2388619.9844035655,17481416.120426383,23338392.363842905,30023748.54600586,0.16038032588112061,0.15174001420779967,0.53741201322035936,25529687.152386867,21548305.669828862,-3981381.4825580046,-0.17059364760385876,-5903.2752724670472,7098043.1199794076,0.30413590659209583,2260812.1821865477
D128_F07_V01,128,7,common_grid,t09,left,median,493,16149573.329145044,3570022.3905254719,2182681.0559429973,10920779.347447451,15808075.076585382,22103058.19546387,0.22105985822440724,0.20470822145412584,0.70737764046802865,17413511.525443986,14853667.787811048,-2559843.7376329377,-0.16193266575666312,-4271.3229398788453,4215915.3142073806,0.26669378110760072,2099933.6283030733
D128_F07_V01,128,7,common_grid,t09,right,mean,493,23567558.262048714,3407449.826729259,2159244.9625548236,18372078.455928896,23200195.489889484,29474469.740227066,0.14458221716656749,0.13798575890788889,0.47854731608345846,24260388.21646975,22346186.743777931,-1914201.4726918191,-0.082507988931645751,-3968.4650727962344,4028728.4591377601,0.17365062552569688,2187467.2811392657
D128_F07_V01,128,7,common_grid,t09,right,median,493,16268186.47519432,3297023.8531768597,2152988.8228691742,11571228.963987447,15849158.332018947,22212799.295839604,0.2026669572668196,0.20140004673542949,0.67142810418858245,15795850.193208888,15643183.358931355,-152666.83427753299,-0.0096324884312065234,-2626.6965489504023,2052625.3510047812,0.12951005397289808,2184106.0141781662
D128_F07_V01,128,7,common_grid,t10,bg,mean,493,23492552.265741061,2480337.849918481,1581888.9754651189,19780768.295184851,23451777.44390434,27572558.962736588,0.10557975233434007,0.10000557956148375,0.33224733972464865,24805373.693450958,22359265.545313224,-2446108.1481377333,-0.10430374217855003,-4847.7364007906208,4485174.626152873,0.19125094619720065,1397943.2930896506
D128_F07_V01,128,7,common_grid,t10,bg,median,493,16044142.829331147,2294484.3311370215,1573647.1191080529,12309726.096566115,15910244.292877458,19872124.198095158,0.14301071459812445,0.14664069110705316,0.4753162781362511,17073412.710739404,15096887.202295765,-1976525.5084436387,-0.12422973978648902,-3562.377103054554,3091267.8318377715,0.19429417769667057,1524483.0095213205
D128_F07_V01,128,7,common_grid,t10,left,mean,493,23353340.852689382,3554119.8620059108,2382509.0321853235,18035317.247119296,23137210.689170361,29247899.020623468,0.15218892596245462,0.1526678361783384,0.48461251116809645,24563969.933314383,23099780.789324101,-1464189.143990282,-0.063282872065283685,-4357.1771367829015,5263157.9035044946,0.22747590339262358,2270246.6529735662
D128_F07_V01,128,7,common_grid,t10,left,median,493,16193279.813605005,3221515.7243715492,2258488.6373662855,11232318.573381973,16096110.350467062,21653237.042094406,0.19894152151097574,0.20802760299553319,0.64741842854041121,17336662.546874717,16843743.433818337,-492919.1130563803,-0.030623492404304824,-2710.7254920970549,3453346.2980317287,0.21454539157850161,2229316.8799094185
D128_F07_V01,128,7,common_grid,t10,right,mean,493,23631763.678792741,3360823.3276305203,2345268.6693818346,18414814.057590768,23545386.428146321,29326143.898011532,0.1422163564815325,0.14767629063284191,0.46341689373920331,25550867.036190175,21976624.226047039,-3574242.8101431355,-0.15180225735732503,-5338.2956647983519,4757711.6466127858,0.20206555798656944,2038953.6917184405
D128_F07_V01,128,7,common_grid,t10,right,median,493,16298116.788309518,3192820.2481549843,1976670.2359751239,11497702.745860578,15967212.290855577,22347819.392621923,0.19590117616810571,0.18353932035682144,0.67952479425448653,17078559.674284536,15229672.506506087,-1848887.1677784491,-0.11579273414165771,-4076.5417741769197,2736648.8808394838,0.17139177653489099,2023837.7329770327
D128_F07_V01,128,7,common_grid,t11,bg,mean,493,23251361.149651825,2489705.7465303885,1770362.6221506856,19491977.938806362,23057272.400526609,27306435.567731213,0.10707784935711905,0.11383565141645546,0.33891509338920656,24719073.105863117,22339409.518717855,-2379663.5871452615,-0.10320663892104219,-3810.1330353679095,3731351.7649028003,0.16182971255600812,1544047.2819061354
D128_F07_V01,128,7,common_grid,t11,bg,median,493,15870034.674640346,2389918.6367887165,1604944.4778042659,12220431.087754058,15591558.384838251,19834744.985937107,0.15059315784657401,0.15261403793391815,0.48836131130980859,16397252.431867361,15960517.607916236,-436734.82395112514,-0.028010979606491456,-1318.6741622190652,3073039.5779803917,0.19709637113431314,1439010.6679377928
D128_F07_V01,128,7,common_grid,t11,left,mean,493,23074206.61738047,3381870.3224973623,2081370.832770437,17398693.830401789,22865125.57076719,28781658.244762264,0.14656496661297963,0.13495838398590132,0.49783082883714702,24235624.57825115,21195305.316290259,-3040319.2619608901,-0.13296752963595812,-5696.3308643259015,4338242.8725340143,0.18973186301152048,1980194.5540371761
D128_F07_V01,128,7,common_grid,t11,left,median,493,16014426.802309493,3389015.5906946827,2298751.1174966451,10787230.996584056,15745900.28840105,21673519.140819065,0.21162265952634293,0.21644544575905042,0.69137286181433577,17383885.791862,14927109.063629486,-2456776.7282325141,-0.15602643756370393,-3957.43652020323,4093801.0693590883,0.25999155299965399,2128131.9675802607
D128_F07_V01,128,7,common_grid,t11,right,mean,493,23428515.681923185,3539724.034555159,2508249.3288747892,17955521.876536526,23100196.548922747,29327003.100795981,0.1510861414616341,0.16098263264185,0.49226772595533397,24274241.770148478,22445029.925982289,-1829211.8441661894,-0.079185986157831748,-1923.935206409802,3111082.0640311465,0.13467773131030905,2398491.0369300395
D128_F07_V01,128,7,common_grid,t11,right,median,493,15989123.511559801,3399527.408995525,2036774.997634422,11201950.81874942,15625682.706496289,21908240.754354049,0.21261499459540342,0.19325380325541625,0.68517261848364219,15517295.645713339,16069918.252983283,552622.60726994462,0.035366301597830017,1285.2561803765307,3264192.6321400404,0.20889920097910158,2031016.773516221
D128_F07_V01,128,7,common_grid,t12,bg,mean,493,23247265.994092535,2567468.6577314576,1708980.6112650596,19399994.416060202,23026347.63683755,27581529.985526644,0.11044174649973414,0.11003632422399931,0.35531191044721405,24051758.623252146,22052466.448602229,-1999292.1746499166,-0.08682628292519344,-3622.6120156880652,3824705.7820034698,0.16610127851473525,1601152.8601299599
D128_F07_V01,128,7,common_grid,t12,bg,median,493,15894943.92258328,2380812.7628354537,1477050.4579936825,12175959.315978665,15846678.796766186,20075499.288202956,0.14978428199754976,0.13819141771639359,0.49849814421911182,16250402.899908548,15114393.712829247,-1136009.1870793011,-0.071687525294645671,-2204.3379244992248,2489736.6320456397,0.15711409715414421,1425724.3132514395
D128_F07_V01,128,7,common_grid,t12,left,mean,493,23244719.954468254,3434926.3249618374,2389900.011271026,17820565.568375781,23397003.102391791,28772610.287778243,0.14777232557286857,0.15144100897042698,0.46809604937321542,25132349.695360743,20610357.286273547,-4521992.409087196,-0.19327229172461532,-6182.6243059461576,6728354.8399259783,0.28757336187377619,2113464.0294035226
D128_F07_V01,128,7,common_grid,t12,left,median,493,16098329.984794717,3310241.2134514982,2230673.9144702982,10844432.078351436,16071525.256745486,21544499.917734079,0.20562637345476861,0.20577991775893073,0.66577799359097212,16877724.143073428,13890350.772831788,-2987373.3702416401,-0.18587989145509323,-4623.5428540355942,5392990.4359967019,0.33556183061922978,2073115.7571927253
D128_F07_V01,128,7,common_grid,t12,right,mean,493,23249812.033716816,3577279.5709337057,2264213.4423342682,17651213.347280569,22910515.470220562,29789173.961319145,0.15386273083610069,0.14652323532258213,0.52979866951556298,23655521.111922145,23847494.221453607,191973.10953146219,0.0083792575414111375,-1062.5997254299191,3687178.8561229371,0.16093827574135502,2295510.5747851096
D128_F07_V01,128,7,common_grid,t12,right,median,493,16107658.814035244,3423719.6126683848,2194820.8063315898,10972693.842401026,15875771.06358882,22319744.171510678,0.21255228039006896,0.2049690257206076,0.71474010828577528,15881050.749786541,16764671.864873556,883621.11508701555,0.055658469220030898,-315.20684488323496,3279915.0401202273,0.20659878672871096,2077592.5427464657
D128_F07_V01,128,7,common_grid,t13,bg,mean,493,23224528.442814268,2542053.217819111,1793340.3620320708,19141280.442967627,23249674.611752275,27444204.460697886,0.10945553637734372,0.11435886588299911,0.35712000947889766,24437296.440661784,22648304.454299808,-1788991.9863619767,-0.076946968774250057,-2205.0590016558458,2885480.7342052832,0.12410843516694753,1693740.8094141856
D128_F07_V01,128,7,common_grid,t13,bg,median,493,15848304.707438506,2294116.7607099595,1563670.678100815,12262805.115024254,15778729.497155881,19814567.046333466,0.14475471055482678,0.14692552703753126,0.47860392895831183,16487130.814552719,14981059.109718431,-1506071.704834288,-0.095449491361503963,-1181.2648959101111,2395103.0006643813,0.15179314665962804,1432300.1143898424
D128_F07_V01,128,7,common_grid,t13,left,mean,493,22952844.282109909,3435778.7543310891,2293206.8802927546,17732445.498636458,22662287.821587309,28950853.90971411,0.14968858378083588,0.1500249466200585,0.49502541400040756,24030041.486904688,21379270.878723137,-2650770.6081815511,-0.11696835858101312,-1976.4638601824722,3888565.1020888723,0.17158749075566679,2192892.095228713
D128_F07_V01,128,7,common_grid,t13,left,median,493,15593492.22454107,2953590.8128248835,2031227.9556520246,10925971.456589207,15627541.203714402,20665633.418048233,0.18941176038658719,0.1927045673911843,0.62323700411323013,16052561.956044629,15258815.286743086,-793746.66930154338,-0.050791526251927795,319.40627303979511,2730694.6576258205,0.17473603953619912,1923560.4319856614
D128_F07_V01,128,7,common_grid,t13,right,mean,493,23496212.603518635,3503866.0130758476,2464684.799245175,18197050.638338238,23587931.027435619,29909263.313844111,0.1491247152126608,0.15491573547127499,0.49653412424697829,24890643.485267289,22314415.501213003,-2576227.984054286,-0.10921805651618283,-2433.6541431292603,3823959.7337871715,0.16211509730715437,2314028.1825614721
D128_F07_V01,128,7,common_grid,t13,right,median,493,16362837.959798196,3257546.4901278089,2091719.566033287,11336338.902554993,16282193.380934879,21701735.082464218,0.19908199898643891,0.19046472155478658,0.63660932758888977,17044462.498769488,15566302.977028936,-1478159.521740552,-0.09078380824731859,-1600.5083630933709,2925610.3351449128,0.17968158630093192,1990175.420663137
D128_F07_V01,128,7,common_grid,t14,bg,mean,493,23237407.322133981,2485164.2670503678,1769383.4415806942,19449168.386713367,23081285.423972014,27483538.372294284,0.10694671021595474,0.11365432393825926,0.34809023145810125,24016987.374209102,22570377.030681938,-1446610.3435271643,-0.06267460052396942,-4308.8889076372625,4055304.1310894825,0.17569663286073661,1579282.9486181624
D128_F07_V01,128,7,common_grid,t14,bg,median,493,15789923.752477335,2313420.2130526672,1449622.5890987627,12322696.973610209,15587168.5212299,19999417.975288253,0.14651243725541782,0.13788331393675357,0.49250259861002099,16565542.551507385,14784837.25638542,-1780705.2951219659,-0.11424174266779917,-2888.7108839991156,2321742.0219085161,0.14895213449102557,1375508.6460460685
D128_F07_V01,128,7,common_grid,t14,left,mean,493,23052351.700433243,3443750.5894986633,2359734.4787656181,17670316.475794498,22702916.999750029,29362844.750238694,0.14938825479718593,0.15410100553406533,0.51502316969105499,23873854.131764702,21247706.965208523,-2626147.1665561795,-0.11567443807265361,-5124.4247925748368,5136861.7035241574,0.22626439164538711,2203851.3711821623
D128_F07_V01,128,7,common_grid,t14,left,median,493,15759450.259950584,3184845.853933177,1854432.6889994107,10844997.280160073,15526661.729183607,21867194.430065021,0.20209117712860902,0.17707488915938976,0.70988840628812333,16270669.350888042,14617457.901646953,-1653211.4492410887,-0.1064756531749349,-3024.2745888344307,3060289.2828022707,0.19709898600097736,1831974.8857673611
D128_F07_V01,128,7,common_grid,t14,right,mean,493,23422462.943834715,3255795.4363436494,2278298.3349309191,18289582.782016668,23165199.093428217,28710110.493320111,0.13900312038707455,0.14581377426308573,0.44983544796123354,25026796.621323109,23221995.946577445,-1804800.674745664,-0.077910000577446861,-3493.3530226997177,2916006.7448303737,0.12587876897020159,2246831.7941128016
D128_F07_V01,128,7,common_grid,t14,right,median,493,16022168.953737764,3283341.8912014305,2101502.6079939473,11055408.143781576,15761889.687845731,21632541.320874523,0.20492493249083293,0.19767222257711825,0.67105742944319424,16523388.915986018,15175799.339724837,-1347589.5762611814,-0.085496701407593995,-2565.1809033386016,2792725.1608415749,0.17718212829487662,2082351.85099281
D128_F07_V01,128,7,common_grid,t15,bg,mean,493,22961064.342366073,2589135.2637673039,1833221.2273172066,18994480.35769492,22838348.896799639,27417582.336090989,0.11276198808388953,0.11900745556966935,0.36881396358632595,23425318.646653805,21294492.127379373,-2130826.5192744322,-0.093300375123572407,-5058.582818155146,3813329.0465195999,0.16697043484846513,1554259.3909091279
D128_F07_V01,128,7,common_grid,t15,bg,median,493,15684137.787007114,2325897.8091817461,1494298.277411148,12156390.742269557,15526608.724009274,19772426.274949171,0.14829618566017327,0.14268709062423623,0.49051506791065735,15955260.405302981,14689678.832413737,-1265581.5728892442,-0.081510495652037426,-2640.819082140818,2400850.1670617014,0.15462811034512597,1426841.3000560626
