scan_id,diameter_um,flow_mm_s,grid_scope,region,side,pixel_statistic,n_valid,mean,sd,mad,p5,p50,p95,cv,rcv,dynamic_range,first_block_median,last_block_median,first_to_last_difference,first_to_last_relative,linear_slope_per_frame,trend_amplitude,trend_amplitude_relative,residual_mad
D128_F01_V01,128,1,common_grid,s2,right,median,486,14942428.809634339,3385112.3742213212,2247293.8285025079,9799921.3930930123,14656783.295162925,20554902.225764982,0.22654365079114333,0.2273239470789884,0.73378862306174375,15551909.860813633,14087527.025595035,-1464382.8352185972,-0.099911611281165436,-4592.8479628744253,3328593.3575377967,0.22710258386888402,2102666.7147901282
D128_F01_V01,128,1,common_grid,s3,bg,mean,486,21257688.157621279,2930042.7394169895,1651874.0615731347,17525392.209657803,20974225.117887422,25820097.007898323,0.13783449628630073,0.11676562399436122,0.39547133453652872,22941978.732723944,20090122.892005444,-2851855.8407185003,-0.13596954474787035,-6143.3618214858725,4494315.182310462,0.21427800822436968,1566652.8841103967
D128_F01_V01,128,1,common_grid,s3,bg,median,486,14611454.789722908,2347087.4116449803,1455470.1922571603,11273372.510752637,14406911.310237687,18977913.386854947,0.16063338287819393,0.14978089755484619,0.53478089162854703,15532829.64383509,13701187.382163856,-1831642.2616712339,-0.12713635991981512,-3774.4574988735126,2303405.9533550907,0.15988201105383834,1480400.6516809314
D128_F01_V01,128,1,common_grid,s3,left,mean,486,21096852.857753001,3767350.9951196765,2079437.5951469187,15715883.814901488,20781016.787207335,27149010.449907072,0.17857407550411916,0.14835530956611714,0.55017166638562875,23017243.811069321,18960539.04182183,-4056704.7692474909,-0.19521204427998792,-6852.1129186360286,6255430.2084659003,0.30101656105281166,2005229.3775654435
D128_F01_V01,128,1,common_grid,s3,left,median,486,14631370.126572935,3278895.6164010856,2034165.6668271413,9848580.6214451306,14266353.942454956,19578379.437054321,0.22410038075969937,0.21139627053995205,0.6820101936945836,16203169.9845211,13663344.756043075,-2539825.2284780256,-0.17802903521970043,-4583.7530516519073,4040574.8408619501,0.28322407092660756,1949120.2706204625
D128_F01_V01,128,1,common_grid,s3,right,mean,486,21418523.457489546,4037635.1690951665,2238127.6629468966,16451166.576148577,21048230.129421759,27522892.022468653,0.18851136854082731,0.15764974312242699,0.52601693245665027,22568378.184892327,21314510.834020495,-1253867.3508718312,-0.05957115363914342,-5434.6107243357646,3447959.9958996251,0.16381234786482013,2049567.6968465913
D128_F01_V01,128,1,common_grid,s3,right,median,486,14808481.743507186,3218764.2746717455,1963898.4890840743,10052802.965448117,14475883.294287642,20782206.337216008,0.21735950588472855,0.20113977439048783,0.74119161875267692,14810314.420600204,14497242.228550734,-313072.1920494698,-0.021627156401088966,-3317.2434959237676,2610512.3700684104,0.18033527329545065,1930325.4488525875
D128_F01_V01,128,1,common_grid,s4,bg,mean,486,21528947.220520794,2948620.1816141293,1673058.1177911069,17739409.413022351,21334675.604763225,26129496.885859642,0.13696072322587083,0.11626499560571237,0.39326060673564228,24345199.679448713,20424689.802234679,-3920509.8772140332,-0.18376233835675157,-6791.867271481894,4355653.2648221962,0.2041584013515417,1530088.962531535
D128_F01_V01,128,1,common_grid,s4,bg,median,486,14901573.046552258,2388801.2098410171,1547487.5790441893,11382831.342772987,14652245.380695155,18756680.643447105,0.16030530484120323,0.15658385626777327,0.50325728986148577,16415203.225382054,14145659.502010392,-2269543.7233716622,-0.15489391996955398,-3567.0857469631565,3090945.3669968378,0.21095369936059535,1454374.0591199063
D128_F01_V01,128,1,common_grid,s4,left,mean,486,21514345.038903743,3855365.7031059028,2274311.0564208403,16648768.6718347,21141479.498230767,28267899.87000291,0.17919977094977146,0.15949184504952532,0.54958931323328453,23271118.211056054,20413383.232132748,-2857734.9789233059,-0.13517194854610134,-6923.8209338375691,4404531.648644492,0.208336017780264,2235096.2535081767
D128_F01_V01,128,1,common_grid,s4,left,median,486,14989213.560516808,3173388.2518700501,2128672.8068844602,10561541.502467077,14667268.763583798,20787197.758235477,0.21171145764639007,0.21517096020784793,0.69717521514004521,16459439.808999466,13857217.509169113,-2602222.2998303529,-0.17741696438338983,-4306.7264885165141,3660901.4746919125,0.24959667227079627,1899743.7150690369
D128_F01_V01,128,1,common_grid,s4,right,mean,486,21543549.402137842,3689583.425522516,2113834.8542177305,16282670.080133054,21104618.417680308,27630581.205123857,0.17126163180689186,0.14849695421347847,0.53769800052315264,24387885.380779967,20673390.849503987,-3714494.5312759802,-0.17600387070557871,-6659.9136091262199,5861978.1958026588,0.27775807549743758,2049934.8220599536
D128_F01_V01,128,1,common_grid,s4,right,median,486,15089833.082355525,3220395.4172001993,2122680.7645082148,10233634.635100873,14807765.982262131,20494627.724038724,0.21341491318189551,0.21252945955721469,0.69294673492471781,16788512.157516558,14581816.325728979,-2206695.8317875788,-0.1490228731620237,-3651.4225214166427,2836289.4507116508,0.1915406722465208,2133441.7319337726
D128_F01_V01,128,1,common_grid,s5,bg,mean,486,21734913.309819024,2950800.0628341399,1857818.2902858444,17503125.540407963,21526898.542465448,26735016.495618459,0.13576313927606412,0.12795161326859369,0.42885374021710693,24341232.78545206,20316508.256635942,-4024724.5288161188,-0.18696258176144923,-7984.3546050960431,5010998.8339959159,0.23277848521053199,1607823.5919560902
D128_F01_V01,128,1,common_grid,s5,bg,median,486,15010534.132884845,2582780.8725284906,1703948.116942225,11242976.033148494,14877696.552758232,19431913.785127722,0.17206455477624705,0.16980272915367314,0.55041704358871668,16221120.964171832,13586446.570744593,-2634674.3934272397,-0.17708886480406053,-4809.6714277947658,4205209.0406406261,0.28265188940562219,1666144.6177446684
D128_F01_V01,128,1,common_grid,s5,left,mean,486,21610236.777059972,3780213.2996606799,2116506.1699310504,15578692.401541762,21385710.234317765,28287951.968993459,0.17492697274254346,0.14673031726130464,0.59428746710768943,23351906.338051699,20174081.796141878,-3177824.5419098213,-0.14859569811295531,-6708.8271572976009,4275517.6877398305,0.19992404464916411,2231361.3094654791
D128_F01_V01,128,1,common_grid,s5,left,median,486,15105370.747149436,3378221.1627243389,2314274.8078825576,10175254.777831722,14851016.510393796,20967228.780670688,0.22364371052341431,0.23103764161633794,0.72668251330041789,16145777.641263338,13192501.902931239,-2953275.7383320983,-0.1988601747405766,-3285.4497054863723,4720570.9368609414,0.31786180653406121,2197111.8032753607
D128_F01_V01,128,1,common_grid,s5,right,mean,486,21859589.84257808,3962437.8461494511,2502553.7726812176,16291208.811471958,21295707.329288132,28831079.609148256,0.18126771246326956,0.17422695409954245,0.5888450007213486,24816148.261946246,20170743.191066064,-4645405.0708801821,-0.21813809699062331,-9259.8820528945162,6069219.135177426,0.28499730210089746,2241956.6112892982
D128_F01_V01,128,1,common_grid,s5,right,median,486,15187085.847321188,3489212.3898870531,2216495.1917339517,10093667.33228156,14930785.439210001,21613217.785602748,0.2297486446685561,0.22009396522669677,0.77153010471033168,16254930.490313187,13811874.793520801,-2443055.6967923865,-0.16362539711920543,-6559.1992426143115,4454378.954742847,0.29833520633449884,2051534.9557015188
D128_F01_V01,128,1,common_grid,s6,bg,mean,486,21815637.684348933,3252082.7205958548,1995019.4898761548,16991513.480914794,21627173.945060521,27127881.305046808,0.14907117397393235,0.13676386490459283,0.46868665549560079,23374875.176863745,20810845.857310072,-2564029.3195536733,-0.11855591146892669,-5965.2625074478583,3392344.0768556595,0.1568556338185112,1946170.7677101269
D128_F01_V01,128,1,common_grid,s6,bg,median,486,14973642.385759076,3075121.5332380123,2113479.3444999568,10191572.02812865,14657858.308483491,20334586.837915964,0.20536897129068984,0.21377232677587696,0.69198477678808423,15849193.588865375,13658171.878395461,-2191021.7104699146,-0.14947761564878975,-4147.5697866589726,3535877.9985338114,0.24122746475775117,2093538.9234759985
D128_F01_V01,128,1,common_grid,s6,left,mean,486,22028976.480485849,4692353.2013848284,2968393.5976852681,15414187.132316004,21795074.498857021,29233745.478105526,0.21300822603090538,0.20192362031884648,0.63406795634097268,24354578.170698661,19475875.282128654,-4878702.8885700069,-0.22384428595671266,-7466.2091335171708,5875665.5585745163,0.26958685362064938,2842410.1739795823
D128_F01_V01,128,1,common_grid,s6,left,median,486,15394911.69859858,4601999.9606222548,2809960.4922949839,8947296.3324456569,14901526.178547913,23010260.614064269,0.29892993546959939,0.27957186236896614,0.94372644205152045,16869517.797164574,13910485.052678684,-2959032.7444858905,-0.19857246224522185,-6363.1058083066655,5060540.4247430023,0.33959880109650148,2798929.858000773
D128_F01_V01,128,1,common_grid,s6,right,mean,486,21602298.888212029,4493693.9548947364,2943759.2159811184,14558292.280911222,21496540.489641085,29224373.03100884,0.20801924731014906,0.20302882762539232,0.68225307030984905,22108118.934594788,21298283.296891954,-809835.63770283386,-0.037672835686890345,-4464.3158813785567,4006968.7371044271,0.18640063218708774,2851320.2396792471
D128_F01_V01,128,1,common_grid,s6,right,median,486,15125253.963573514,4600063.8351277178,3037314.632089193,8538526.6666358653,14622589.342113074,23393023.319639534,0.30413134524591484,0.30795658471830561,1.0158595242925068,15364028.510135785,14110741.930609055,-1253286.5795267299,-0.085708936372661651,-2816.5244322403132,3757794.0763048753,0.2569855439680867,2845158.1976279495
D128_F01_V01,128,1,common_grid,t01,bg,mean,486,22340986.769422367,2672843.2705191029,1685652.1838762835,18690167.128070716,22164353.651696905,26691767.131946661,0.11963855035165083,0.11275528116398029,0.36101210662930122,23810928.670888994,21959865.950687729,-1851062.7202012651,-0.083515303414207501,-5876.0280221722978,4314869.9104912356,0.19467609921306631,1522784.2707422655
D128_F01_V01,128,1,common_grid,t01,bg,median,486,15460774.253684672,2360248.4946703915,1558803.0935879303,11961817.815003835,15342980.920732681,19581170.365617312,0.15266043316736794,0.15062793068005087,0.49660183962802107,16549368.74168545,14837727.634936217,-1711641.1067492329,-0.11155857623705473,-4037.5877965428672,3018384.7351074554,0.19672739936923006,1465337.9323305581
D128_F01_V01,128,1,common_grid,t01,left,mean,486,22341474.268791232,3634226.2988322317,2113759.0535960011,17170179.991343535,22125045.139990933,27689024.977806218,0.16266725530771603,0.14164306346191327,0.47542705200858149,24294379.525880896,21384283.579872638,-2910095.9460082576,-0.13152949192172586,-6970.9119337397269,4608320.9133855961,0.20828526605155143,2037047.8970453124
D128_F01_V01,128,1,common_grid,t01,left,median,486,15593233.827920223,3312541.2645525802,2182839.8266201979,10657149.665482111,15352891.14253697,21436504.212747231,0.21243452776430255,0.2107927618909913,0.70210584099040896,16980212.696711045,14778743.348536946,-2201469.3481740989,-0.14339119112716642,-5654.0688597028429,4536463.7680270113,0.29547944591740188,1981166.6346417228
D128_F01_V01,128,1,common_grid,t01,right,mean,486,22340499.270053495,3373561.9820799809,2284372.9530781582,17356363.402809698,22162094.17434983,27976461.308947377,0.1510065617289986,0.152820004896177,0.47920100973261209,23965477.096705347,22333465.248533726,-1632011.8481716216,-0.073639784910782241,-4781.1441106048487,4260235.7749130391,0.19223074053370778,2055018.6868790239
D128_F01_V01,128,1,common_grid,t01,right,median,486,15581212.870373448,3202593.5522133647,1933959.2669058377,10581910.356456989,15305576.472117323,20802434.649294872,0.20554199335167708,0.18733616563466449,0.66776473995977548,16492953.768239373,14950209.596403509,-1542744.171835864,-0.1007962146768096,-3436.5497805016853,2704136.9767259825,0.17667658461948157,1778237.9188296692
D128_F01_V01,128,1,common_grid,t02,bg,mean,486,22627459.449463651,2436979.7282747328,1515053.1426533815,18823015.102798499,22467467.725553297,26772060.936332572,0.10770010366022323,0.099976455590639418,0.35380248146493398,24317215.407474548,21787922.110010557,-2529293.2974639907,-0.11257580642198087,-4690.1124126552959,4231700.6727769598,0.1883479137243424,1490330.9353255108
D128_F01_V01,128,1,common_grid,t02,bg,median,486,15490101.817192439,2140189.0112825697,1399142.5975728966,12045619.03665999,15400514.56364008,19237118.0317409,0.13816494149232625,0.13469477312524789,0.46696485142514099,16733895.124767134,14757968.766455248,-1975926.358311886,-0.12830261937980689,-3542.5849110589415,2889207.14955201,0.18760458539309444,1268856.4690464688
D128_F01_V01,128,1,common_grid,t02,left,mean,486,22442314.580950413,3213502.4058183911,2072016.6785991415,17870946.788297206,22019387.7734816,27732901.202961408,0.14318943771272552,0.13951214081395696,0.44787595895564158,23966346.957768641,21910767.117905565,-2055579.8398630768,-0.093353178617375257,-4409.7279774435601,4314605.5189141892,0.19594575304724671,2066439.9580720291
D128_F01_V01,128,1,common_grid,t02,left,median,486,15638754.309561478,3008673.1501060347,1918696.7749865465,11034557.242240021,15546218.882304627,20616616.472864285,0.19238572910289553,0.18298081740203512,0.61635946998861402,16552209.584523141,14319592.071339011,-2232617.5131841302,-0.14361160936215758,-4057.0236585525545,2841666.939058926,0.18278830116649347,1875097.2356903004
D128_F01_V01,128,1,common_grid,t02,right,mean,486,22812604.317976892,3329493.8636509865,2204351.0097763576,17698345.565035395,22562788.126077343,28297863.525138907,0.14594974853560511,0.14484782593500409,0.46977873039781509,24826998.902800221,22701553.630970716,-2125445.2718295045,-0.094201357560636911,-4970.4968478670589,4793999.4140039161,0.21247371500436005,2118606.0877503715
D128_F01_V01,128,1,common_grid,t02,right,median,486,15584197.492746059,3201351.4404864996,1872531.7266647769,10681069.154064462,15341683.972900718,21281531.502811261,0.20542292549723049,0.18095898356771373,0.69095820038212685,16468872.587156998,15300209.206078246,-1168663.3810787518,-0.076175691217669345,-2698.6342114389968,2837281.7739108726,0.18493939641323581,1906037.393051899
D128_F01_V01,128,1,common_grid,t03,bg,mean,486,22617721.669024076,2504521.4069455522,1626873.8598749619,18768456.635877438,22458493.83100336,26910235.430503197,0.11073270082616676,0.10739826111227956,0.36252559302913928,23886875.502972815,22272989.244389966,-1613886.2585828491,-0.071860841191180927,-5940.8309988756037,3737873.667751316,0.16643474383804313,1468618.2620874029
D128_F01_V01,128,1,common_grid,t03,bg,median,486,15599332.614911534,2266789.1682362813,1445599.649882026,12246442.393707965,15416389.350306364,19527865.47748128,0.14531321462236393,0.13902386558967517,0.47231702043310253,17298722.143066239,15369118.148485631,-1929603.9945806079,-0.12516575384379883,-4553.3638218814331,3610534.1953793652,0.23420102550196778,1276543.8702994827
D128_F01_V01,128,1,common_grid,t03,left,mean,486,22514169.258773539,3260100.4748210111,2061183.051662581,17362556.64704898,22395093.944668557,28021877.856586676,0.14480216602043106,0.13645443952792355,0.47596680040162481,24264212.547778003,21802403.707963347,-2461808.8398146555,-0.1099262564335311,-5969.4915539982694,4088117.3162242025,0.18254521844492783,1973559.4903691858
D128_F01_V01,128,1,common_grid,t03,left,median,486,15590755.27316013,3222647.0636766665,2126585.7892007474,10914344.715050526,15156990.578371618,21186647.306541335,0.20670243405234723,0.20801465005645964,0.6777270552736866,16936890.304044239,13979278.650627505,-2957611.6534167342,-0.19513185273316197,-4741.1465006127164,4040431.4926148802,0.26657214515791838,2031005.42119171
D128_F01_V01,128,1,common_grid,t03,right,mean,486,22721274.079274613,3412126.5546165872,2261449.903152911,17984115.621634543,22429080.239429288,28466304.540150329,0.15017320519578542,0.14948564946146981,0.46734813940736553,23947852.991926141,21756225.996230133,-2191626.9956960082,-0.097713636595905928,-5912.1704437529543,3864223.9406031594,0.17228633093077228,2122655.6703796331
D128_F01_V01,128,1,common_grid,t03,right,median,486,15768983.384185029,3208241.0523052108,1962331.3359785201,10993214.86454886,15459716.262401041,21339618.199331574,0.20345262431583308,0.18818925194619993,0.66924923841880524,16451002.404070387,15834655.506251033,-616346.89781935327,-0.039867930779450715,-4255.4344365917677,2680802.0003496259,0.17340564049480633,1940913.2198103862
D128_F01_V01,128,1,common_grid,t04,bg,mean,486,22913138.544220127,2774580.7111992803,1827194.8765036277,18800345.881280083,22728312.484953098,28086146.410419181,0.12109125538802158,0.11919050856493311,0.40855653209126758,24327448.252542332,22092132.450962208,-2235315.8015801236,-0.098349395849778878,-5299.0782194159856,4155961.0627721436,0.18285392131613504,1713756.3190561812
D128_F01_V01,128,1,common_grid,t04,bg,median,486,15745571.87978071,2432368.4837133181,1598404.8321241159,12181221.447692316,15628611.664635846,19929658.167782415,0.15447952619852345,0.15163183109025258,0.49578535101893456,17171129.657226991,15112498.013854522,-2058631.6433724687,-0.13172197809679442,-4287.6755918414028,3444259.8643757906,0.22038169085545856,1585939.2662498886
D128_F01_V01,128,1,common_grid,t04,left,mean,486,22809399.981336176,3611957.3954998972,2420852.5906527229,17521024.832609698,22595274.723274745,29466848.081066549,0.15835389788663387,0.15884542652648698,0.52868678937334634,24952934.697353017,22195706.251770467,-2757228.44558255,-0.12202677238274107,-4844.1933275722304,4497654.857510522,0.19905289546568852,2335615.29461932
D128_F01_V01,128,1,common_grid,t04,left,median,486,15884839.612922652,3325247.0412707375,2100040.8878943594,11187667.782311618,15454143.764934883,22486707.334981333,0.20933463115142686,0.20146833546719606,0.73113332738025849,17714018.21446678,14744579.984663725,-2969438.2298030555,-0.1921451149264346,-5018.3299723651789,4546914.9801179748,0.29421979303925117,2041805.8171990709
D128_F01_V01,128,1,common_grid,t04,right,mean,486,23016877.107104074,3688020.8705106173,2400926.7880952172,17157533.553038791,22828516.445051584,29046600.225738332,0.1602311579172625,0.15592840054227736,0.52079891837547199,24763035.199851528,21664162.827523343,-3098872.3723281845,-0.13574567492316877,-5753.9631112597435,4458262.8675032929,0.19529358722168241,2357587.1889596004
D128_F01_V01,128,1,common_grid,t04,right,median,486,16003349.553854609,3568801.4511537766,2197045.1483657267,10342974.128588028,15886997.000605714,22094424.466657996,0.22300340557731463,0.20503177138151632,0.7396898443187172,17120037.802780997,15102892.416601773,-2017145.3861792237,-0.12696832422781457,-4426.3010069147249,3334643.5257963482,0.20989766194764248,2171221.8784361565
D128_F01_V01,128,1,common_grid,t05,bg,mean,486,22865129.654979356,2558027.0203188732,1672672.7162043918,18943983.755163372,22682348.511632167,27368297.568823192,0.11187459065038846,0.1093319136584496,0.37140394916953101,24356986.856921915,21768048.519576237,-2588938.3373456784,-0.11413890127020999,-5146.5069166732592,3146593.0097260587,0.13872430397198043,1531064.4039439503
D128_F01_V01,128,1,common_grid,t05,bg,median,486,15882646.956271011,2329276.9784297459,1599424.0507059377,12758717.524777137,15557226.726479121,19897019.301064979,0.14665546522836156,0.15242473091560399,0.45884153402084976,16873458.206727836,15170966.548675487,-1702491.6580523495,-0.10943413552973615,-3608.6545687646303,2681996.9597450178,0.17239556939670583,1601939.7188606318
D128_F01_V01,128,1,common_grid,t05,left,mean,486,22735158.478897832,3414381.7835954349,2350807.1962768529,17859340.5908852,22407827.619299073,28936814.94310683,0.15018068982297059,0.15553969837746742,0.49435735317246871,24623177.606874142,20702933.120662317,-3920244.4862118252,-0.17494977883690324,-6832.5782060096126,4784471.2853437252,0.2135178548599253,2053882.8529354688
D128_F01_V01,128,1,common_grid,t05,left,median,486,15898662.496109303,3207013.0724947872,2060402.2417971315,11047614.692094926,15568627.500543535,21440864.77638055,0.20171590366671427,0.19621205296239369,0.66757651462357703,17048315.047725145,14673331.385937415,-2374983.6617877297,-0.15254932791633777,-4447.408958984528,4245021.0190208834,0.27266507717990429,1845503.8541832119
D128_F01_V01,128,1,common_grid,t05,right,mean,486,22995100.831060871,3271720.1121695959,2076067.878831109,18158026.570035622,22696711.879589103,28923153.985884484,0.14227900700266927,0.13561339869335845,0.47430339130003318,24442282.321725242,22028824.826321118,-2413457.4954041243,-0.10633511621454381,-3460.4356273369367,3676262.0093970038,0.16197333027358138,1957095.7371282596
D128_F01_V01,128,1,common_grid,t05,right,median,486,15915415.790536685,3085977.5076511679,1973450.9290397195,11407525.16569322,15518159.490253147,21450580.692217328,0.19389864193721484,0.18854287128779593,0.64718084208582105,17015757.582875758,15474548.094426788,-1541209.48844897,-0.099316512980614322,-2431.8312313549955,3043923.6416431349,0.19615236224083166,2001044.7451460417
D128_F01_V01,128,1,common_grid,t06,bg,mean,486,23036745.575993065,2369814.2951786872,1543656.3213202246,19460328.679261509,22881912.922165588,27228191.375457361,0.10287105387178934,0.10001894814363996,0.3394761059802463,24361136.579276081,22826245.073641397,-1534891.5056346841,-0.067078810712011883,-5110.7909226286229,3267792.5393253714,0.14281116051970805,1483801.4398430306
D128_F01_V01,128,1,common_grid,t06,bg,median,486,15824744.07688432,2282346.8198564462,1504871.3026243811,12411377.24186377,15719420.582544565,19739463.700803682,0.14422646007845011,0.14193412419720031,0.46618044351312121,17008577.13916878,15742437.913424384,-1266139.2257443964,-0.080546176565207822,-3115.7946669030075,2536074.3727997877,0.16133383285233427,1447788.6248274362
D128_F01_V01,128,1,common_grid,t06,left,mean,486,23094685.405687921,3119245.7749184729,2154140.2337301169,18418644.708285064,22924095.998709396,28849481.138479795,0.13506335852274667,0.13931752470012665,0.45501626021728309,23798568.763192542,22772619.454746313,-1025949.3084462285,-0.044754188278743397,-5099.7252367931005,3195109.9146765023,0.13937779334270733,2121359.1273379102
D128_F01_V01,128,1,common_grid,t06,left,median,486,15924779.202863954,3180627.4873380796,2100556.6830749223,11478568.347503532,15568391.334237844,22020464.457401179,0.1997282001100566,0.20003899384761584,0.67713457887675388,16378027.507917427,14985204.417244678,-1392823.0906727482,-0.089464804729674677,-3419.677333788547,3313014.4327802472,0.21280390257754508,2003064.4706966039
D128_F01_V01,128,1,common_grid,t06,right,mean,486,22978805.746298201,3120374.2702261559,2018575.9436516874,18263814.832036614,22762594.287342094,28521065.341689251,0.13579357886033031,0.13147625689230888,0.45061869399291299,24937482.098998543,22947729.717334393,-1989752.3816641495,-0.08741325160685301,-5121.8566084640479,3607214.3703235239,0.15847114457992326,2046475.1837346572
