scan_id,diameter_um,flow_mm_s,grid_scope,side,mode,real_region_median_rho,real_region_median_specificity,map_median_specificity,peak_pm2_count,peak_pm5_count,similarity_to_real,rho_map_median,rho_map_min,rho_map_max,n_cells,n_positive_cells,n_negative_cells,u_peak,source_bin_peak,tail_bin_peak,tail_depth_peak_um,eta_peak,rho_peak_cell,specificity_at_peak,lag_at_peak_cell,peak_cell_lag_within_pm2,peak_cell_lag_within_pm5,high_positive_cells_available,high_target_count,high_actual_count,u_high_region_median,u_high_region_min,u_high_region_max,u_high_region_lo,u_high_region_hi,tail_high_region_median_um,tail_high_region_min_um,tail_high_region_max_um,tail_high_region_lo_um,tail_high_region_hi_um,eta_high_region_median,eta_high_region_lo,eta_high_region_hi,high_region_median_rho,high_region_median_specificity,high_region_peak_pm2_count,high_region_peak_pm5_count,high_region_positive_specificity_count
D235_F05_V01,235,5,common_grid,right,detrended_51,0.044531485409842433,0.041380029859778164,0.028730684261327796,10,15,-0.092117508160288908,0.029759192004552616,-0.088296166154436695,0.19391222775219755,120,85,35,0.25,2,1,12.5,0.053191489361702128,0.19391222775219755,0.19258214615731184,0,True,True,85,9,9,0.58333333333333337,0.083333333333333329,0.91666666666666663,0,1,287.5,12.5,487.5,0,500,1.2234042553191489,0,2.1276595744680851,0.11588178133254885,0.1204378606105494,4,4,9
D235_F07_V01,235,7,common_grid,left,raw,0.11220668508821297,0.056451424179914347,0.046161631752698384,15,27,,0.077584437609293677,-0.066889132772918011,0.23438157004494795,120,116,4,0.25,2,7,162.5,0.69148936170212771,0.23438157004494795,0.19673452219386378,0,True,True,116,12,12,0.41666666666666669,0.083333333333333329,0.58333333333333337,0,0.66666666666666663,262.5,12.5,412.5,0,425,1.1170212765957446,0,1.8085106382978724,0.16661630560481602,0.12602646805085665,7,9,12
D235_F07_V01,235,7,common_grid,right,raw,0.042388978879201317,0.022990371390896019,0.027181740415002948,11,19,,0.055641455745445392,-0.048638229118610564,0.22284454541029983,120,104,16,0.58333333333333337,4,14,337.5,1.4361702127659575,0.22284454541029983,0.18753079166594014,0,True,True,104,11,11,0.41666666666666669,0.083333333333333329,0.75,0,0.83333333333333337,187.5,12.5,487.5,0,500,0.7978723404255319,0,2.1276595744680851,0.14888836638906389,0.12673442056764544,4,4,11
D235_F07_V01,235,7,common_grid,left,detrended_51,0.022966523379687572,0.033512766840494132,0.02423573799100889,10,20,0.080838947149107568,0.024181830655391034,-0.11141039146208205,0.16048890936236548,120,80,40,0.25,2,7,162.5,0.69148936170212771,0.16048890936236548,0.16600417934200176,0,True,True,80,8,8,0.33333333333333337,0.083333333333333329,0.91666666666666663,0,1,212.5,12.5,412.5,0,425,0.9042553191489362,0,1.8085106382978724,0.10525729950120648,0.10980858181967763,2,6,8
D235_F07_V01,235,7,common_grid,right,detrended_51,0.003302238222147983,-0.0031266766508658483,0.014285026259395893,6,16,-0.14289186749079794,0.015606278458800027,-0.10050342816485522,0.17654583350631567,120,73,47,0.58333333333333337,4,14,337.5,1.4361702127659575,0.17654583350631567,0.16780233331626168,0,True,True,73,8,8,0.41666666666666669,0.083333333333333329,0.75,0,0.83333333333333337,262.5,12.5,462.5,0,475,1.1170212765957448,0,2.021276595744681,0.11213771645317673,0.11587512130042012,2,3,8
D235_F10_V01,235,10,common_grid,left,raw,0.21124234626073723,0.16946642937929951,0.05506187963531925,19,29,,0.091629482466981271,-0.061308794007086991,0.24990207378210771,120,115,5,0.083333333333333329,1,1,12.5,0.053191489361702128,0.24990207378210771,0.23554774760770977,0,True,True,115,12,12,0.5,0.083333333333333329,0.91666666666666663,0,1,25,12.5,137.5,0,150,0.10638297872340426,0,0.63829787234042556,0.20986684729021801,0.17745549506182662,11,12,12
D235_F10_V01,235,10,common_grid,right,raw,0.16285797575055327,0.13686433141934357,0.068173397074043657,24,36,,0.098176024673242407,-0.033993197220585698,0.23142617073580002,120,115,5,0.25,2,3,62.5,0.26595744680851063,0.23142617073580002,0.2110172211908552,0,True,True,115,12,12,0.41666666666666669,0.083333333333333329,0.75,0,0.83333333333333337,50,12.5,412.5,0,425,0.21276595744680851,0,1.8085106382978724,0.20294470690113431,0.18144690893204923,9,10,12
D235_F10_V01,235,10,common_grid,left,detrended_51,0.15140765043484486,0.14735165612809462,0.0405010626426211,20,28,0.39686089311757766,0.038833432846020505,-0.10249878541429261,0.19416860452262868,120,95,25,0.083333333333333329,1,1,12.5,0.053191489361702128,0.19416860452262868,0.18612149236309808,0,True,True,95,10,10,0.5,0.083333333333333329,0.75,0,0.83333333333333337,25,12.5,137.5,0,150,0.10638297872340426,0,0.63829787234042556,0.16869264054843686,0.16467180608751378,9,9,10
D235_F10_V01,235,10,common_grid,right,detrended_51,0.10904699933243633,0.094913542845437932,0.052749060879812244,17,23,0.18632543926661579,0.050814439440283021,-0.10088791358679751,0.21331030137520535,120,100,20,0.083333333333333329,1,1,12.5,0.053191489361702128,0.21331030137520535,0.19995223487669575,0,True,True,100,10,10,0.25,0.083333333333333329,0.75,0,0.83333333333333337,50,12.5,487.5,0,500,0.21276595744680851,0,2.1276595744680851,0.15602172471711923,0.14563993892914082,7,7,10
D285_F01_V01,285,1,common_grid,left,raw,0.3177990814553272,0.1417698168622365,0.092015740590359579,38,56,,0.27303119483871768,-0.20670314545654986,0.41933353488406933,120,84,36,0.58333333333333337,4,2,37.5,0.13157894736842105,0.41933353488406933,0.18226792612613324,0,True,True,84,9,9,0.58333333333333337,0.41666666666666669,0.91666666666666663,0.33333333333333331,1,87.5,12.5,137.5,0,150,0.30701754385964913,0,0.52631578947368418,0.38275065635229477,0.18226495563619871,6,7,9
D285_F01_V01,285,1,common_grid,right,raw,0.33424112920736088,0.11131888079253704,0.093942940307063502,47,62,,0.2845237176248373,-0.14669541561577581,0.4435311120927603,120,89,31,0.41666666666666669,3,8,187.5,0.65789473684210531,0.4435311120927603,0.19527753263821696,0,True,True,89,9,9,0.75,0.41666666666666669,0.91666666666666663,0.33333333333333331,1,212.5,12.5,362.5,0,375,0.74561403508771928,0,1.3157894736842106,0.40917191821652893,0.17145824483471478,7,8,9
D285_F01_V01,285,1,common_grid,left,detrended_51,0.060260200890862883,0.058616526591326129,0.030608962989867261,13,18,0.22094589902076536,0.030129321694770388,-0.099773279221920988,0.14288819801810723,120,84,36,0.91666666666666663,6,4,87.5,0.30701754385964913,0.14288819801810723,0.15291025243770889,0,True,True,84,9,9,0.41666666666666669,0.083333333333333329,0.91666666666666663,0,1,137.5,12.5,262.5,0,275,0.48245614035087719,0,0.96491228070175439,0.12236317081506881,0.11306908373605276,5,6,9
D285_F01_V01,285,1,common_grid,right,detrended_51,0.055173487458959503,0.037527500006504899,0.032739045225597257,16,25,0.16756024723939167,0.035805198494309715,-0.090426120370518476,0.15994387200598587,120,95,25,0.41666666666666669,3,8,187.5,0.65789473684210531,0.15994387200598587,0.13332736360568001,0,True,True,95,10,10,0.58333333333333337,0.25,0.91666666666666663,0.16666666666666666,1,212.5,12.5,412.5,0,425,0.7456140350877194,0,1.4912280701754386,0.1295059571839518,0.11688032791141525,6,6,10
D285_F03_V01,285,3,common_grid,left,raw,0.21671111436632096,0.039269039796087972,0.039067780915358494,10,16,,0.22257792901983597,-0.26355452953844738,0.32569739976027268,120,82,38,0.91666666666666663,6,11,262.5,0.92105263157894735,0.32569739976027268,0.12273163271095752,0,True,True,82,9,9,0.75,0.41666666666666669,0.91666666666666663,0.33333333333333331,1,287.5,262.5,462.5,250,475,1.0087719298245614,0.8771929824561403,1.6666666666666667,0.30221008404544969,0.09193337007006902,3,3,9
D285_F03_V01,285,3,common_grid,right,raw,0.26749760906400671,0.069823814208574808,0.048811591402563775,24,35,,0.22674620020761357,-0.21806930686096518,0.36612744428309252,120,87,33,0.41666666666666669,3,9,212.5,0.74561403508771928,0.36612744428309252,0.074602143322769932,-13,False,False,87,9,9,0.41666666666666669,0.41666666666666669,0.75,0.33333333333333331,0.83333333333333337,137.5,37.5,412.5,25,425,0.48245614035087719,0.08771929824561403,1.4912280701754386,0.34177226457907561,0.082668419228484669,2,5,9
D285_F03_V01,285,3,common_grid,left,detrended_51,-0.0053116579841561819,-0.0049758994201070548,0.013529842079736336,5,8,0.0081463990554899689,0.015710689290019952,-0.1069667208461258,0.11894684252787596,120,76,44,0.083333333333333329,1,2,37.5,0.13157894736842105,0.11894684252787596,0.11473110675564896,31,False,False,76,8,8,0.41666666666666669,0.083333333333333329,0.91666666666666663,0,1,412.5,37.5,437.5,25,450,1.4473684210526316,0.08771929824561403,1.5789473684210527,0.093334336119387365,0.091800484318594305,3,3,8
D285_F03_V01,285,3,common_grid,right,detrended_51,0.049212899016377987,0.040521824569447494,0.018544162563717888,11,21,0.21470935481630668,0.019248553732625052,-0.11258583879112942,0.12987280275370078,120,77,43,0.083333333333333329,1,8,187.5,0.65789473684210531,0.12987280275370078,0.12517113289497692,0,True,True,77,8,8,0.41666666666666669,0.083333333333333329,0.91666666666666663,0,1,187.5,62.5,337.5,50,350,0.65789473684210531,0.17543859649122806,1.2280701754385965,0.11038510581608313,0.10391372056070172,4,6,8
D285_F05_V01,285,5,common_grid,left,raw,0.33187328878200734,0.057899968806517821,0.054838563769651572,16,30,,0.29166983640521726,-0.1924482872479378,0.44393149817982286,120,89,31,0.58333333333333337,4,1,12.5,0.043859649122807015,0.44393149817982286,0.055405457237924782,-15,False,False,89,9,9,0.58333333333333337,0.41666666666666669,0.58333333333333337,0.33333333333333331,0.66666666666666663,87.5,12.5,462.5,0,475,0.30701754385964913,0,1.6666666666666667,0.38806950377663219,0.07317610372945571,5,5,9
D285_F05_V01,285,5,common_grid,right,raw,0.37350133501830762,0.073963428998539249,0.059310013177170828,24,38,,0.31131978038775027,-0.12386253407322005,0.46874271694840969,120,94,26,0.58333333333333337,4,13,312.5,1.0964912280701755,0.46874271694840969,0.14892579688003199,0,True,True,94,10,10,0.58333333333333337,0.41666666666666669,0.75,0.33333333333333331,0.83333333333333337,175,12.5,387.5,0,400,0.61403508771929827,0,1.4035087719298245,0.43534876981733134,0.10129627576488073,3,4,10
D285_F05_V01,285,5,common_grid,left,detrended_51,0.040488961549310337,0.039991183862825033,0.027094721743348024,8,18,0.037252586985207316,0.031524272807594303,-0.068184647479025667,0.13343388550444646,120,84,36,0.25,2,19,462.5,1.6228070175438596,0.13343388550444646,0.1194617463407457,0,True,True,84,9,9,0.58333333333333337,0.25,0.91666666666666663,0.16666666666666666,1,312.5,162.5,462.5,150,475,1.0964912280701755,0.52631578947368418,1.6666666666666667,0.10135572181976131,0.09630730367382577,2,2,9
