scan_id,diameter_um,flow_mm_s,grid_scope,side,mode,real_region_median_rho,real_region_median_specificity,map_median_specificity,peak_pm2_count,peak_pm5_count,similarity_to_real,rho_map_median,rho_map_min,rho_map_max,n_cells,n_positive_cells,n_negative_cells,u_peak,source_bin_peak,tail_bin_peak,tail_depth_peak_um,eta_peak,rho_peak_cell,specificity_at_peak,lag_at_peak_cell,peak_cell_lag_within_pm2,peak_cell_lag_within_pm5,high_positive_cells_available,high_target_count,high_actual_count,u_high_region_median,u_high_region_min,u_high_region_max,u_high_region_lo,u_high_region_hi,tail_high_region_median_um,tail_high_region_min_um,tail_high_region_max_um,tail_high_region_lo_um,tail_high_region_hi_um,eta_high_region_median,eta_high_region_lo,eta_high_region_hi,high_region_median_rho,high_region_median_specificity,high_region_peak_pm2_count,high_region_peak_pm5_count,high_region_positive_specificity_count
D285_F05_V01,285,5,common_grid,right,detrended_51,0.058966565536010686,0.057563689226454856,0.032982601582154658,12,18,0.12239738870754914,0.033157461417871681,-0.094563903565203569,0.17577599164024016,120,89,31,0.58333333333333337,4,13,312.5,1.0964912280701755,0.17577599164024016,0.17136263263783763,0,True,True,89,9,9,0.41666666666666669,0.083333333333333329,0.75,0,0.83333333333333337,212.5,12.5,412.5,0,425,0.74561403508771928,0,1.4912280701754386,0.12327085045425847,0.12764131790531077,4,4,9
D285_F07_V01,285,7,common_grid,left,raw,0.14086983631995412,0.018818082739545439,0.032771472581343497,9,17,,0.073333292114013376,-0.48608926018752663,0.55117356712431975,120,77,43,0.41666666666666669,3,1,12.5,0.043859649122807015,0.55117356712431975,0.05584709305245017,34,False,False,77,8,8,0.41666666666666669,0.41666666666666669,0.58333333333333337,0.33333333333333331,0.66666666666666663,175,12.5,487.5,0,500,0.61403508771929827,0,1.7543859649122806,0.4425830798813557,0.043991375661237564,0,0,8
D285_F07_V01,285,7,common_grid,right,raw,0.20110400327656125,0.049234490974536249,0.047105944600585509,10,16,,0.092608757644076015,-0.52660035727157828,0.56703663504457835,120,82,38,0.58333333333333337,4,2,37.5,0.13157894736842105,0.56703663504457835,0.099745404556676465,-7,False,False,82,9,9,0.41666666666666669,0.41666666666666669,0.58333333333333337,0.33333333333333331,0.66666666666666663,187.5,12.5,362.5,0,375,0.65789473684210531,0,1.3157894736842106,0.50111270305121025,0.067733025193224106,1,1,9
D285_F07_V01,285,7,common_grid,left,detrended_51,0.017171685913365632,0.021540528766458622,0.015937110028907298,8,15,-0.070810472949510386,0.01221782915054551,-0.083322130718351428,0.11967095097575819,120,74,46,0.25,2,5,112.5,0.39473684210526316,0.11967095097575819,0.11536378718732156,0,True,True,74,8,8,0.25,0.083333333333333329,0.91666666666666663,0,1,362.5,112.5,412.5,100,425,1.2719298245614035,0.35087719298245612,1.4912280701754386,0.10491568096024249,0.10746283336928535,2,2,8
D285_F07_V01,285,7,common_grid,right,detrended_51,0.050469001309957337,0.046959603089207533,0.019994903454490221,2,6,0.15691367456073341,0.019774659089988454,-0.10998695905063893,0.11937066675762009,120,80,40,0.58333333333333337,4,9,212.5,0.74561403508771928,0.11937066675762009,0.12122555397899991,3,False,True,80,8,8,0.41666666666666669,0.25,0.58333333333333337,0.16666666666666666,0.66666666666666663,200,37.5,337.5,25,350,0.70175438596491224,0.08771929824561403,1.2280701754385965,0.09504895053221929,0.095709600510481802,0,1,8
D285_F10_V01,285,10,common_grid,left,raw,0.22493040214829468,0.072497504812443561,0.050331075860060553,19,27,,0.15472400628800759,-0.18965081749324306,0.30441885078374886,120,97,23,0.41666666666666669,3,1,12.5,0.043859649122807015,0.30441885078374886,0.094338811081005891,2,True,True,97,10,10,0.58333333333333337,0.41666666666666669,0.91666666666666663,0.33333333333333331,1,50,12.5,437.5,0,450,0.17543859649122806,0,1.5789473684210527,0.25760833238147207,0.1024245477722585,5,6,10
D285_F10_V01,285,10,common_grid,right,raw,0.27039930639802534,0.095303042650029104,0.053265251060993439,26,36,,0.1638232519411125,-0.19669483926983661,0.30557890207724725,120,98,22,0.75,5,2,37.5,0.13157894736842105,0.30557890207724725,0.13925263848102232,0,True,True,98,10,10,0.58333333333333337,0.41666666666666669,0.75,0.33333333333333331,0.83333333333333337,162.5,37.5,462.5,25,475,0.57017543859649122,0.08771929824561403,1.6666666666666667,0.27792659992937574,0.11865218451939109,7,7,10
D285_F10_V01,285,10,common_grid,left,detrended_51,0.055371123249653459,0.056557203360254299,0.034540606523342135,8,13,0.05960830613237033,0.038099009949592311,-0.10668181963810586,0.1533861930330333,120,92,28,0.083333333333333329,1,12,287.5,1.0087719298245614,0.1533861930330333,0.15209637903199166,0,True,True,92,10,10,0.41666666666666669,0.083333333333333329,0.91666666666666663,0,1,87.5,12.5,437.5,0,450,0.30701754385964913,0,1.5789473684210527,0.1201721562212847,0.11737087669894199,4,4,10
D285_F10_V01,285,10,common_grid,right,detrended_51,0.08269461101917322,0.076126167384473933,0.028497216425077746,15,21,0.054080144454476023,0.027781555309818316,-0.087280208672728371,0.16657726077568136,120,86,34,0.41666666666666669,3,7,162.5,0.57017543859649122,0.16657726077568136,0.15793551905480219,0,True,True,86,9,9,0.25,0.083333333333333329,0.75,0,0.83333333333333337,162.5,12.5,287.5,0,300,0.57017543859649122,0,1.0526315789473684,0.12163749861777047,0.11771121838198959,6,6,9
D500_F01_V01,500,1,common_grid,left,raw,0.34195317581270318,0.076074717625784299,0.059231591248549903,30,40,,0.32266060264241059,0.1915202860811443,0.43511636446545793,120,120,0,0.75,5,13,312.5,0.625,0.43511636446545793,0.12480624450934547,0,True,True,120,12,12,0.75,0.41666666666666669,0.91666666666666663,0.33333333333333331,1,262.5,112.5,412.5,100,425,0.52500000000000002,0.20000000000000001,0.84999999999999998,0.39499175596702396,0.10682703054450834,7,7,12
D500_F01_V01,500,1,common_grid,right,raw,0.34954085416341646,0.051301298978374155,0.04701090202729527,18,28,,0.34601279205116814,0.2263965535862143,0.4492260209040837,120,120,0,0.75,5,20,487.5,0.97499999999999998,0.4492260209040837,0.083173459358034663,-25,False,False,120,12,12,0.75,0.41666666666666669,0.91666666666666663,0.33333333333333331,1,212.5,12.5,487.5,0,500,0.42499999999999999,0,1,0.42875619502478013,0.086023532879526188,4,5,12
D500_F01_V01,500,1,common_grid,left,detrended_51,0.047096920332740946,0.040027545982624632,0.028447574967982871,15,21,-0.022571011875824699,0.031494549986213781,-0.061431122743474224,0.18610127280164224,120,91,29,0.91666666666666663,6,5,112.5,0.22500000000000001,0.18610127280164224,0.18072499862824001,0,True,True,91,10,10,0.83333333333333326,0.25,0.91666666666666663,0.16666666666666666,1,225,87.5,412.5,75,425,0.44999999999999996,0.14999999999999999,0.84999999999999998,0.10947619956019641,0.10635528991613102,5,5,10
D500_F01_V01,500,1,common_grid,right,detrended_51,0.024533159891926434,0.019125823714745558,0.018809370027421654,7,14,0.031536912285575404,0.016769317538256362,-0.096124049984603874,0.11589082783984905,120,78,42,0.75,5,20,487.5,0.97499999999999998,0.11589082783984905,0.10645389614625236,0,True,True,78,8,8,0.66666666666666674,0.25,0.91666666666666663,0.16666666666666666,1,212.5,12.5,487.5,0,500,0.42500000000000004,0,1,0.1059204348792795,0.10692267193455877,4,4,8
D500_F02_V01,500,2,d500_extension,left,raw,0.35829659070173897,0.060191722558540744,0.054589367045083326,15,25,,0.34808520030901663,0.21670875219399233,0.51654294716732396,120,120,0,0.75,5,1,12.5,0.025000000000000001,0.51654294716732396,0.055092701919646936,-17,False,False,120,12,12,0.66666666666666674,0.41666666666666669,0.75,0.33333333333333331,0.83333333333333337,75,12.5,212.5,0,225,0.14999999999999999,0,0.45000000000000001,0.45037501419597875,0.059011547426414818,2,5,12
D500_F02_V01,500,2,d500_extension,right,raw,0.32808249030417147,0.083514758072465431,0.054412765824161033,27,39,,0.31417293476299268,0.20137258841115407,0.4212473192884445,120,120,0,0.58333333333333337,4,8,187.5,0.375,0.4212473192884445,0.11916743744494429,0,True,True,120,12,12,0.58333333333333337,0.41666666666666669,0.75,0.33333333333333331,0.83333333333333337,187.5,12.5,387.5,0,400,0.375,0,0.80000000000000004,0.38608821115844993,0.086695063733748245,8,9,12
D500_F02_V01,500,2,d500_extension,left,detrended_51,0.023869395971205829,0.021512302749919103,0.022525504602443173,4,7,0.054587124105840705,0.019904120060490457,-0.089329827375198637,0.18447619135051091,120,84,36,0.58333333333333337,4,4,87.5,0.17499999999999999,0.18447619135051091,0.19226693020004021,0,True,True,84,9,9,0.58333333333333337,0.25,0.91666666666666663,0.16666666666666666,1,187.5,37.5,412.5,25,425,0.375,0.050000000000000003,0.84999999999999998,0.093466050806779249,0.093422394687218482,2,2,9
D500_F02_V01,500,2,d500_extension,right,detrended_51,0.037049820109350359,0.037260603705499926,0.02639750730266156,11,12,0.094513507882491854,0.026571829902299508,-0.077149561312380682,0.13691588659889109,120,78,42,0.75,5,6,137.5,0.27500000000000002,0.13691588659889109,0.14002393809872929,0,True,True,78,8,8,0.5,0.083333333333333329,0.91666666666666663,0,1,137.5,12.5,462.5,0,475,0.27500000000000002,0,0.94999999999999996,0.100966405093874,0.10469597872816105,2,2,8
D500_F03_V01,500,3,common_grid,left,raw,0.35852012065431177,0.054658726889164011,0.046659678000417898,11,21,,0.31740203084594965,0.13557453468811467,0.48490992363609187,120,120,0,0.75,5,16,387.5,0.77500000000000002,0.48490992363609187,0.067796908653528276,-1,True,True,120,12,12,0.75,0.41666666666666669,0.91666666666666663,0.33333333333333331,1,225,12.5,487.5,0,500,0.44999999999999996,0,1,0.43075772060351636,0.056034691270391457,3,3,12
D500_F03_V01,500,3,common_grid,right,raw,0.36582159859058144,0.080565233344685405,0.051502525129775545,28,40,,0.31829467283521051,0.15641471362450757,0.48363361337937888,120,120,0,0.58333333333333337,4,8,187.5,0.375,0.48363361337937888,0.11497799300538764,0,True,True,120,12,12,0.75,0.41666666666666669,0.91666666666666663,0.33333333333333331,1,50,12.5,287.5,0,300,0.10000000000000001,0,0.59999999999999998,0.43207554434816053,0.080605332737736707,4,4,12
D500_F03_V01,500,3,common_grid,left,detrended_51,0.016924978232683949,0.023859878612798362,0.018689642917032286,5,9,-0.065553163414125981,0.017342170420013653,-0.13278269031796516,0.12463335757683813,120,76,44,0.91666666666666663,6,2,37.5,0.074999999999999997,0.12463335757683813,0.12112040581865956,-46,False,False,76,8,8,0.58333333333333337,0.083333333333333329,0.91666666666666663,0,1,275,37.5,487.5,25,500,0.55000000000000004,0.050000000000000003,1,0.10505948580823352,0.10166987928787048,2,2,8
D500_F03_V01,500,3,common_grid,right,detrended_51,0.046484570771635154,0.049984735341738695,0.019824471502944401,7,14,0.070324328078338785,0.022420909781504853,-0.070021753165500467,0.14883623414103803,120,83,37,0.25,2,1,12.5,0.025000000000000001,0.14883623414103803,0.13985052684749258,0,True,True,83,9,9,0.41666666666666669,0.25,0.75,0.16666666666666666,0.83333333333333337,162.5,12.5,287.5,0,300,0.32500000000000001,0,0.59999999999999998,0.10381760288021363,0.10516300207529612,3,3,9
D500_F05_V01,500,5,common_grid,left,raw,0.28707107434979251,0.08114667467758499,0.061384313586505562,23,37,,0.26980230199765265,-0.12012961657107554,0.40018903852205417,120,107,13,0.58333333333333337,4,4,87.5,0.17499999999999999,0.40018903852205417,0.12108282567397727,0,True,True,107,11,11,0.58333333333333337,0.41666666666666669,0.75,0.33333333333333331,0.83333333333333337,112.5,37.5,362.5,25,375,0.22500000000000001,0.050000000000000003,0.75,0.36738855800129072,0.11821619160891028,5,8,11
D500_F05_V01,500,5,common_grid,right,raw,0.22145495347539174,0.075805101545739606,0.025677362921524297,10,26,,0.19475418101299841,-0.22036310096678391,0.38625910451326612,120,102,18,0.58333333333333337,4,4,87.5,0.17499999999999999,0.38625910451326612,0.11855244005228555,0,True,True,102,11,11,0.75,0.58333333333333337,0.91666666666666663,0.5,1,137.5,62.5,362.5,50,375,0.27500000000000002,0.10000000000000001,0.75,0.30689416369403788,0.070986475296822782,2,5,11
D500_F05_V01,500,5,common_grid,left,detrended_51,0.019996881301532744,0.01715726641211917,0.024674415555473568,8,17,-0.073914855198277674,0.020018422098041964,-0.15504545736975142,0.16036255612639017,120,84,36,0.083333333333333329,1,2,37.5,0.074999999999999997,0.16036255612639017,0.18055760728282094,0,True,True,84,9,9,0.41666666666666669,0.083333333333333329,0.75,0,0.83333333333333337,112.5,37.5,362.5,25,375,0.22500000000000001,0.050000000000000003,0.75,0.10847656130174801,0.10981965267117477,3,4,9
D500_F05_V01,500,5,common_grid,right,detrended_51,0.064753461286790992,0.062999565893888984,-0.0044801372815888325,4,12,0.15161469546496284,-0.0031309816184121133,-0.08769563456725013,0.1122104522470974,120,55,65,0.58333333333333337,4,14,337.5,0.67500000000000004,0.1122104522470974,0.11089283222572244,0,True,True,55,6,6,0.58333333333333337,0.25,0.75,0.16666666666666666,0.83333333333333337,87.5,12.5,362.5,0,375,0.17499999999999999,0,0.75,0.097260653631885019,0.093212305650224564,1,1,6
D500_F07_V01,500,7,common_grid,left,raw,0.31653014880855634,0.11776707049925184,0.087104596403549658,50,63,,0.24058593991002886,-0.055161861065575676,0.42793367445659874,120,117,3,0.75,5,5,112.5,0.22500000000000001,0.42793367445659874,0.15611237104043263,0,True,True,117,12,12,0.75,0.41666666666666669,0.91666666666666663,0.33333333333333331,1,75,12.5,112.5,0,125,0.14999999999999999,0,0.25,0.38354486027457479,0.19099778221616631,8,9,12
D500_F07_V01,500,7,common_grid,right,raw,0.31086974933653888,0.087632044445538571,0.072256821259436832,28,45,,0.19520207230282965,-0.086204608945496586,0.39494405167135122,120,113,7,0.75,5,3,62.5,0.125,0.39494405167135122,0.14187600461873112,0,True,True,113,12,12,0.75,0.58333333333333337,0.91666666666666663,0.5,1,62.5,12.5,287.5,0,300,0.125,0,0.59999999999999998,0.34960822570126959,0.13671089683314516,9,10,12
D500_F07_V01,500,7,common_grid,left,detrended_51,0.070985760417512325,0.065190556894601001,0.047329345806667172,29,36,0.022848808945065628,0.050659149628590971,-0.11071249411367717,0.19539838924956393,120,98,22,0.91666666666666663,6,17,412.5,0.82499999999999996,0.19539838924956393,0.18424426802962776,0,True,True,98,10,10,0.58333333333333337,0.083333333333333329,0.91666666666666663,0,1,62.5,12.5,462.5,0,475,0.125,0,0.94999999999999996,0.13431774744478336,0.12979263735757285,8,8,10
D500_F07_V01,500,7,common_grid,right,detrended_51,0.044376289034223561,0.04370730993610613,0.045149776904313141,14,24,-0.0077088686714355016,0.044498219139439216,-0.06595466689596341,0.19972657541562344,120,91,29,0.25,2,14,337.5,0.67500000000000004,0.19972657541562344,0.19750599407529718,0,True,True,91,10,10,0.5,0.083333333333333329,0.91666666666666663,0,1,312.5,37.5,387.5,25,400,0.625,0.050000000000000003,0.80000000000000004,0.1249055809877454,0.11556613645376446,5,5,10
D500_F09_V01,500,9,d500_extension,left,raw,0.38691808798249333,0.074016216505849497,0.063717461819555399,29,46,,0.3631800860738259,0.0077137026442457082,0.52575305488890201,120,120,0,0.75,5,2,37.5,0.074999999999999997,0.52575305488890201,0.15358008575478715,0,True,True,120,12,12,0.75,0.41666666666666669,0.91666666666666663,0.33333333333333331,1,75,12.5,212.5,0,225,0.14999999999999999,0,0.45000000000000001,0.44919904490534135,0.12148927798512146,7,8,12
D500_F09_V01,500,9,d500_extension,right,raw,0.31566052078410023,0.067460194287267683,0.067664558311000919,25,46,,0.30626045870498331,-0.014331938741103428,0.48075925128062946,120,118,2,0.75,5,4,87.5,0.17499999999999999,0.48075925128062946,0.13836900935289537,0,True,True,118,12,12,0.75,0.58333333333333337,0.91666666666666663,0.5,1,75,12.5,337.5,0,350,0.14999999999999999,0,0.69999999999999996,0.43752451672350651,0.12011526068339937,6,10,12
D500_F09_V01,500,9,d500_extension,left,detrended_51,-0.014458379535135724,-0.013781680752792656,0.013463342614247916,10,18,-0.033502326550454896,0.017260372929588066,-0.10060960539950792,0.16189697368863804,120,78,42,0.75,5,2,37.5,0.074999999999999997,0.16189697368863804,0.15654260069269244,0,True,True,78,8,8,0.66666666666666674,0.083333333333333329,0.91666666666666663,0,1,200,37.5,412.5,25,425,0.40000000000000002,0.050000000000000003,0.84999999999999998,0.13920200930287274,0.1264190774359106,6,6,8
D500_F09_V01,500,9,d500_extension,right,detrended_51,0.022254427309472434,0.010722505736246281,0.03830866218661258,12,21,0.029342315438572124,0.037495610130080299,-0.099400597366621768,0.15217201204844139,120,90,30,0.75,5,4,87.5,0.17499999999999999,0.15217201204844139,0.15786327590633639,0,True,True,90,9,9,0.75,0.083333333333333329,0.91666666666666663,0,1,262.5,12.5,337.5,0,350,0.52500000000000002,0,0.69999999999999996,0.13094419954907804,0.1277673239024969,6,6,9
D500_F10_V01,500,10,common_grid,left,raw,0.35857660230640914,0.043826908611366511,0.039953028644716879,23,30,,0.33444680978723912,-0.086616922467689844,0.447991071964288,120,114,6,0.75,5,1,12.5,0.025000000000000001,0.447991071964288,0.12903179152897859,0,True,True,114,12,12,0.58333333333333337,0.41666666666666669,0.91666666666666663,0.33333333333333331,1,100,12.5,362.5,0,375,0.20000000000000001,0,0.75,0.4135517022068087,0.090752685220172824,5,7,12
D500_F10_V01,500,10,common_grid,right,raw,0.33094807579230306,0.051240898314282968,0.046759058902609535,23,31,,0.30122640490561964,-0.083753423013692041,0.43936610946443777,120,112,8,0.75,5,6,137.5,0.27500000000000002,0.43936610946443777,0.12884888806353667,0,True,True,112,12,12,0.66666666666666674,0.41666666666666669,0.91666666666666663,0.33333333333333331,1,87.5,12.5,287.5,0,300,0.17499999999999999,0,0.59999999999999998,0.39609561638246549,0.094104588750802798,7,8,12
D500_F10_V01,500,10,common_grid,left,detrended_51,0.033906511546604894,0.038209788458509329,0.01939214626049918,19,20,-0.1003611361900132,0.022265201688010057,-0.12605199853982252,0.14997917747878564,120,82,38,0.58333333333333337,4,19,462.5,0.92500000000000004,0.14997917747878564,0.1483612854953183,0,True,True,82,9,9,0.41666666666666669,0.25,0.91666666666666663,0.16666666666666666,1,237.5,12.5,462.5,0,475,0.47499999999999998,0,0.94999999999999996,0.12160943140099027,0.11574485063897964,8,8,9
D500_F10_V01,500,10,common_grid,right,detrended_51,0.037571560342533929,0.030072454603174172,0.028643196082431661,8,12,0.049940968122786339,0.027827212083526266,-0.11979471369381767,0.14994056111135146,120,84,36,0.58333333333333337,4,1,12.5,0.025000000000000001,0.14994056111135146,0.16051727982424244,0,True,True,84,9,9,0.25,0.083333333333333329,0.75,0,0.83333333333333337,37.5,12.5,337.5,0,350,0.074999999999999997,0,0.69999999999999996,0.11199631756120677,0.11838438813847825,5,5,9
D500_F12_V01,500,12,d500_extension,left,raw,0.25757776631106544,0.0097419283607484419,0.035449481382639939,19,29,,0.30094267577070305,-0.054537626150504587,0.41340366961467834,120,113,7,0.58333333333333337,4,5,112.5,0.22500000000000001,0.41340366961467834,0.095329488309626065,0,True,True,113,12,12,0.75,0.41666666666666669,0.91666666666666663,0.33333333333333331,1,137.5,62.5,387.5,50,400,0.27500000000000002,0.10000000000000001,0.80000000000000004,0.38324970899883593,0.085282862745610255,6,7,12
D500_F12_V01,500,12,d500_extension,right,raw,0.21676742706970825,0.041693918157649439,0.041556627963065709,19,30,,0.25394271177084698,-0.1202201288805155,0.40011616046464193,120,109,11,0.58333333333333337,4,12,287.5,0.57499999999999996,0.40011616046464193,0.1128208275765189,-15,False,False,109,11,11,0.75,0.58333333333333337,0.91666666666666663,0.5,1,137.5,87.5,387.5,75,400,0.27500000000000002,0.14999999999999999,0.80000000000000004,0.37365672662690641,0.08703453293046326,4,5,11
D500_F12_V01,500,12,d500_extension,left,detrended_51,-0.016976694695542745,-0.018072634763714259,0.023736915235299333,14,20,-0.12775192721716788,0.024160067869794622,-0.07274753761114168,0.12908835231428809,120,80,40,0.41666666666666669,3,6,137.5,0.27500000000000002,0.12908835231428809,0.12924902759630488,0,True,True,80,8,8,0.5,0.083333333333333329,0.91666666666666663,0,1,137.5,37.5,387.5,25,400,0.27500000000000002,0.050000000000000003,0.80000000000000004,0.11026325339173706,0.11058312776747355,4,4,8
D500_F12_V01,500,12,d500_extension,right,detrended_51,0.021307169354142379,0.028003021370033816,0.017700422999341985,10,16,-0.03487742204319743,0.014636546254861963,-0.098056495801843904,0.14020221588834061,120,75,45,0.41666666666666669,3,1,12.5,0.025000000000000001,0.14020221588834061,0.14439861342297258,0,True,True,75,8,8,0.5,0.25,0.75,0.16666666666666666,0.83333333333333337,287.5,12.5,387.5,0,400,0.57499999999999996,0,0.80000000000000004,0.10200150898369723,0.10426712825864282,3,3,8
