source_bin,tail_bin,u_lo,u_hi,u_mid,tail_lo_um,tail_hi_um,tail_mid_um,eta_lo,eta_hi,eta_mid,scan_id,diameter_um,flow_mm_s,grid_scope,coordinate,source_bins,mode,metric,rho_lag0,rho_peak,lag_at_peak,n_pairs_lag0,n_pairs_at_peak,zero_lag_rank,peak_within_pm2,peak_within_pm5,rho_remote_median,zero_lag_specificity,peak_tie_count,rho,side
4,18,0.5,0.66666666666666663,0.58333333333333337,425,450,437.5,3.3203125,3.515625,3.41796875,D128_F01_V01,128,1,common_grid,absolute,6,raw,mean,0.11694182380691408,0.15745592707773221,17,486,461,8,False,False,0.056513968585285124,0.060427855221628954,1,0.11694182380691408,left
4,19,0.5,0.66666666666666663,0.58333333333333337,450,475,462.5,3.515625,3.7109375,3.61328125,D128_F01_V01,128,1,common_grid,absolute,6,raw,mean,0.14887599412391778,0.19064353877649798,-27,486,451,6,False,False,0.074777930812523208,0.074098063311394569,1,0.14887599412391778,left
4,20,0.5,0.66666666666666663,0.58333333333333337,475,500,487.5,3.7109375,3.90625,3.80859375,D128_F01_V01,128,1,common_grid,absolute,6,raw,mean,0.12403598303243363,0.20021767597894091,-3,486,473,4,False,True,0.026624886918195562,0.097411096114238066,1,0.12403598303243363,left
5,1,0.66666666666666663,0.83333333333333337,0.75,0,25,12.5,0,0.1953125,0.09765625,D128_F01_V01,128,1,common_grid,absolute,6,raw,mean,0.16420628592351108,0.16420628592351108,0,486,486,1,True,True,0.058812822110668017,0.10539346381284306,1,0.16420628592351108,left
5,2,0.66666666666666663,0.83333333333333337,0.75,25,50,37.5,0.1953125,0.390625,0.29296875,D128_F01_V01,128,1,common_grid,absolute,6,raw,mean,0.095849605329766469,0.17718985669341814,-27,486,451,14,False,False,0.028493005297679806,0.067356600032086655,1,0.095849605329766469,left
5,3,0.66666666666666663,0.83333333333333337,0.75,50,75,62.5,0.390625,0.5859375,0.48828125,D128_F01_V01,128,1,common_grid,absolute,6,raw,mean,0.061801467138864905,0.15140265159691024,28,486,451,47,False,False,0.034025298048334984,0.02777616909052992,1,0.061801467138864905,left
5,4,0.66666666666666663,0.83333333333333337,0.75,75,100,87.5,0.5859375,0.78125,0.68359375,D128_F01_V01,128,1,common_grid,absolute,6,raw,mean,0.1069509160013475,0.19780312366617342,-3,486,473,14,False,True,0.037121850229024034,0.069829065772323465,1,0.1069509160013475,left
5,5,0.66666666666666663,0.83333333333333337,0.75,100,125,112.5,0.78125,0.9765625,0.87890625,D128_F01_V01,128,1,common_grid,absolute,6,raw,mean,0.082191712800602348,0.17100269452121925,-12,486,466,31,False,False,0.049153676183762957,0.033038036616839392,1,0.082191712800602348,left
5,6,0.66666666666666663,0.83333333333333337,0.75,125,150,137.5,0.9765625,1.171875,1.07421875,D128_F01_V01,128,1,common_grid,absolute,6,raw,mean,0.13664065499342851,0.15962639042245028,-26,486,452,3,False,False,0.054892824122139347,0.081747830871289159,1,0.13664065499342851,left
5,7,0.66666666666666663,0.83333333333333337,0.75,150,175,162.5,1.171875,1.3671875,1.26953125,D128_F01_V01,128,1,common_grid,absolute,6,raw,mean,0.06781177615587039,0.16224132887187251,-30,486,448,40,False,False,0.033471668953643702,0.034340107202226688,1,0.06781177615587039,left
5,8,0.66666666666666663,0.83333333333333337,0.75,175,200,187.5,1.3671875,1.5625,1.46484375,D128_F01_V01,128,1,common_grid,absolute,6,raw,mean,0.045607273128318582,0.2001272989445505,3,486,473,54,False,True,0.034671095450903952,0.01093617767741463,1,0.045607273128318582,left
5,9,0.66666666666666663,0.83333333333333337,0.75,200,225,212.5,1.5625,1.7578125,1.66015625,D128_F01_V01,128,1,common_grid,absolute,6,raw,mean,0.1892135578496425,0.1892135578496425,0,486,486,1,True,True,0.018011303220313232,0.17120225462932925,1,0.1892135578496425,left
